연도,학교,기숙사 수용률,2023기준 존재여부
2020,영산대학교 _제2캠퍼스,19.3,False
2020,영산선학대학교 ,448.3,False
2020,예수대학교 ,15.2,False
2020,예원예술대학교 ,0.0,False
2020,예원예술대학교 _제2캠퍼스,26.5,False
2020,용인대학교 ,16.8,False
2020,우석대학교 ,28.4,False
2020,우송대학교 ,19.8,False
2020,울산과학기술원 ,100.5,False
2020,울산대학교 ,19.9,False
2020,원광대학교 ,23.3,False
2020,위덕대학교 ,22.1,False
2020,유원대학교 ,47.4,False
2020,을지대학교 ,12.8,False
2020,을지대학교 _제2캠퍼스,12.8,False
2020,이화여자대학교 ,22.9,False
2020,인제대학교 ,25.0,False
2020,인제대학교 _제2캠퍼스,11.3,False
2020,인천가톨릭대학교 ,25.8,False
2020,인천대학교 ,17.4,False
2020,인하대학교 ,12.8,False
2020,장로회신학대학교 ,32.5,False
2020,전남대학교 ,21.7,False
2020,전남대학교 _제2캠퍼스,40.1,False
2020,전북대학교 ,23.8,False
2020,전주교육대학교 ,40.8,False
2020,전주대학교 ,17.1,False
2020,제주국제대학교 ,15.9,False
2020,제주대학교 ,27.8,False
2020,조선대학교 ,11.8,False
2020,중부대학교 ,23.2,False
2020,중앙대학교 ,12.1,False
2020,중앙대학교 _제2캠퍼스,38.7,False
2020,중앙승가대학교 ,151.7,False
2020,중원대학교 ,73.6,False
2020,진주교육대학교 ,28.1,False
2020,차의과학대학교 ,24.0,False
2020,창신대학교 ,46.4,False
2020,청운대학교 ,16.9,False
2020,청주교육대학교 ,51.2,False
2020,청주대학교 ,20.7,False
2020,초당대학교 ,38.0,False
2020,총신대학교 ,51.6,False
2020,추계예술대학교 ,13.9,False
2020,춘천교육대학교 ,57.5,False
2020,충남대학교 ,23.1,False
2020,충북대학교 ,26.4,False
2020,칼빈대학교 ,24.8,False
2020,평택대학교 ,28.3,False
2020,포항공과대학교 ,109.6,False
2020,한경국립대학교 ,22.7,False
2020,한국공학대학교 ,38.1,False
2020,한국과학기술원 ,71.9,False
2020,한국교원대학교 ,57.7,False
2020,한국국제대학교 ,105.5,False
2020,한국기술교육대학교 ,70.1,False
2020,한국방송통신대학교 ,0.0,False
2020,한국성서대학교 ,15.4,False
2020,한국예술종합학교 ,13.2,False
2020,한국외국어대학교 ,19.6,False
2020,한국전통문화대학교 ,99.8,False
2020,한국체육대학교 ,34.4,False
2020,한국침례신학대학교 ,31.2,False
2020,한국항공대학교 ,17.9,False
2020,한남대학교 ,13.2,False
2020,한동대학교 ,75.0,False
2020,한라대학교 ,16.7,False
2020,한려대학교 ,70.9,False
2020,한림대학교 ,33.1,False
2020,한서대학교 ,27.9,False
2020,한성대학교 ,11.1,False
2020,한세대학교 ,15.5,False
2020,한신대학교 ,17.3,False
2020,한양대학교 ,11.9,False
2020,한양대학교(ERICA) _분교,26.9,False
2020,한일장신대학교 ,18.3,False
2020,협성대학교 ,10.0,False
2020,호남대학교 ,21.8,False
2020,호남신학대학교 ,32.2,False
2020,호서대학교 ,18.6,False
2020,호원대학교 ,42.5,False
2020,홍익대학교 ,13.4,False
2020,홍익대학교 _제2캠퍼스,23.0,False
2020,화성의과학대학교 ,18.3,False
2019,가야대학교(김해) ,27.2,False
2019,가천대학교 ,11.2,False
2019,가톨릭관동대학교 ,36.3,False
2019,가톨릭꽃동네대학교 ,42.9,False
2019,가톨릭대학교 ,15.9,False
2019,가톨릭대학교 _제2캠퍼스,7.7,False
2019,가톨릭대학교 _제3캠퍼스,107.7,False
2019,감리교신학대학교 ,21.2,False
2019,강남대학교 ,13.5,False
2019,강서대학교 ,9.4,False
2019,강원대학교 ,28.8,False
2019,강원대학교 _제2캠퍼스,48.1,False
2019,건국대학교 ,18.5,False
2019,건국대학교(글로컬) _분교,30.8,False
2019,건양대학교 ,40.5,False
2019,건양대학교 _제2캠퍼스,34.0,False
2019,경기대학교 ,18.0,False
2019,경기대학교 _제2캠퍼스,0.0,False
2019,경남과학기술대학교 ,18.8,False
2019,경남대학교 ,13.8,False
2019,경동대학교 ,56.0,False
2019,경동대학교 _제3캠퍼스,26.5,False
2019,경동대학교 _제4캠퍼스,23.6,False
2019,경북대학교 ,22.0,False
2019,경상국립대학교 ,28.9,False
2019,경성대학교 ,11.1,False
2019,경운대학교 ,33.1,False
2019,경인교육대학교 ,39.5,False
2019,경인교육대학교 _제2캠퍼스,54.6,False
2019,경일대학교 ,23.4,False
2019,경희대학교 ,21.4,False
2019,계명대학교 ,10.8,False
2019,고려대학교 ,10.7,False
2019,고려대학교(세종) _분교,37.2,False
2019,고신대학교 ,36.3,False
2019,공주교육대학교 ,44.4,False
2019,광신대학교 ,24.2,False
2019,광운대학교 ,11.7,False
2019,광주가톨릭대학교 ,208.4,False
2019,광주과학기술원 ,102.0,False
2019,광주교육대학교 ,36.5,False
2019,광주대학교 ,27.8,False
2019,광주여자대학교 ,30.1,False
2019,국립강릉원주대학교 ,36.2,False
2019,국립강릉원주대학교 _제2캠퍼스,29.1,False
2019,국립경국대학교 ,32.8,False
2019,국립공주대학교 ,34.2,False
2019,국립군산대학교 ,21.2,False
2019,국립금오공과대학교 ,44.1,False
2019,국립목포대학교 ,26.8,False
2019,국립목포해양대학교 ,93.2,False
2019,국립부경대학교 ,23.1,False
2019,국립순천대학교 ,29.0,False
2019,국립창원대학교 ,26.6,False
2019,국립한국교통대학교 ,25.9,False
2019,국립한국해양대학교 ,43.8,False
2019,국립한밭대학교 ,14.6,False
2019,국민대학교 ,11.6,False
2019,극동대학교 ,12.8,False
2019,금강대학교 ,155.3,False
2019,김천대학교 ,52.7,False
2019,나사렛대학교 ,26.0,False
2019,남부대학교 ,24.6,False
2019,남서울대학교 ,13.2,False
2019,단국대학교 ,18.8,False
2019,단국대학교 _제2캠퍼스,19.1,False
2019,대구가톨릭대학교 ,23.9,False
2019,대구경북과학기술원 ,131.9,False
2019,대구교육대학교 ,27.6,False
2019,대구대학교 ,21.0,False
2019,대구예술대학교 ,21.4,False
2019,대구한의대학교 ,16.1,False
2019,대신대학교 ,26.6,False
2019,대전가톨릭대학교 ,570.3,False
2019,대전대학교 ,24.2,False
2019,대전신학대학교 ,39.0,False
2019,대진대학교 ,19.8,False
2019,덕성여자대학교 ,13.1,False
2019,동국대학교 ,10.1,False
2019,동국대학교(WISE) _분교,22.6,False
2019,동덕여자대학교 ,11.1,False
2019,동명대학교 ,13.8,False
2019,동서대학교 ,18.8,False
2019,동신대학교 ,21.0,False
2019,동아대학교 ,12.6,False
2019,동양대학교 ,53.2,False
2019,동의대학교 ,20.1,False
2019,루터대학교 ,26.5,False
2019,명지대학교 ,29.1,False
2019,명지대학교 _제2캠퍼스,11.8,False
2019,목원대학교 ,20.1,False
2019,목포가톨릭대학교 ,40.6,False
2019,배재대학교 ,20.5,False
2019,백석대학교 ,13.6,False
2019,부산가톨릭대학교 ,15.9,False
2019,부산교육대학교 ,45.3,False
2019,부산대학교 ,21.3,False
2019,부산외국어대학교 ,19.7,False
2019,부산장신대학교 ,50.5,False
2019,삼육대학교 ,23.0,False
2019,상명대학교 ,10.3,False
2019,상명대학교 _제2캠퍼스,17.3,False
2019,상지대학교 ,13.1,False
2019,서강대학교 ,12.8,False
2019,서경대학교 ,5.0,False
2019,서울과학기술대학교 ,23.1,False
2019,서울교육대학교 ,57.8,False
2019,서울기독대학교 ,14.1,False
2019,서울대학교 ,21.8,False
2019,서울시립대학교 ,11.4,False
2019,서울신학대학교 ,13.3,False
2019,서울여자대학교 ,12.1,False
2019,서울장신대학교 ,44.6,False
2019,서울한영대학교 ,14.9,False
2019,서원대학교 ,14.2,False
2019,선문대학교 ,38.7,False
2019,성결대학교 ,11.0,False
2019,성공회대학교 ,21.2,False
2019,성균관대학교 ,21.3,False
2019,성신여자대학교 ,9.8,False
2019,세명대학교 ,42.5,False
2019,세종대학교 ,11.2,False
2019,세한대학교 ,36.8,False
2019,송원대학교 ,15.1,False
2019,수원가톨릭대학교 ,139.1,False
2019,수원대학교 ,10.8,False
2019,숙명여자대학교 ,11.8,False
2019,순복음총회신학교 ,76.2,False
2019,순천향대학교 ,38.1,False
2019,숭실대학교 ,12.0,False
2019,신경주대학교 ,32.4,False
2019,신라대학교 ,13.4,False
2019,신한대학교 ,29.9,False
2019,신한대학교 _제2캠퍼스,5.5,False
2019,아신대학교 ,30.1,False
2019,아주대학교 ,25.4,False
2019,안양대학교 ,2.7,False
2019,안양대학교 _제2캠퍼스,44.8,False
2019,연세대학교 ,36.7,False
2019,연세대학교(미래) _분교,57.3,False
2019,영남대학교 ,15.0,False
2019,영남신학대학교 ,50.3,False
2019,영산대학교 ,26.1,False
2019,영산대학교 _제2캠퍼스,19.8,False
2019,영산선학대학교 ,424.2,False
2019,예수대학교 ,29.2,False
2019,예원예술대학교 ,0.0,False
2019,예원예술대학교 _제2캠퍼스,27.0,False
2019,용인대학교 ,20.8,False
2019,우석대학교 ,29.5,False
2019,우송대학교 ,21.3,False
2019,울산과학기술원 ,94.1,False
2019,울산대학교 ,15.8,False
2019,원광대학교 ,22.0,False
2019,위덕대학교 ,21.8,False
2019,유원대학교 ,50.5,False
2019,을지대학교 ,20.7,False
2019,을지대학교 _제2캠퍼스,12.9,False
2019,이화여자대학교 ,22.2,False
2019,인제대학교 ,24.1,False
2019,인제대학교 _제2캠퍼스,11.3,False
2019,인천가톨릭대학교 ,26.8,False
2019,인천대학교 ,17.8,False
2019,인하대학교 ,12.7,False
2019,장로회신학대학교 ,31.8,False
2019,전남대학교 ,22.0,False
2019,전남대학교 _제2캠퍼스,34.6,False
2019,전북대학교 ,24.0,False
2019,전주교육대학교 ,41.6,False
2019,전주대학교 ,17.5,False
2019,제주국제대학교 ,12.3,False
2019,제주대학교 ,27.2,False
2019,조선대학교 ,12.0,False
2019,중부대학교 ,24.6,False
2019,중앙대학교 ,12.3,False
2019,중앙대학교 _제2캠퍼스,39.0,False
2019,중앙승가대학교 ,160.7,False
2019,중원대학교 ,56.3,False
2019,진주교육대학교 ,18.2,False
2019,차의과학대학교 ,24.6,False
2019,창신대학교 ,44.7,False
2019,청운대학교 ,19.4,False
2019,청주교육대학교 ,50.7,False
2019,청주대학교 ,21.3,False
2019,초당대학교 ,43.9,False
2019,총신대학교 ,52.8,False
2019,추계예술대학교 ,7.5,False
2019,춘천교육대학교 ,56.1,False
2019,충남대학교 ,22.6,False
2019,충북대학교 ,25.6,False
2019,칼빈대학교 ,0.0,False
2019,평택대학교 ,30.1,False
2019,포항공과대학교 ,111.4,False
2019,한경국립대학교 ,25.1,False
2019,한국공학대학교 ,37.3,False
2019,한국과학기술원 ,72.4,False
2019,한국교원대학교 ,58.9,False
2019,한국국제대학교 ,81.4,False
2019,한국기술교육대학교 ,69.5,False
2019,한국방송통신대학교 ,0.0,False
2019,한국성서대학교 ,15.3,False
2019,한국예술종합학교 ,13.6,False
2019,한국외국어대학교 ,17.9,False
2019,한국전통문화대학교 ,101.7,False
2019,한국체육대학교 ,35.9,False
2019,한국침례신학대학교 ,31.1,False
2019,한국항공대학교 ,17.9,False
2019,한남대학교 ,13.2,False
2019,한동대학교 ,77.6,False
2019,한라대학교 ,17.0,False
2019,한려대학교 ,63.8,False
2019,한림대학교 ,32.2,False
2019,한서대학교 ,28.7,False
2019,한성대학교 ,11.2,False
2019,한세대학교 ,14.9,False
2019,한신대학교 ,18.3,False
2019,한양대학교 ,11.7,False
2019,한양대학교(ERICA) _분교,27.3,False
2019,한일장신대학교 ,20.0,False
2019,협성대학교 ,9.8,False
2019,호남대학교 ,21.4,False
2019,호남신학대학교 ,32.8,False
2019,호서대학교 ,20.2,False
2019,호원대학교 ,43.9,False
2019,홍익대학교 ,12.8,False
2019,홍익대학교 _제2캠퍼스,23.0,False
2019,화성의과학대학교 ,16.4,False
2018,가야대학교(김해) ,25.6,False
2018,가천대학교 ,11.3,False
2018,가톨릭관동대학교 ,35.1,False
2018,가톨릭꽃동네대학교 ,67.0,False
2018,가톨릭대학교 ,14.4,False
2018,가톨릭대학교 _제2캠퍼스,7.7,False
2018,가톨릭대학교 _제3캠퍼스,54.3,False
2018,감리교신학대학교 ,21.4,False
2018,강남대학교 ,13.5,False
2018,강서대학교 ,8.5,False
2018,강원대학교 ,23.3,False
2018,강원대학교 _제2캠퍼스,47.4,False
2018,건국대학교 ,18.5,False
2018,건국대학교(글로컬) _분교,29.2,False
2018,건양대학교 ,38.4,False
2018,건양대학교 _제2캠퍼스,30.8,False
2018,경기대학교 ,18.8,False
2018,경기대학교 _제2캠퍼스,0.0,False
2018,경남과학기술대학교 ,18.3,False
2018,경남대학교 ,13.4,False
2018,경동대학교 ,42.7,False
2018,경동대학교 _제3캠퍼스,29.1,False
2018,경동대학교 _제4캠퍼스,27.8,False
2018,경북대학교 ,22.2,False
2018,경상국립대학교 ,29.5,False
2018,경성대학교 ,11.0,False
2018,경운대학교 ,33.2,False
2018,경인교육대학교 ,39.7,False
2018,경인교육대학교 _제2캠퍼스,53.1,False
2018,경일대학교 ,23.1,False
2018,경희대학교 ,21.4,False
2018,계명대학교 ,10.8,False
2018,고려대학교 ,10.7,False
2018,고려대학교(세종) _분교,37.7,False
2018,고신대학교 ,37.1,False
2018,공주교육대학교 ,43.2,False
2018,광신대학교 ,24.8,False
2018,광운대학교 ,12.2,False
2018,광주가톨릭대학교 ,218.6,False
2018,광주과학기술원 ,101.0,False
2018,광주교육대학교 ,36.1,False
2018,광주대학교 ,26.3,False
2018,광주여자대학교 ,29.5,False
2018,국립강릉원주대학교 ,36.1,False
2018,국립강릉원주대학교 _제2캠퍼스,29.2,False
2018,국립경국대학교 ,31.9,False
2018,국립공주대학교 ,32.5,False
2018,국립군산대학교 ,21.5,False
2018,국립금오공과대학교 ,41.8,False
2018,국립목포대학교 ,26.4,False
2018,국립목포해양대학교 ,68.1,False
2018,국립부경대학교 ,22.7,False
2018,국립순천대학교 ,29.2,False
2018,국립창원대학교 ,28.1,False
2018,국립한국교통대학교 ,25.4,False
2018,국립한국해양대학교 ,41.8,False
2018,국립한밭대학교 ,13.4,False
2018,국민대학교 ,11.3,False
2018,극동대학교 ,12.1,False
2018,금강대학교 ,119.9,False
2018,김천대학교 ,56.9,False
2018,나사렛대학교 ,26.4,False
2018,남부대학교 ,23.8,False
2018,남서울대학교 ,13.3,False
2018,단국대학교 ,19.1,False
2018,단국대학교 _제2캠퍼스,19.0,False
2018,대구가톨릭대학교 ,24.7,False
2018,대구경북과학기술원 ,142.8,False
2018,대구교육대학교 ,27.3,False
2018,대구대학교 ,20.3,False
2018,대구예술대학교 ,19.4,False
2018,대구한의대학교 ,15.1,False
2018,대신대학교 ,28.2,False
2018,대전가톨릭대학교 ,625.3,False
2018,대전대학교 ,24.8,False
2018,대전신학대학교 ,16.3,False
2018,대진대학교 ,20.8,False
2018,덕성여자대학교 ,12.6,False
2018,동국대학교 ,9.6,False
2018,동국대학교(WISE) _분교,22.3,False
2018,동덕여자대학교 ,10.1,False
2018,동명대학교 ,13.8,False
2018,동서대학교 ,19.1,False
2018,동신대학교 ,19.8,False
2018,동아대학교 ,12.3,False
2018,동양대학교 ,53.7,False
2018,동의대학교 ,19.5,False
2018,루터대학교 ,26.2,False
2018,명지대학교 ,28.8,False
2018,명지대학교 _제2캠퍼스,12.1,False
2018,목원대학교 ,20.0,False
2018,목포가톨릭대학교 ,39.1,False
2018,배재대학교 ,20.5,False
2018,백석대학교 ,13.5,False
2018,부산가톨릭대학교 ,15.7,False
2018,부산교육대학교 ,44.8,False
2018,부산대학교 ,14.2,False
2018,부산외국어대학교 ,19.0,False
2018,부산장신대학교 ,44.7,False
2018,삼육대학교 ,15.7,False
2018,상명대학교 ,10.3,False
2018,상명대학교 _제2캠퍼스,17.3,False
2018,상지대학교 ,13.4,False
2018,서강대학교 ,12.1,False
2018,서경대학교 ,5.1,False
2018,서울과학기술대학교 ,22.5,False
2018,서울교육대학교 ,58.3,False
2018,서울기독대학교 ,12.4,False
2018,서울대학교 ,21.6,False
2018,서울시립대학교 ,8.0,False
2018,서울신학대학교 ,13.3,False
2018,서울여자대학교 ,11.1,False
2018,서울장신대학교 ,46.0,False
2018,서울한영대학교 ,15.2,False
2018,서원대학교 ,13.7,False
2018,선문대학교 ,43.4,False
2018,성결대학교 ,11.1,False
2018,성공회대학교 ,6.9,False
2018,성균관대학교 ,21.7,False
2018,성신여자대학교 ,9.9,False
2018,세명대학교 ,42.6,False
2018,세종대학교 ,11.0,False
2018,세한대학교 ,37.0,False
2018,송원대학교 ,12.5,False
2018,수원가톨릭대학교 ,136.8,False
2018,수원대학교 ,10.7,False
2018,숙명여자대학교 ,10.3,False
2018,순복음총회신학교 ,70.2,False
2018,순천향대학교 ,37.6,False
2018,숭실대학교 ,11.8,False
2018,신경주대학교 ,28.4,False
2018,신라대학교 ,12.5,False
2018,신한대학교 ,0.0,False
2018,신한대학교 _제2캠퍼스,5.3,False
2018,아신대학교 ,28.0,False
2018,아주대학교 ,25.8,False
2018,안양대학교 ,1.4,False
2018,안양대학교 _제2캠퍼스,42.2,False
2018,연세대학교 ,35.2,False
2018,연세대학교(미래) _분교,58.3,False
2018,영남대학교 ,14.7,False
2018,영남신학대학교 ,52.4,False
2018,영산대학교 ,26.9,False
2018,영산대학교 _제2캠퍼스,25.0,False
2018,영산선학대학교 ,311.1,False
2018,예수대학교 ,28.2,False
2018,예원예술대학교 ,0.0,False
2018,예원예술대학교 _제2캠퍼스,26.3,False
2018,용인대학교 ,23.2,False
2018,우석대학교 ,30.6,False
2018,우송대학교 ,24.3,False
2018,울산과학기술원 ,89.8,False
2018,울산대학교 ,16.1,False
2018,원광대학교 ,22.1,False
2018,위덕대학교 ,21.1,False
2018,유원대학교 ,35.0,False
2018,을지대학교 ,20.7,False
2018,을지대학교 _제2캠퍼스,12.2,False
2018,이화여자대학교 ,21.4,False
2018,인제대학교 ,24.1,False
2018,인제대학교 _제2캠퍼스,10.5,False
2018,인천가톨릭대학교 ,25.1,False
2018,인천대학교 ,18.2,False
2018,인하대학교 ,12.5,False
2018,장로회신학대학교 ,32.1,False
2018,전남대학교 ,19.8,False
2018,전남대학교 _제2캠퍼스,34.2,False
2018,전북대학교 ,24.2,False
2018,전주교육대학교 ,41.4,False
2018,전주대학교 ,17.0,False
2018,정석대학 ,0.0,False
2018,제주국제대학교 ,10.8,False
2018,제주대학교 ,26.4,False
2018,조선대학교 ,11.6,False
2018,중부대학교 ,17.8,False
2018,중앙대학교 ,11.6,False
2018,중앙대학교 _제2캠퍼스,38.4,False
2018,중앙승가대학교 ,155.1,False
2018,중원대학교 ,61.5,False
2018,진주교육대학교 ,32.9,False
2018,차의과학대학교 ,24.5,False
2018,창신대학교 ,47.8,False
2018,청운대학교 ,19.4,False
2018,청주교육대학교 ,50.1,False
2018,청주대학교 ,18.2,False
2018,초당대학교 ,42.6,False
2018,총신대학교 ,53.4,False
2018,추계예술대학교 ,7.6,False
2018,춘천교육대학교 ,54.9,False
2018,충남대학교 ,22.5,False
2018,충북대학교 ,25.3,False
2018,칼빈대학교 ,64.2,False
2018,평택대학교 ,29.8,False
2018,포항공과대학교 ,110.7,False
2018,한경국립대학교 ,21.9,False
2018,한국공학대학교 ,38.8,False
2018,한국과학기술원 ,72.1,False
2018,한국교원대학교 ,58.3,False
2018,한국국제대학교 ,58.9,False
2018,한국기술교육대학교 ,69.5,False
2018,한국방송통신대학교 ,0.0,False
2018,한국성서대학교 ,15.1,False
2018,한국예술종합학교 ,11.9,False
2018,한국외국어대학교 ,16.1,False
2018,한국전통문화대학교 ,104.6,False
2018,한국체육대학교 ,34.8,False
2018,한국침례신학대학교 ,38.0,False
2018,한국항공대학교 ,17.7,False
2018,한남대학교 ,13.6,False
2018,한동대학교 ,77.5,False
2018,한라대학교 ,16.5,False
2018,한려대학교 ,52.7,False
2018,한림대학교 ,33.3,False
2018,한서대학교 ,28.9,False
2018,한성대학교 ,6.4,False
2018,한세대학교 ,13.3,False
2018,한신대학교 ,18.6,False
2018,한양대학교 ,12.2,False
2018,한양대학교(ERICA) _분교,28.0,False
2018,한일장신대학교 ,21.1,False
2018,협성대학교 ,9.7,False
2018,호남대학교 ,20.8,False
2018,호남신학대학교 ,37.2,False
2018,호서대학교 ,20.3,False
2018,호원대학교 ,41.0,False
2018,홍익대학교 ,12.9,False
2018,홍익대학교 _제2캠퍼스,22.8,False
2018,화성의과학대학교 ,15.8,False
2017,가야대학교(김해) ,26.0,False
2017,가천대학교 ,11.4,False
2017,가톨릭관동대학교 ,34.9,False
2017,가톨릭꽃동네대학교 ,72.1,False
2017,가톨릭대학교 ,14.5,False
2017,가톨릭대학교 _제2캠퍼스,7.6,False
2017,가톨릭대학교 _제3캠퍼스,57.0,False
2017,감리교신학대학교 ,21.4,False
2017,강남대학교 ,13.5,False
2017,강서대학교 ,8.9,False
2017,강원대학교 ,23.1,False
2017,강원대학교 _제2캠퍼스,46.9,False
2017,건국대학교 ,18.5,False
2017,건국대학교(글로컬) _분교,28.7,False
2017,건양대학교 ,44.4,False
2017,건양대학교 _제2캠퍼스,21.7,False
2017,경기대학교 ,19.0,False
2017,경기대학교 _제2캠퍼스,0.0,False
2017,경남과학기술대학교 ,18.3,False
2017,경남대학교 ,13.2,False
2017,경동대학교 ,43.3,False
2017,경동대학교 _제3캠퍼스,35.5,False
2017,경동대학교 _제4캠퍼스,38.9,False
2017,경북대학교 ,21.7,False
2017,경상국립대학교 ,30.3,False
2017,경성대학교 ,11.3,False
2017,경운대학교 ,31.5,False
2017,경인교육대학교 ,39.5,False
2017,경인교육대학교 _제2캠퍼스,54.1,False
2017,경일대학교 ,21.2,False
2017,경희대학교 ,19.3,False
2017,계명대학교 ,10.7,False
2017,고려대학교 ,10.3,False
2017,고려대학교(세종) _분교,37.1,False
2017,고신대학교 ,38.1,False
2017,공주교육대학교 ,43.6,False
2017,광신대학교 ,25.9,False
2017,광운대학교 ,1.8,False
2017,광주가톨릭대학교 ,202.7,False
2017,광주과학기술원 ,100.9,False
2017,광주교육대학교 ,35.7,False
2017,광주대학교 ,27.2,False
2017,광주여자대학교 ,28.9,False
2017,국립강릉원주대학교 ,35.6,False
2017,국립강릉원주대학교 _제2캠퍼스,29.7,False
2017,국립경국대학교 ,32.0,False
2017,국립공주대학교 ,31.2,False
2017,국립군산대학교 ,21.2,False
2017,국립금오공과대학교 ,38.3,False
2017,국립목포대학교 ,25.8,False
2017,국립목포해양대학교 ,69.2,False
2017,국립부경대학교 ,22.7,False
2017,국립순천대학교 ,24.2,False
2017,국립창원대학교 ,27.3,False
2017,국립한국교통대학교 ,24.3,False
2017,국립한국해양대학교 ,40.6,False
