기준년도,학교,전임교원수,1인당 학생수(정원기준),1인당 학생수(재학생기준)
2015,강서대학교 ,51.0,31.43,31.29
2015,강원대학교 ,801.0,22.93,24.0
2015,강원대학교 _제2캠퍼스,197.0,36.3,34.62
2015,건국대학교 ,706.0,26.88,30.72
2015,건국대학교(글로컬) _분교,492.0,16.3,18.88
2015,건양대학교 ,167.0,26.9,28.84
2015,건양대학교 _제2캠퍼스,237.0,16.44,17.8
2015,경기대학교 ,464.0,30.78,33.7
2015,경기대학교 _제2캠퍼스,50.0,39.28,42.84
2015,경남과학기술대학교 ,174.0,34.12,29.04
2015,경남대학교 ,461.0,32.26,31.31
2015,경동대학교 ,128.0,29.33,26.2
2015,경동대학교 _제3캠퍼스,40.0,35.63,35.23
2015,경동대학교 _제4캠퍼스,32.0,18.75,18.88
2015,경북대학교 ,1239.0,24.45,27.54
2015,경상국립대학교 ,802.0,21.85,23.88
2015,경성대학교 ,434.0,31.32,32.93
2015,경운대학교 ,219.0,24.85,17.76
2015,경인교육대학교 ,131.0,43.78,31.59
2015,경일대학교 ,250.0,29.15,29.94
2015,경희대학교 ,1421.0,21.47,25.42
2015,계명대학교 ,896.0,26.44,29.33
2015,고려대학교 ,1439.0,20.77,23.57
2015,고려대학교(세종) _분교,241.0,31.03,34.59
2015,고신대학교 ,302.0,18.43,18.93
2015,공주교육대학교 ,85.0,26.79,25.35
2015,광신대학교 ,45.0,31.96,25.4
2015,광운대학교 ,331.0,28.14,32.28
2015,광주가톨릭대학교 ,16.0,13.75,8.19
2015,광주과학기술원 ,153.0,15.54,14.92
2015,광주교육대학교 ,79.0,31.9,32.91
2015,광주대학교 ,262.0,30.13,31.24
2015,광주여자대학교 ,140.0,30.25,31.27
2015,국립강릉원주대학교 ,290.0,24.47,23.69
2015,국립강릉원주대학교 _제2캠퍼스,89.0,26.46,25.06
2015,국립경국대학교 ,273.0,28.02,27.55
2015,국립공주대학교 ,555.0,28.95,31.66
2015,국립군산대학교 ,343.0,26.89,27.12
2015,국립금오공과대학교 ,217.0,30.09,34.84
2015,국립목포대학교 ,311.0,28.81,30.1
2015,국립목포해양대학교 ,108.0,25.48,25.76
2015,국립부경대학교 ,592.0,30.72,35.95
2015,국립순천대학교 ,322.0,28.03,27.88
2015,국립창원대학교 ,332.0,31.23,32.46
2015,국립한국교통대학교 ,314.0,30.1,30.05
2015,국립한국해양대학교 ,266.0,25.54,29.5
2015,국립한밭대학교 ,256.0,33.37,26.51
2015,국민대학교 ,633.0,26.66,31.33
2015,극동대학교 ,152.0,30.89,28.77
2015,금강대학교 ,28.0,25.54,19.18
2015,김천대학교 ,150.0,26.61,25.47
2015,나사렛대학교 ,173.0,33.42,35.49
2015,남부대학교 ,123.0,29.56,29.77
2015,남서울대학교 ,348.0,29.53,22.74
2015,단국대학교 ,511.0,28.63,31.65
2015,단국대학교 _제2캠퍼스,673.0,17.83,20.34
2015,대구가톨릭대학교 ,651.0,23.06,24.74
2015,대구경북과학기술원 ,63.0,17.06,13.14
2015,대구교육대학교 ,92.0,33.45,32.86
2015,대구대학교 ,645.0,32.47,34.54
2015,대구예술대학교 ,49.0,38.24,30.12
2015,대구한의대학교 ,250.0,29.17,29.5
2015,대신대학교 ,30.0,27.9,20.13
2015,대전가톨릭대학교 ,11.0,26.82,13.55
2015,대전대학교 ,352.0,31.98,32.02
2015,대전신학대학교 ,10.0,41.4,33.5
2015,대진대학교 ,281.0,30.33,30.73
2015,덕성여자대학교 ,199.0,29.18,33.54
2015,동국대학교 ,683.0,24.49,28.37
2015,동국대학교(WISE) _분교,393.0,22.42,23.73
2015,동덕여자대학교 ,241.0,31.41,35.26
2015,동명대학교 ,296.0,28.15,31.66
2015,동서대학교 ,362.0,30.19,32.63
2015,동신대학교 ,280.0,27.18,28.72
2015,동아대학교 ,859.0,25.53,27.64
2015,동양대학교 ,161.0,30.55,29.76
2015,동의대학교 ,616.0,27.59,27.87
2015,루터대학교 ,17.0,30.53,28.65
2015,명지대학교 ,332.0,24.42,25.89
2015,명지대학교 _제2캠퍼스,249.0,29.9,36.69
2015,목원대학교 ,314.0,30.15,31.46
2015,목포가톨릭대학교 ,18.0,28.89,30.39
2015,배재대학교 ,327.0,30.67,32.26
2015,백석대학교 ,501.0,31.37,32.71
2015,부산가톨릭대학교 ,141.0,28.52,30.5
2015,부산교육대학교 ,82.0,35.68,35.96
2015,부산대학교 ,1326.0,23.48,25.8
2015,부산외국어대학교 ,293.0,30.91,33.42
2015,부산장신대학교 ,24.0,29.08,25.92
2015,삼육대학교 ,191.0,30.54,32.74
2015,상명대학교 ,261.0,27.54,32.58
2015,상지대학교 ,262.0,33.66,31.69
2015,서강대학교 ,439.0,30.02,30.01
2015,서경대학교 ,211.0,29.77,32.76
2015,서울과학기술대학교 ,359.0,31.99,24.06
2015,서울교육대학교 ,95.0,42.05,41.19
2015,서울기독대학교 ,33.0,33.15,29.33
2015,서울대학교 ,2231.0,13.87,15.73
2015,서울시립대학교 ,403.0,27.33,32.39
2015,서울신학대학교 ,98.0,36.3,37.62
2015,서울여자대학교 ,246.0,31.68,34.46
2015,서울장신대학교 ,37.0,26.89,27.59
2015,서울한영대학교 ,43.0,26.14,27.37
2015,서원대학교 ,248.0,29.42,30.35
2015,선문대학교 ,351.0,28.84,30.71
2015,성결대학교 ,201.0,30.11,32.49
2015,성공회대학교 ,83.0,34.65,34.04
2015,성균관대학교 ,1423.0,17.89,21.28
2015,성신여자대학교 ,345.0,30.85,32.43
2015,세명대학교 ,286.0,30.32,30.96
2015,세종대학교 ,442.0,29.47,32.23
2015,세한대학교 ,90.0,42.67,40.14
2015,송원대학교 ,117.0,27.35,20.21
2015,수원가톨릭대학교 ,12.0,39.33,19.5
2015,수원대학교 ,380.0,32.61,31.19
2015,숙명여자대학교 ,449.0,29.63,30.09
2015,순복음총회신학교 ,16.0,24.69,18.75
2015,순천향대학교 ,842.0,14.31,14.72
2015,숭실대학교 ,488.0,29.19,33.79
2015,신경주대학교 ,153.0,32.03,17.88
2015,신라대학교 ,353.0,29.32,31.24
2015,신한대학교 ,46.0,17.41,19.63
2015,신한대학교 _제2캠퍼스,166.0,13.49,16.52
2015,아신대학교 ,63.0,32.37,27.83
2015,아주대학교 ,672.0,21.27,24.59
2015,안양대학교 ,187.0,30.29,30.09
2015,안양대학교 _제2캠퍼스,18.0,31.11,28.28
2015,연세대학교 ,1637.0,18.65,22.4
2015,연세대학교(미래) _분교,369.0,18.28,22.15
2015,영남대학교 ,964.0,25.82,28.48
2015,영남신학대학교 ,28.0,37.04,31.43
2015,영산대학교 ,121.0,28.08,27.58
2015,영산대학교 _제2캠퍼스,118.0,29.94,37.24
2015,영산선학대학교 ,14.0,14.29,3.0
2015,예수대학교 ,24.0,22.83,24.46
2015,예원예술대학교 ,54.0,16.11,12.52
2015,예원예술대학교 _제2캠퍼스,18.0,25.33,29.0
2015,용인대학교 ,230.0,31.07,31.9
2015,우석대학교 ,282.0,30.73,31.43
2015,우송대학교 ,281.0,31.78,35.77
2015,울산과학기술원 ,243.0,23.15,18.95
2015,울산대학교 ,1098.0,13.34,14.3
2015,원광대학교 ,749.0,24.59,25.05
2015,위덕대학교 ,129.0,30.89,27.91
2015,유원대학교 ,133.0,33.15,29.62
2015,을지대학교 ,265.0,4.07,4.32
2015,을지대학교 _제2캠퍼스,143.0,27.89,29.97
2015,이화여자대학교 ,1004.0,22.99,24.13
2015,인제대학교 ,380.0,29.25,29.82
2015,인천가톨릭대학교 ,18.0,13.06,8.89
2015,인천가톨릭대학교 _제2캠퍼스,25.0,33.0,28.48
2015,인천대학교 ,440.0,29.37,33.45
2015,인하대학교 ,844.0,23.35,27.47
2015,장로회신학대학교 ,79.0,38.87,38.81
2015,전남대학교 ,1102.0,20.99,23.08
2015,전남대학교 _제2캠퍼스,168.0,22.15,19.4
2015,전북대학교 ,1022.0,22.97,25.3
2015,전주교육대학교 ,59.0,32.36,27.07
2015,전주대학교 ,371.0,33.48,34.44
2015,제주국제대학교 ,91.0,38.16,15.51
2015,제주대학교 ,623.0,19.97,21.56
2015,조선대학교 ,839.0,28.51,29.15
2015,중부대학교 ,320.0,29.64,29.01
2015,중앙대학교 ,881.0,23.88,27.85
2015,중앙대학교 _제2캠퍼스,152.0,42.37,47.28
2015,중앙승가대학교 ,16.0,38.44,20.31
2015,중원대학교 ,159.0,27.81,22.7
2015,진주교육대학교 ,71.0,30.11,26.65
2015,차의과학대학교 ,379.0,8.32,7.27
2015,창신대학교 ,51.0,30.98,23.98
2015,청운대학교 ,177.0,32.99,38.74
2015,청주교육대학교 ,70.0,31.26,27.21
2015,청주대학교 ,418.0,30.39,31.02
2015,초당대학교 ,116.0,30.34,24.03
2015,총신대학교 ,123.0,34.5,35.75
2015,추계예술대학교 ,49.0,32.71,29.84
2015,춘천교육대학교 ,77.0,32.57,27.58
2015,충남대학교 ,922.0,25.31,29.17
2015,충북대학교 ,755.0,23.39,26.66
2015,칼빈대학교 ,18.0,43.61,36.0
2015,평택대학교 ,142.0,33.8,35.21
2015,포항공과대학교 ,267.0,18.47,15.31
2015,한경국립대학교 ,175.0,31.82,25.14
2015,한국공학대학교 ,231.0,26.15,18.58
2015,한국과학기술원 ,615.0,20.95,22.67
2015,한국교원대학교 ,205.0,36.34,35.74
2015,한국기술교육대학교 ,180.0,24.45,28.79
2015,한국방송통신대학교 ,156.0,1530.77,855.03
2015,한국성서대학교 ,48.0,26.46,29.1
2015,한국예술종합학교 ,127.0,17.73,20.88
2015,한국외국어대학교 ,692.0,26.9,29.64
2015,한국체육대학교 ,111.0,29.75,29.3
2015,한국침례신학대학교 ,53.0,55.94,54.26
2015,한국항공대학교 ,154.0,28.79,31.95
2015,한남대학교 ,431.0,31.96,33.27
2015,한동대학교 ,143.0,26.57,32.8
2015,한라대학교 ,136.0,29.67,30.61
2015,한림대학교 ,818.0,10.92,12.05
2015,한서대학교 ,293.0,26.58,28.13
2015,한성대학교 ,265.0,29.22,30.96
2015,한세대학교 ,132.0,28.44,30.36
2015,한신대학교 ,176.0,32.81,35.01
2015,한양대학교 ,1009.0,22.63,25.55
2015,한양대학교(ERICA) _분교,390.0,24.62,28.58
2015,한일장신대학교 ,46.0,33.93,29.8
2015,협성대학교 ,163.0,32.28,30.6
2015,호남대학교 ,290.0,28.01,29.82
2015,호남신학대학교 ,40.0,36.65,30.68
2015,호서대학교 ,451.0,32.35,33.14
2015,호원대학교 ,178.0,31.52,32.89
2015,홍익대학교 ,526.0,29.24,32.28
2015,화성의과학대학교 ,49.0,25.0,18.47
2016,가야대학교(김해) ,93.0,32.24,29.56
2016,가천대학교 ,856.0,22.1,25.21
2016,가톨릭관동대학교 ,432.0,23.56,21.94
2016,가톨릭꽃동네대학교 ,22.0,28.09,25.23
2016,가톨릭대학교 ,249.0,33.88,35.2
2016,가톨릭대학교 _제2캠퍼스,880.0,3.42,3.43
2016,가톨릭대학교 _제3캠퍼스,25.0,18.32,15.08
2016,감리교신학대학교 ,27.0,66.22,72.0
2016,강남대학교 ,239.0,30.68,31.64
2016,강서대학교 ,52.0,30.44,29.9
2016,강원대학교 ,793.0,22.83,23.51
2016,강원대학교 _제2캠퍼스,203.0,34.56,31.93
2016,건국대학교 ,712.0,26.66,30.37
2016,건국대학교(글로컬) _분교,484.0,16.56,18.77
2016,건양대학교 ,158.0,27.08,28.46
2016,건양대학교 _제2캠퍼스,241.0,16.46,17.85
2016,경기대학교 ,460.0,31.24,33.42
2016,경기대학교 _제2캠퍼스,40.0,43.7,50.3
2016,경남과학기술대학교 ,179.0,32.6,29.87
2016,경남대학교 ,453.0,32.05,30.47
2016,경동대학교 ,128.0,32.12,29.58
2016,경동대학교 _제3캠퍼스,72.0,30.97,31.6
2016,경동대학교 _제4캠퍼스,44.0,20.45,21.66
2016,경북대학교 ,1262.0,23.86,26.49
2016,경상국립대학교 ,807.0,21.61,22.67
2016,경성대학교 ,450.0,29.64,30.5
2016,경운대학교 ,194.0,27.39,22.6
2016,경인교육대학교 ,132.0,43.45,30.0
2016,경일대학교 ,253.0,28.08,29.21
2016,경희대학교 ,1419.0,21.49,25.52
2016,계명대학교 ,898.0,26.03,28.19
2016,고려대학교 ,1446.0,21.45,23.39
2016,고려대학교(세종) _분교,280.0,26.7,28.95
2016,고신대학교 ,307.0,17.79,17.9
2016,공주교육대학교 ,87.0,26.17,24.3
2016,광신대학교 ,50.0,28.52,23.14
2016,광운대학교 ,331.0,28.01,31.36
2016,광주가톨릭대학교 ,16.0,13.75,7.44
2016,광주과학기술원 ,157.0,15.38,16.24
2016,광주교육대학교 ,79.0,31.89,30.87
2016,광주대학교 ,259.0,29.44,30.92
2016,광주여자대학교 ,138.0,29.84,30.47
2016,국립강릉원주대학교 ,290.0,24.02,23.19
2016,국립강릉원주대학교 _제2캠퍼스,91.0,25.48,24.25
2016,국립경국대학교 ,273.0,27.68,26.84
2016,국립공주대학교 ,555.0,28.48,30.36
2016,국립군산대학교 ,344.0,26.37,24.94
2016,국립금오공과대학교 ,220.0,29.19,32.8
2016,국립목포대학교 ,314.0,28.09,28.03
2016,국립목포해양대학교 ,111.0,25.47,25.32
2016,국립부경대학교 ,599.0,30.05,34.54
2016,국립순천대학교 ,322.0,27.32,26.85
2016,국립창원대학교 ,333.0,30.82,31.43
2016,국립한국교통대학교 ,316.0,29.23,29.99
2016,국립한국해양대학교 ,271.0,25.29,28.74
2016,국립한밭대학교 ,261.0,32.53,29.34
2016,국민대학교 ,653.0,25.43,29.6
2016,극동대학교 ,151.0,30.7,28.72
2016,금강대학교 ,28.0,24.82,20.07
2016,김천대학교 ,131.0,30.14,28.79
2016,나사렛대학교 ,169.0,33.55,35.22
2016,남부대학교 ,124.0,28.48,28.29
2016,남서울대학교 ,338.0,29.93,26.38
2016,단국대학교 ,502.0,29.02,31.24
2016,단국대학교 _제2캠퍼스,659.0,17.85,19.47
2016,대구가톨릭대학교 ,654.0,22.62,24.59
2016,대구경북과학기술원 ,70.0,19.93,15.71
2016,대구교육대학교 ,91.0,33.79,33.91
2016,대구대학교 ,650.0,31.62,32.68
2016,대구예술대학교 ,47.0,39.36,30.47
2016,대구한의대학교 ,255.0,27.89,28.73
2016,대신대학교 ,27.0,31.0,21.81
2016,대전가톨릭대학교 ,12.0,24.58,11.67
2016,대전대학교 ,365.0,30.27,30.3
2016,대전신학대학교 ,10.0,41.4,33.0
2016,대진대학교 ,270.0,31.33,30.86
2016,덕성여자대학교 ,191.0,30.4,33.62
2016,동국대학교 ,672.0,24.96,28.25
2016,동국대학교(WISE) _분교,387.0,22.53,23.32
2016,동덕여자대학교 ,238.0,30.86,31.82
2016,동명대학교 ,283.0,28.87,30.95
2016,동서대학교 ,363.0,29.64,31.85
2016,동신대학교 ,281.0,26.56,28.05
2016,동아대학교 ,844.0,25.46,27.18
2016,동양대학교 ,154.0,31.38,30.04
2016,동의대학교 ,600.0,27.67,28.27
2016,루터대학교 ,17.0,29.71,26.88
2016,명지대학교 ,330.0,23.58,25.16
2016,명지대학교 _제2캠퍼스,251.0,29.39,34.82
2016,목원대학교 ,301.0,30.62,31.46
2016,목포가톨릭대학교 ,18.0,28.89,31.67
2016,배재대학교 ,321.0,30.51,31.71
2016,백석대학교 ,498.0,30.99,31.85
2016,부산가톨릭대학교 ,141.0,28.16,30.08
2016,부산교육대학교 ,81.0,36.15,35.53
2016,부산대학교 ,1350.0,23.02,24.76
2016,부산외국어대학교 ,292.0,30.12,33.17
2016,부산장신대학교 ,23.0,30.35,27.48
2016,삼육대학교 ,203.0,28.12,30.44
2016,상명대학교 ,263.0,27.11,32.44
2016,상지대학교 ,277.0,31.39,27.41
2016,서강대학교 ,434.0,30.02,29.38
2016,서경대학교 ,222.0,28.3,30.89
2016,서울과학기술대학교 ,369.0,30.83,27.99
2016,서울교육대학교 ,96.0,41.6,41.23
2016,서울기독대학교 ,32.0,33.91,26.5
2016,서울대학교 ,2248.0,13.84,15.72
2016,서울시립대학교 ,418.0,26.22,30.18
2016,서울신학대학교 ,99.0,35.82,37.14
2016,서울여자대학교 ,242.0,31.62,34.22
2016,서울장신대학교 ,37.0,27.05,27.24
2016,서울한영대학교 ,43.0,26.19,27.6
2016,서원대학교 ,236.0,30.38,31.99
2016,선문대학교 ,344.0,28.85,29.83
2016,성결대학교 ,208.0,29.1,30.17
2016,성공회대학교 ,84.0,33.49,32.11
2016,성균관대학교 ,1426.0,17.79,20.87
2016,성신여자대학교 ,332.0,31.59,32.39
2016,세명대학교 ,280.0,30.18,30.21
2016,세종대학교 ,447.0,29.14,32.28
2016,세한대학교 ,147.0,30.7,29.31
2016,송원대학교 ,122.0,26.83,21.33
2016,수원가톨릭대학교 ,12.0,39.33,18.67
2016,수원대학교 ,394.0,29.99,28.54
2016,숙명여자대학교 ,466.0,28.07,28.52
2016,순복음총회신학교 ,15.0,25.73,23.0
2016,순천향대학교 ,856.0,13.81,14.1
2016,숭실대학교 ,494.0,28.83,33.17
2016,신경주대학교 ,129.0,32.91,18.37
2016,신라대학교 ,347.0,29.0,30.34
2016,신한대학교 ,47.0,24.13,27.38
2016,신한대학교 _제2캠퍼스,157.0,21.4,25.96
2016,아신대학교 ,60.0,33.57,29.12
2016,아주대학교 ,688.0,20.67,23.57
2016,안양대학교 ,179.0,31.63,28.39
2016,안양대학교 _제2캠퍼스,17.0,32.94,26.35
2016,연세대학교 ,1648.0,18.88,22.03
2016,연세대학교(미래) _분교,373.0,18.01,21.79
2016,영남대학교 ,943.0,25.98,28.31
2016,영남신학대학교 ,33.0,31.18,25.58
2016,영산대학교 ,123.0,25.99,26.13
2016,영산대학교 _제2캠퍼스,120.0,29.92,35.2
2016,영산선학대학교 ,14.0,14.29,2.71
2016,예수대학교 ,24.0,22.83,24.13
2016,예원예술대학교 ,56.0,15.8,12.16
2016,예원예술대학교 _제2캠퍼스,18.0,28.67,30.0
2016,용인대학교 ,231.0,30.66,31.84
2016,우석대학교 ,263.0,32.16,32.97
2016,우송대학교 ,294.0,29.87,33.83
2016,울산과학기술원 ,266.0,21.19,19.36
2016,울산대학교 ,1102.0,13.2,13.8
2016,원광대학교 ,722.0,25.31,24.94
2016,위덕대학교 ,130.0,30.42,27.45
2016,유원대학교 ,137.0,32.18,28.06
2016,을지대학교 ,255.0,4.23,4.45
2016,을지대학교 _제2캠퍼스,135.0,29.54,30.7
2016,이화여자대학교 ,1001.0,23.09,24.73
2016,인제대학교 ,381.0,28.81,28.99
2016,인천가톨릭대학교 ,20.0,11.5,7.65
2016,인천가톨릭대학교 _제2캠퍼스,25.0,32.4,30.64
2016,인천대학교 ,471.0,27.11,30.64
2016,인하대학교 ,839.0,23.39,26.72
2016,장로회신학대학교 ,78.0,39.37,39.4
2016,전남대학교 ,1103.0,20.75,22.33
2016,전남대학교 _제2캠퍼스,163.0,21.98,18.33
2016,전북대학교 ,1035.0,22.53,24.28
2016,전주교육대학교 ,58.0,31.81,26.28
2016,전주대학교 ,368.0,33.08,34.46
2016,제주국제대학교 ,94.0,38.34,19.67
2016,제주대학교 ,630.0,19.48,21.28
2016,조선대학교 ,820.0,28.91,29.22
2016,중부대학교 ,298.0,31.06,30.59
2016,중앙대학교 ,881.0,24.38,28.04
2016,중앙대학교 _제2캠퍼스,160.0,36.25,41.64
2016,중앙승가대학교 ,20.0,30.75,15.3
2016,중원대학교 ,168.0,25.99,21.7
2016,진주교육대학교 ,70.0,30.54,26.97
2016,차의과학대학교 ,414.0,8.14,7.39
2016,창신대학교 ,80.0,26.15,19.43
2016,청운대학교 ,182.0,32.03,38.6
2016,청주교육대학교 ,69.0,31.49,27.8
2016,청주대학교 ,418.0,29.99,30.38
2016,초당대학교 ,108.0,31.3,27.25
2016,총신대학교 ,129.0,32.88,34.67
2016,추계예술대학교 ,49.0,32.71,30.22
2016,춘천교육대학교 ,73.0,32.12,27.85
2016,충남대학교 ,933.0,24.74,28.77
2016,충북대학교 ,756.0,22.98,25.73
2016,칼빈대학교 ,19.0,40.68,34.95
2016,평택대학교 ,150.0,31.88,32.85
2016,포항공과대학교 ,270.0,18.31,15.49
2016,한경국립대학교 ,180.0,30.82,28.43
2016,한국공학대학교 ,244.0,24.75,22.07
2016,한국과학기술원 ,622.0,21.36,22.48
2016,한국교원대학교 ,207.0,35.98,35.95
2016,한국기술교육대학교 ,182.0,23.88,26.88
2016,한국방송통신대학교 ,155.0,1540.65,826.94
2016,한국성서대학교 ,45.0,28.33,29.38
2016,한국예술종합학교 ,131.0,17.19,19.72
2016,한국외국어대학교 ,687.0,26.94,29.93
2016,한국체육대학교 ,109.0,30.29,29.72
2016,한국침례신학대학교 ,52.0,55.83,55.58
2016,한국항공대학교 ,152.0,28.98,31.61
2016,한남대학교 ,434.0,31.22,31.75
2016,한동대학교 ,144.0,26.26,31.97
2016,한라대학교 ,137.0,28.87,29.99
2016,한림대학교 ,799.0,11.03,11.72
2016,한서대학교 ,282.0,26.87,28.8
2016,한성대학교 ,260.0,29.23,30.01
2016,한세대학교 ,131.0,28.61,30.19
2016,한신대학교 ,175.0,32.76,34.18
2016,한양대학교 ,1012.0,22.3,25.83
2016,한양대학교(ERICA) _분교,386.0,24.84,28.56
2016,한일장신대학교 ,45.0,33.31,29.91
2016,협성대학교 ,158.0,32.84,30.43
2016,호남대학교 ,278.0,28.04,29.82
2016,호남신학대학교 ,38.0,38.32,31.79
2016,호서대학교 ,478.0,30.15,30.36
2016,호원대학교 ,187.0,29.25,30.92
2016,홍익대학교 ,526.0,29.18,32.11
2016,화성의과학대학교 ,49.0,24.27,16.63
2017,가야대학교(김해) ,95.0,31.25,28.53
2017,가천대학교 ,870.0,21.46,24.45
2017,가톨릭관동대학교 ,508.0,19.48,17.45
2017,가톨릭꽃동네대학교 ,22.0,27.55,23.59
2017,가톨릭대학교 ,254.0,32.44,33.36
2017,가톨릭대학교 _제2캠퍼스,880.0,3.48,3.26
2017,가톨릭대학교 _제3캠퍼스,21.0,20.86,16.1
2017,감리교신학대학교 ,26.0,68.96,72.5
2017,강남대학교 ,241.0,29.82,30.39
2017,강서대학교 ,50.0,31.26,30.38
2017,강원대학교 ,796.0,22.36,22.51
2017,강원대학교 _제2캠퍼스,207.0,32.97,30.06
2017,건국대학교 ,702.0,27.01,30.69
2017,건국대학교(글로컬) _분교,483.0,16.19,17.64
2017,건양대학교 ,149.0,27.1,28.46
2017,건양대학교 _제2캠퍼스,247.0,16.46,17.31
2017,경기대학교 ,472.0,30.44,31.89
2017,경기대학교 _제2캠퍼스,41.0,37.37,48.22
2017,경남과학기술대학교 ,181.0,31.5,30.26
2017,경남대학교 ,456.0,31.23,29.32
2017,경동대학교 ,120.0,27.57,28.33
2017,경동대학교 _제3캠퍼스,79.0,33.8,36.13
2017,경동대학교 _제4캠퍼스,47.0,25.53,27.19
2017,경북대학교 ,1270.0,23.24,25.32
2017,경상국립대학교 ,811.0,21.07,21.78
2017,경성대학교 ,451.0,28.88,29.25
2017,경운대학교 ,210.0,24.6,22.35
2017,경인교육대학교 ,129.0,44.46,30.45
2017,경일대학교 ,254.0,27.23,28.35
2017,경희대학교 ,1452.0,20.74,24.38
2017,계명대학교 ,897.0,25.58,27.28
2017,고려대학교 ,1449.0,21.52,23.45
2017,고려대학교(세종) _분교,271.0,27.3,28.59
2017,고신대학교 ,314.0,17.15,17.5
2017,공주교육대학교 ,84.0,27.11,24.95
2017,광신대학교 ,50.0,27.42,22.8
2017,광운대학교 ,329.0,27.97,30.65
2017,광주가톨릭대학교 ,15.0,14.67,8.2
2017,광주과학기술원 ,182.0,13.9,14.8
2017,광주교육대학교 ,78.0,31.22,29.47
2017,광주대학교 ,252.0,29.44,30.72
2017,광주여자대학교 ,132.0,30.34,31.02
2017,국립강릉원주대학교 ,288.0,23.64,22.62
2017,국립강릉원주대학교 _제2캠퍼스,88.0,25.83,25.08
2017,국립경국대학교 ,271.0,27.41,25.27
2017,국립공주대학교 ,552.0,28.05,29.22
2017,국립군산대학교 ,345.0,25.77,24.17
2017,국립금오공과대학교 ,225.0,27.94,30.94
2017,국립목포대학교 ,309.0,27.96,27.89
2017,국립목포해양대학교 ,110.0,26.38,25.13
2017,국립부경대학교 ,597.0,29.71,33.79
2017,국립순천대학교 ,320.0,27.08,25.68
2017,국립창원대학교 ,334.0,30.33,30.17
2017,국립한국교통대학교 ,328.0,27.51,28.01
2017,국립한국해양대학교 ,267.0,25.85,28.03
2017,국립한밭대학교 ,265.0,31.69,31.54
2017,국민대학교 ,648.0,25.42,29.47
2017,극동대학교 ,147.0,30.41,27.05
2017,금강대학교 ,30.0,22.5,18.67
2017,김천대학교 ,156.0,25.03,22.14
2017,나사렛대학교 ,193.0,28.66,30.77
2017,남부대학교 ,123.0,27.85,29.12
2017,남서울대학교 ,349.0,28.29,27.72
2017,단국대학교 ,500.0,28.98,31.0
2017,단국대학교 _제2캠퍼스,606.0,19.01,20.79
2017,대구가톨릭대학교 ,644.0,22.64,24.33
