기준년도,학교,전임교원수,1인당 학생수(정원기준),1인당 학생수(재학생기준)
2017,대구경북과학기술원 ,93.0,18.39,15.15
2017,대구교육대학교 ,90.0,32.56,33.87
2017,대구대학교 ,641.0,31.32,31.43
2017,대구예술대학교 ,45.0,41.16,29.87
2017,대구한의대학교 ,262.0,26.43,26.82
2017,대신대학교 ,24.0,34.5,26.63
2017,대전가톨릭대학교 ,11.0,26.82,11.09
2017,대전대학교 ,361.0,29.85,29.52
2017,대전신학대학교 ,9.0,46.0,31.44
2017,대진대학교 ,272.0,30.61,29.75
2017,덕성여자대학교 ,195.0,29.79,32.01
2017,동국대학교 ,716.0,23.47,26.24
2017,동국대학교(WISE) _분교,387.0,22.06,22.56
2017,동덕여자대학교 ,238.0,30.23,30.6
2017,동명대학교 ,281.0,28.36,30.2
2017,동서대학교 ,357.0,29.6,31.53
2017,동신대학교 ,281.0,25.95,27.35
2017,동아대학교 ,832.0,25.2,26.73
2017,동양대학교 ,159.0,29.89,29.3
2017,동의대학교 ,583.0,27.81,29.5
2017,루터대학교 ,21.0,23.67,20.62
2017,명지대학교 ,320.0,23.56,25.3
2017,명지대학교 _제2캠퍼스,242.0,30.48,35.74
2017,목원대학교 ,299.0,29.88,29.96
2017,목포가톨릭대학교 ,21.0,24.76,26.57
2017,배재대학교 ,324.0,29.38,28.98
2017,백석대학교 ,499.0,30.31,30.82
2017,부산가톨릭대학교 ,148.0,26.5,28.79
2017,부산교육대학교 ,81.0,34.93,34.04
2017,부산대학교 ,1349.0,22.77,24.13
2017,부산외국어대학교 ,290.0,29.45,32.33
2017,부산장신대학교 ,24.0,29.58,25.42
2017,삼육대학교 ,220.0,25.71,28.05
2017,상명대학교 ,258.0,27.23,32.4
2017,상명대학교 _제2캠퍼스,217.0,26.29,28.17
2017,상지대학교 ,275.0,30.43,25.19
2017,서강대학교 ,424.0,30.58,29.88
2017,서경대학교 ,223.0,27.98,30.87
2017,서울과학기술대학교 ,369.0,30.35,30.65
2017,서울교육대학교 ,101.0,39.54,39.2
2017,서울기독대학교 ,33.0,32.52,25.27
2017,서울대학교 ,2237.0,13.9,15.65
2017,서울시립대학교 ,420.0,25.93,29.9
2017,서울신학대학교 ,104.0,34.11,35.04
2017,서울여자대학교 ,241.0,31.18,32.6
2017,서울장신대학교 ,38.0,26.5,26.76
2017,서울한영대학교 ,42.0,26.31,26.19
2017,서원대학교 ,251.0,28.07,30.22
2017,선문대학교 ,340.0,28.49,29.37
2017,성결대학교 ,202.0,29.75,30.03
2017,성공회대학교 ,83.0,33.37,32.63
2017,성균관대학교 ,1437.0,17.53,20.31
2017,성신여자대학교 ,333.0,31.07,31.32
2017,세명대학교 ,286.0,28.8,28.52
2017,세종대학교 ,483.0,26.97,30.04
2017,세한대학교 ,146.0,30.26,29.7
2017,송원대학교 ,127.0,26.37,21.72
2017,수원가톨릭대학교 ,9.0,52.44,21.78
2017,수원대학교 ,400.0,28.29,27.13
2017,숙명여자대학교 ,459.0,28.49,28.04
2017,순복음총회신학교 ,15.0,24.87,16.47
2017,순천향대학교 ,900.0,12.98,13.24
2017,숭실대학교 ,503.0,28.31,32.77
2017,신경주대학교 ,101.0,35.88,19.37
2017,신라대학교 ,349.0,28.06,29.55
2017,신한대학교 ,42.0,34.83,38.55
2017,신한대학교 _제2캠퍼스,159.0,28.18,32.22
2017,아신대학교 ,59.0,33.69,29.19
2017,아주대학교 ,703.0,19.95,22.42
2017,안양대학교 ,185.0,30.15,28.02
2017,안양대학교 _제2캠퍼스,17.0,31.88,23.71
2017,연세대학교 ,1687.0,18.45,21.41
2017,연세대학교(미래) _분교,372.0,17.96,21.17
2017,영남대학교 ,925.0,25.98,27.8
2017,영남신학대학교 ,31.0,32.39,27.03
2017,영산대학교 ,104.0,30.37,29.37
2017,영산대학교 _제2캠퍼스,144.0,24.05,27.7
2017,영산선학대학교 ,14.0,14.29,3.29
2017,예수대학교 ,23.0,23.83,25.0
2017,예원예술대학교 ,61.0,15.48,11.61
2017,예원예술대학교 _제2캠퍼스,19.0,27.95,29.42
2017,용인대학교 ,235.0,30.04,30.57
2017,우석대학교 ,266.0,31.07,31.72
2017,우송대학교 ,332.0,25.94,30.96
2017,울산과학기술원 ,286.0,18.44,18.65
2017,울산대학교 ,1111.0,13.03,13.23
2017,원광대학교 ,753.0,24.06,23.11
2017,위덕대학교 ,131.0,29.84,27.32
2017,유원대학교 ,139.0,31.5,27.45
2017,을지대학교 ,258.0,4.22,4.29
2017,을지대학교 _제2캠퍼스,135.0,29.36,31.63
2017,이화여자대학교 ,997.0,23.02,24.77
2017,인제대학교 ,383.0,28.16,27.74
2017,인천가톨릭대학교 ,22.0,10.23,6.45
2017,인천가톨릭대학교 _제2캠퍼스,25.0,31.8,30.24
2017,인천대학교 ,462.0,27.24,30.33
2017,인하대학교 ,835.0,23.24,26.3
2017,장로회신학대학교 ,79.0,38.87,38.75
2017,전남대학교 ,1100.0,20.42,21.64
2017,전남대학교 _제2캠퍼스,167.0,20.63,17.23
2017,전북대학교 ,1043.0,21.75,23.13
2017,전주교육대학교 ,59.0,31.25,24.61
2017,전주대학교 ,380.0,31.29,32.72
2017,제주국제대학교 ,86.0,42.53,20.77
2017,제주대학교 ,636.0,18.94,20.79
2017,조선대학교 ,818.0,27.97,28.13
2017,중부대학교 ,292.0,30.76,30.27
2017,중앙대학교 ,898.0,24.05,28.35
2017,중앙대학교 _제2캠퍼스,145.0,37.29,40.77
2017,중앙승가대학교 ,19.0,32.37,16.32
2017,중원대학교 ,158.0,27.43,24.09
2017,진주교육대학교 ,72.0,29.68,26.43
2017,차의과학대학교 ,428.0,8.27,8.25
2017,창신대학교 ,82.0,26.41,21.38
2017,청운대학교 ,195.0,29.56,35.5
2017,청주교육대학교 ,69.0,29.29,25.78
2017,청주대학교 ,405.0,30.37,29.67
2017,초당대학교 ,108.0,31.14,29.18
2017,총신대학교 ,126.0,33.67,35.51
2017,추계예술대학교 ,49.0,32.73,29.67
2017,춘천교육대학교 ,77.0,30.44,25.1
2017,충남대학교 ,958.0,23.53,27.12
2017,충북대학교 ,755.0,22.53,25.29
2017,칼빈대학교 ,24.0,31.96,27.5
2017,평택대학교 ,167.0,28.14,28.61
2017,포항공과대학교 ,281.0,17.29,14.68
2017,한경국립대학교 ,183.0,30.04,30.86
2017,한국공학대학교 ,276.0,21.88,22.09
2017,한국과학기술원 ,621.0,21.52,22.28
2017,한국교원대학교 ,207.0,35.98,35.74
2017,한국기술교육대학교 ,183.0,23.4,26.51
2017,한국방송통신대학교 ,154.0,1550.65,768.78
2017,한국성서대학교 ,46.0,27.72,29.28
2017,한국예술종합학교 ,131.0,17.19,19.84
2017,한국외국어대학교 ,693.0,26.74,30.24
2017,한국체육대학교 ,112.0,29.48,29.66
2017,한국침례신학대학교 ,51.0,56.14,55.49
2017,한국항공대학교 ,163.0,26.8,29.27
2017,한남대학교 ,429.0,30.79,30.74
2017,한동대학교 ,149.0,25.21,31.32
2017,한라대학교 ,135.0,28.56,29.35
2017,한림대학교 ,803.0,10.82,11.33
2017,한서대학교 ,266.0,27.7,30.21
2017,한성대학교 ,257.0,28.95,29.08
2017,한세대학교 ,131.0,28.13,30.02
2017,한신대학교 ,170.0,33.29,33.58
2017,한양대학교 ,1005.0,23.1,25.68
2017,한양대학교(ERICA) _분교,389.0,25.08,27.69
2017,한일장신대학교 ,45.0,33.04,28.47
2017,협성대학교 ,163.0,31.08,28.4
2017,호남대학교 ,280.0,26.84,29.21
2017,호남신학대학교 ,38.0,37.66,30.32
2017,호서대학교 ,477.0,29.75,29.06
2017,호원대학교 ,178.0,29.84,32.24
2017,홍익대학교 ,533.0,28.69,31.19
2017,홍익대학교 _제2캠퍼스,214.0,27.96,29.56
2017,화성의과학대학교 ,43.0,26.93,16.4
2018,가야대학교(김해) ,95.0,30.92,28.88
2018,가천대학교 ,901.0,20.45,23.68
2018,가톨릭관동대학교 ,454.0,21.24,19.47
2018,가톨릭꽃동네대학교 ,22.0,27.0,24.32
2018,가톨릭대학교 ,256.0,31.54,32.97
2018,가톨릭대학교 _제2캠퍼스,890.0,3.3,3.02
2018,가톨릭대학교 _제3캠퍼스,21.0,21.1,16.71
2018,감리교신학대학교 ,25.0,71.72,74.36
2018,강남대학교 ,235.0,29.91,31.22
2018,강서대학교 ,43.0,35.12,35.23
2018,강원대학교 ,803.0,21.78,21.91
2018,강원대학교 _제2캠퍼스,208.0,31.88,29.57
2018,건국대학교 ,716.0,26.5,30.72
2018,건국대학교(글로컬) _분교,469.0,16.23,17.87
2018,건양대학교 ,138.0,26.41,28.17
2018,건양대학교 _제2캠퍼스,267.0,16.24,16.75
2018,경기대학교 ,518.0,27.73,28.39
2018,경기대학교 _제2캠퍼스,39.0,33.74,50.49
2018,경남과학기술대학교 ,195.0,28.57,27.92
2018,경남대학교 ,454.0,30.79,29.5
2018,경동대학교 ,89.0,27.19,29.93
2018,경동대학교 _제3캠퍼스,100.0,31.1,34.96
2018,경동대학교 _제4캠퍼스,72.0,22.36,24.79
2018,경북대학교 ,1282.0,22.55,24.38
2018,경상국립대학교 ,813.0,20.61,21.43
2018,경성대학교 ,429.0,29.64,31.0
2018,경운대학교 ,203.0,24.76,23.08
2018,경인교육대학교 ,134.0,42.8,28.12
2018,경일대학교 ,251.0,26.85,28.02
2018,경희대학교 ,1442.0,20.56,24.88
2018,계명대학교 ,917.0,24.56,26.26
2018,고려대학교 ,1431.0,21.83,23.61
2018,고려대학교(세종) _분교,262.0,27.98,28.82
2018,고신대학교 ,316.0,16.77,16.54
2018,공주교육대학교 ,85.0,26.8,24.74
2018,광신대학교 ,48.0,27.73,25.29
2018,광운대학교 ,325.0,28.09,30.18
2018,광주가톨릭대학교 ,15.0,14.67,7.67
2018,광주과학기술원 ,190.0,13.48,14.19
2018,광주교육대학교 ,76.0,32.04,28.12
2018,광주대학교 ,258.0,28.05,30.78
2018,광주여자대학교 ,136.0,28.71,29.56
2018,국립강릉원주대학교 ,288.0,22.98,22.34
2018,국립강릉원주대학교 _제2캠퍼스,84.0,26.94,26.74
2018,국립경국대학교 ,276.0,26.42,24.84
2018,국립공주대학교 ,556.0,27.27,28.39
2018,국립군산대학교 ,340.0,25.6,24.23
2018,국립금오공과대학교 ,223.0,27.59,29.84
2018,국립목포대학교 ,314.0,26.88,26.94
2018,국립목포해양대학교 ,119.0,24.89,23.63
2018,국립부경대학교 ,599.0,29.02,33.29
2018,국립순천대학교 ,320.0,26.52,25.13
2018,국립창원대학교 ,331.0,30.2,30.11
2018,국립한국교통대학교 ,333.0,26.44,27.58
2018,국립한국해양대학교 ,272.0,25.51,27.19
2018,국립한밭대학교 ,270.0,30.82,34.07
2018,국민대학교 ,627.0,26.05,30.98
2018,극동대학교 ,148.0,29.47,26.95
2018,금강대학교 ,28.0,22.86,19.79
2018,김천대학교 ,156.0,24.44,21.46
2018,나사렛대학교 ,186.0,28.97,30.75
2018,남부대학교 ,126.0,26.54,28.98
2018,남서울대학교 ,357.0,26.97,29.15
2018,단국대학교 ,493.0,29.23,31.76
2018,단국대학교 _제2캠퍼스,596.0,19.09,21.03
2018,대구가톨릭대학교 ,651.0,22.05,23.41
2018,대구경북과학기술원 ,103.0,18.14,15.94
2018,대구교육대학교 ,90.0,32.56,30.5
2018,대구대학교 ,625.0,31.28,31.17
2018,대구예술대학교 ,43.0,42.3,27.86
2018,대구한의대학교 ,258.0,26.2,28.09
2018,대신대학교 ,27.0,30.33,26.37
2018,대전가톨릭대학교 ,13.0,22.69,7.92
2018,대전대학교 ,357.0,29.22,29.29
2018,대전신학대학교 ,12.0,34.5,21.33
2018,대진대학교 ,273.0,29.76,29.73
2018,덕성여자대학교 ,196.0,29.66,31.63
2018,동국대학교 ,714.0,23.53,26.35
2018,동국대학교(WISE) _분교,369.0,22.7,23.86
2018,동덕여자대학교 ,240.0,29.35,30.47
2018,동명대학교 ,280.0,27.74,29.74
2018,동서대학교 ,363.0,28.6,30.36
2018,동신대학교 ,279.0,25.52,27.4
2018,동아대학교 ,809.0,25.32,26.93
2018,동양대학교 ,158.0,29.35,29.24
2018,동의대학교 ,577.0,27.59,29.36
2018,루터대학교 ,17.0,28.35,24.88
2018,명지대학교 ,305.0,24.0,26.46
2018,명지대학교 _제2캠퍼스,244.0,30.23,35.5
2018,목원대학교 ,291.0,29.99,30.14
2018,목포가톨릭대학교 ,21.0,24.29,24.71
2018,배재대학교 ,315.0,29.51,29.69
2018,백석대학교 ,494.0,29.96,31.03
2018,부산가톨릭대학교 ,149.0,26.0,28.33
2018,부산교육대학교 ,80.0,35.36,33.19
2018,부산대학교 ,1340.0,22.51,24.01
2018,부산외국어대학교 ,277.0,30.15,33.34
2018,부산장신대학교 ,24.0,30.0,23.58
2018,삼육대학교 ,209.0,26.64,29.85
2018,상명대학교 ,262.0,26.43,30.95
2018,상명대학교 _제2캠퍼스,215.0,25.86,28.88
2018,상지대학교 ,264.0,30.48,25.52
2018,서강대학교 ,411.0,31.37,30.39
2018,서경대학교 ,241.0,25.3,28.25
2018,서울과학기술대학교 ,376.0,29.3,32.93
2018,서울교육대학교 ,98.0,40.76,40.33
2018,서울기독대학교 ,33.0,31.42,27.61
2018,서울대학교 ,2227.0,13.9,15.49
2018,서울시립대학교 ,429.0,25.22,28.94
2018,서울신학대학교 ,103.0,33.97,35.66
2018,서울여자대학교 ,233.0,31.65,33.2
2018,서울장신대학교 ,38.0,26.13,25.53
2018,서울한영대학교 ,41.0,26.32,23.44
2018,서원대학교 ,242.0,28.6,30.17
2018,선문대학교 ,330.0,28.67,30.21
2018,성결대학교 ,182.0,32.62,32.86
2018,성공회대학교 ,90.0,30.36,29.14
2018,성균관대학교 ,1459.0,17.15,20.38
2018,성신여자대학교 ,326.0,31.24,31.4
2018,세명대학교 ,286.0,28.07,28.09
2018,세종대학교 ,519.0,25.12,28.35
2018,세한대학교 ,150.0,28.56,29.1
2018,송원대학교 ,111.0,30.17,27.19
2018,수원가톨릭대학교 ,8.0,59.0,26.38
2018,수원대학교 ,383.0,28.45,28.11
2018,숙명여자대학교 ,456.0,28.48,28.07
2018,순복음총회신학교 ,13.0,27.38,17.62
2018,순천향대학교 ,922.0,12.48,12.99
2018,숭실대학교 ,521.0,27.33,32.59
2018,신경주대학교 ,84.0,39.61,17.99
2018,신라대학교 ,334.0,28.81,31.32
2018,신한대학교 ,47.0,31.15,33.21
2018,신한대학교 _제2캠퍼스,158.0,28.35,32.08
2018,아신대학교 ,59.0,33.34,28.29
2018,아주대학교 ,714.0,19.45,22.28
2018,안양대학교 ,175.0,31.21,30.25
2018,안양대학교 _제2캠퍼스,16.0,32.75,23.69
2018,연세대학교 ,1696.0,18.4,21.25
2018,연세대학교(미래) _분교,384.0,17.26,20.45
2018,영남대학교 ,892.0,26.5,28.17
2018,영남신학대학교 ,32.0,30.69,26.72
2018,영산대학교 ,106.0,28.36,29.42
2018,영산대학교 _제2캠퍼스,141.0,24.45,30.17
2018,영산선학대학교 ,14.0,14.29,3.21
2018,예수대학교 ,22.0,24.91,27.23
2018,예원예술대학교 ,59.0,16.73,12.78
2018,예원예술대학교 _제2캠퍼스,17.0,32.12,43.59
2018,용인대학교 ,225.0,31.08,32.0
2018,우석대학교 ,285.0,28.32,28.9
2018,우송대학교 ,372.0,22.73,28.38
2018,울산과학기술원 ,277.0,17.6,18.68
2018,울산대학교 ,1131.0,12.7,12.81
2018,원광대학교 ,756.0,23.74,23.22
2018,위덕대학교 ,127.0,30.43,27.65
2018,유원대학교 ,160.0,26.68,23.98
2018,을지대학교 ,265.0,4.13,4.29
2018,을지대학교 _제2캠퍼스,140.0,27.49,29.3
2018,이화여자대학교 ,999.0,22.85,24.49
2018,인제대학교 ,383.0,27.64,26.95
2018,인천가톨릭대학교 ,23.0,9.48,5.96
2018,인천가톨릭대학교 _제2캠퍼스,24.0,32.83,31.08
2018,인천대학교 ,482.0,25.66,28.97
2018,인하대학교 ,835.0,22.98,26.27
2018,장로회신학대학교 ,79.0,38.86,37.95
2018,전남대학교 ,1099.0,20.12,21.47
2018,전남대학교 _제2캠퍼스,160.0,20.67,17.98
2018,전북대학교 ,1052.0,20.96,22.63
2018,전주교육대학교 ,57.0,32.35,25.26
2018,전주대학교 ,409.0,28.39,30.34
2018,제주국제대학교 ,77.0,46.39,21.26
2018,제주대학교 ,638.0,18.47,20.57
2018,조선대학교 ,846.0,26.09,26.7
2018,중부대학교 ,291.0,30.09,30.47
2018,중앙대학교 ,952.0,22.57,27.35
2018,중앙대학교 _제2캠퍼스,152.0,35.37,36.36
2018,중앙승가대학교 ,17.0,36.18,15.41
2018,중원대학교 ,157.0,27.11,26.55
2018,진주교육대학교 ,72.0,29.69,25.71
2018,차의과학대학교 ,437.0,8.62,8.91
2018,창신대학교 ,82.0,27.34,25.06
2018,청운대학교 ,189.0,29.83,36.67
2018,청주교육대학교 ,66.0,30.62,26.47
2018,청주대학교 ,396.0,30.27,29.19
2018,초당대학교 ,124.0,26.58,26.94
2018,총신대학교 ,122.0,34.75,35.65
2018,추계예술대학교 ,50.0,29.3,27.66
2018,춘천교육대학교 ,75.0,31.24,24.27
2018,충남대학교 ,969.0,22.7,26.35
2018,충북대학교 ,755.0,22.12,25.13
2018,칼빈대학교 ,22.0,34.5,42.23
2018,평택대학교 ,158.0,29.16,28.15
2018,포항공과대학교 ,283.0,17.68,14.62
2018,한경국립대학교 ,188.0,28.97,34.66
2018,한국공학대학교 ,279.0,21.65,23.58
2018,한국과학기술원 ,626.0,21.34,22.26
2018,한국교원대학교 ,209.0,35.64,36.29
2018,한국기술교육대학교 ,179.0,23.57,26.02
2018,한국방송통신대학교 ,153.0,1547.71,750.5
2018,한국성서대학교 ,44.0,28.64,31.41
2018,한국예술종합학교 ,132.0,17.06,20.4
2018,한국외국어대학교 ,697.0,26.6,30.68
2018,한국전통문화대학교 ,33.0,28.3,24.15
2018,한국체육대학교 ,114.0,28.57,29.04
2018,한국침례신학대학교 ,47.0,60.04,56.36
2018,한국항공대학교 ,172.0,25.03,26.9
2018,한남대학교 ,423.0,30.43,31.99
2018,한동대학교 ,151.0,24.64,30.46
2018,한라대학교 ,125.0,30.05,30.65
2018,한림대학교 ,781.0,10.96,11.2
2018,한서대학교 ,273.0,26.0,29.38
2018,한성대학교 ,256.0,28.43,29.78
2018,한세대학교 ,132.0,27.67,29.04
2018,한신대학교 ,175.0,31.74,32.5
2018,한양대학교 ,1042.0,22.06,24.89
2018,한양대학교(ERICA) _분교,386.0,25.07,27.34
2018,한일장신대학교 ,45.0,32.56,29.04
2018,협성대학교 ,158.0,31.25,29.41
2018,호남대학교 ,268.0,27.05,30.82
2018,호남신학대학교 ,37.0,38.0,31.32
2018,호서대학교 ,458.0,30.45,30.21
2018,호원대학교 ,163.0,30.81,34.31
2018,홍익대학교 ,540.0,28.11,31.47
2018,홍익대학교 _제2캠퍼스,212.0,27.45,28.94
2018,화성의과학대학교 ,36.0,30.42,18.33
2019,가야대학교(김해) ,87.0,33.74,29.54
2019,가천대학교 ,897.0,20.35,24.22
2019,가톨릭관동대학교 ,438.0,21.77,19.73
2019,가톨릭꽃동네대학교 ,24.0,24.25,22.33
2019,가톨릭대학교 ,257.0,31.34,33.15
2019,가톨릭대학교 _제2캠퍼스,884.0,3.26,2.89
2019,가톨릭대학교 _제3캠퍼스,22.0,20.36,15.86
2019,감리교신학대학교 ,25.0,71.72,75.96
2019,강남대학교 ,238.0,29.24,30.91
2019,강서대학교 ,46.0,31.67,31.63
2019,강원대학교 ,799.0,21.2,22.11
2019,강원대학교 _제2캠퍼스,207.0,31.04,29.28
2019,건국대학교 ,698.0,27.2,31.5
2019,건국대학교(글로컬) _분교,455.0,16.26,17.45
2019,건양대학교 ,139.0,25.47,26.59
2019,건양대학교 _제2캠퍼스,260.0,16.63,16.98
2019,경기대학교 ,481.0,29.72,31.62
2019,경기대학교 _제2캠퍼스,32.0,41.0,60.91
2019,경남과학기술대학교 ,197.0,27.63,27.07
2019,경남대학교 ,452.0,30.64,28.68
2019,경동대학교 ,79.0,19.87,22.34
2019,경동대학교 _제3캠퍼스,100.0,35.5,38.28
2019,경동대학교 _제4캠퍼스,77.0,26.23,27.34
2019,경북대학교 ,1312.0,21.65,23.35
2019,경상국립대학교 ,810.0,20.35,21.44
2019,경성대학교 ,429.0,29.37,30.51
2019,경운대학교 ,198.0,25.26,23.58
2019,경인교육대학교 ,132.0,43.45,26.68
2019,경일대학교 ,252.0,26.4,27.62
2019,경희대학교 ,1434.0,20.4,25.4
2019,계명대학교 ,915.0,24.35,26.5
2019,고려대학교 ,1442.0,21.7,23.37
2019,고려대학교(세종) _분교,263.0,27.46,28.25
2019,고신대학교 ,299.0,17.85,17.42
2019,공주교육대학교 ,87.0,26.18,23.78
2019,광신대학교 ,50.0,26.92,24.12
2019,광운대학교 ,319.0,28.4,31.92
2019,광주가톨릭대학교 ,16.0,14.69,7.63
2019,광주과학기술원 ,189.0,13.37,14.24
2019,광주교육대학교 ,73.0,33.37,29.05
2019,광주대학교 ,243.0,29.75,31.07
2019,광주여자대학교 ,133.0,29.36,29.59
2019,국립강릉원주대학교 ,286.0,22.66,22.42
2019,국립강릉원주대학교 _제2캠퍼스,91.0,24.85,24.99
2019,국립경국대학교 ,275.0,26.12,24.36
2019,국립공주대학교 ,561.0,26.49,28.24
2019,국립군산대학교 ,335.0,25.56,24.92
2019,국립금오공과대학교 ,229.0,26.49,28.07
2019,국립목포대학교 ,308.0,27.03,27.12
2019,국립목포해양대학교 ,122.0,24.27,22.39
2019,국립부경대학교 ,599.0,28.91,32.58
2019,국립순천대학교 ,326.0,25.13,24.72
2019,국립창원대학교 ,323.0,30.54,29.83
2019,국립한국교통대학교 ,332.0,25.92,27.15
2019,국립한국해양대학교 ,267.0,25.55,27.09
2019,국립한밭대학교 ,272.0,30.33,33.73
2019,국민대학교 ,624.0,25.89,31.76
2019,극동대학교 ,146.0,29.26,26.12
2019,금강대학교 ,21.0,28.1,19.38
2019,김천대학교 ,146.0,25.1,23.0
2019,나사렛대학교 ,174.0,30.51,31.89
2019,남부대학교 ,126.0,26.54,28.1
2019,남서울대학교 ,353.0,26.86,29.53
2019,단국대학교 ,488.0,29.35,32.47
2019,단국대학교 _제2캠퍼스,524.0,21.56,23.89
2019,대구가톨릭대학교 ,608.0,23.22,23.96
2019,대구경북과학기술원 ,112.0,19.18,16.05
2019,대구교육대학교 ,92.0,31.86,28.5
2019,대구대학교 ,613.0,31.25,31.14
2019,대구예술대학교 ,41.0,43.56,26.88
2019,대구한의대학교 ,252.0,26.77,26.96
2019,대신대학교 ,30.0,26.97,24.0
2019,대전가톨릭대학교 ,12.0,24.58,9.33
2019,대전대학교 ,349.0,29.03,29.31
2019,대전신학대학교 ,12.0,34.5,20.75
2019,대진대학교 ,263.0,30.47,30.69
2019,덕성여자대학교 ,187.0,30.8,32.17
2019,동국대학교 ,688.0,24.38,27.65
2019,동국대학교(WISE) _분교,356.0,23.26,24.44
2019,동덕여자대학교 ,231.0,30.18,31.56
2019,동명대학교 ,272.0,27.92,30.6
2019,동서대학교 ,362.0,28.24,30.17
2019,동신대학교 ,274.0,25.72,26.44
2019,동아대학교 ,774.0,26.32,27.52
2019,동양대학교 ,155.0,29.72,29.1
2019,동의대학교 ,552.0,28.84,29.89
2019,루터대학교 ,15.0,31.13,27.73
2019,명지대학교 ,294.0,24.35,26.72
2019,명지대학교 _제2캠퍼스,247.0,29.86,35.88
2019,목원대학교 ,282.0,30.49,31.21
2019,목포가톨릭대학교 ,21.0,23.81,23.81
2019,배재대학교 ,306.0,29.96,30.39
2019,백석대학교 ,493.0,29.96,30.83
2019,부산가톨릭대학교 ,145.0,26.71,28.63
2019,부산교육대학교 ,79.0,35.82,33.56
2019,부산대학교 ,1335.0,22.27,23.45
2019,부산외국어대학교 ,266.0,30.59,33.42
2019,부산장신대학교 ,23.0,29.87,21.65
2019,삼육대학교 ,204.0,26.87,29.75
2019,상명대학교 ,259.0,26.48,31.4
2019,상명대학교 _제2캠퍼스,213.0,25.7,29.39
2019,상지대학교 ,250.0,31.46,27.23
2019,서강대학교 ,413.0,31.06,30.3
2019,서경대학교 ,235.0,25.35,29.41
2019,서울과학기술대학교 ,376.0,28.97,33.96
2019,서울교육대학교 ,103.0,38.78,37.06
2019,서울기독대학교 ,33.0,30.39,24.73
2019,서울대학교 ,2260.0,13.65,15.02
2019,서울시립대학교 ,420.0,25.6,29.84
2019,서울신학대학교 ,97.0,35.67,36.84
2019,서울여자대학교 ,219.0,33.44,34.3
2019,서울장신대학교 ,37.0,26.59,26.73
2019,서울한영대학교 ,38.0,27.95,23.74
2019,서원대학교 ,235.0,29.12,29.98
2019,선문대학교 ,321.0,28.83,30.31
2019,성결대학교 ,176.0,33.4,34.06
2019,성공회대학교 ,83.0,32.78,31.35
2019,성균관대학교 ,1448.0,17.87,21.02
2019,성신여자대학교 ,316.0,31.71,31.7
2019,세명대학교 ,279.0,28.76,28.37
