기준년도,학교명,졸업자 수,진학률
2017,울산과학기술원,636,52.2
2017,울산대학교,3221,4.1
2017,원광대학교,3562,2.9
2017,위덕대학교,620,1.8
2017,유원대학교,787,1.9
2017,을지대학교,198,3.0
2017,을지대학교 _제2캠퍼스,1044,2.0
2017,이화여자대학교,3429,17.7
2017,인제대학교,2204,6.3
2017,인천가톨릭대학교,16,68.8
2017,인천가톨릭대학교 _제2캠퍼스,204,3.9
2017,인천대학교,2999,6.2
2017,인하대학교,3981,9.0
2017,장로회신학대학교,134,36.6
2017,전남대학교,3840,8.3
2017,전남대학교 _제2캠퍼스,625,5.3
2017,전북대학교,4227,8.6
2017,전주교육대학교,294,0.0
2017,전주대학교,2510,2.9
2017,제주국제대학교,304,1.6
2017,제주대학교,2018,4.2
2017,조선대학교,4470,6.2
2017,중부대학교,1608,2.1
2017,중앙대학교,3577,9.1
2017,중앙대학교 _제2캠퍼스,1786,9.8
2017,중앙승가대학교,56,25.0
2017,중원대학교,478,7.1
2017,진주교육대학교,325,0.0
2017,차의과학대학교,291,16.2
2017,창신대학교,280,1.4
2017,청운대학교,1511,1.1
2017,청주교육대학교,313,0.3
2017,청주대학교,3021,2.7
2017,초당대학교,590,0.8
2017,총신대학교,493,16.2
2017,추계예술대학교,255,6.3
2017,춘천교육대학교,335,0.0
2017,충남대학교,4158,11.1
2017,충북대학교,3397,8.8
2017,칼빈대학교,97,13.4
2017,평택대학교,886,1.1
2017,포항공과대학교,297,59.6
2017,한경국립대학교,536,3.4
2017,한국공학대학교,664,4.1
2017,한국과학기술원,793,55.7
2017,한국교원대학교,560,1.3
2017,한국기술교육대학교,912,8.0
2017,한국성서대학교,217,6.0
2017,한국예술종합학교,526,9.5
2017,한국외국어대학교,3844,6.8
2017,한국전통문화대학교,145,15.9
2017,한국체육대학교,539,3.2
2017,한국침례신학대학교,353,16.1
2017,한국항공대학교,1010,8.7
2017,한남대학교,2719,5.4
2017,한동대학교,842,16.3
2017,한라대학교,830,1.3
2017,한림대학교,1856,5.7
2017,한서대학교,1723,1.0
2017,한성대학교,1490,1.5
2017,한세대학교,587,3.4
2017,한신대학교,1139,4.7
2017,한양대학교,3673,14.5
2017,한양대학교(ERICA) _분교,2463,10.6
2017,한일장신대학교,193,14.0
2017,협성대학교,1016,5.8
2017,호남대학교,1799,2.2
2017,호남신학대학교,122,23.0
2017,호서대학교,2966,4.4
2017,호원대학교,1263,0.8
2017,홍익대학교,2737,6.8
2017,홍익대학교 _제2캠퍼스,1507,3.5
2017,화성의과학대학교,182,5.5
2016,가야대학교(김해),596,0.8
2016,가천대학교,4330,4.8
2016,가톨릭관동대학교,1990,1.4
2016,가톨릭꽃동네대학교,140,0.0
2016,가톨릭대학교,1670,8.9
2016,가톨릭대학교 _제2캠퍼스,107,0.0
2016,가톨릭대학교 _제3캠퍼스,39,51.3
2016,감리교신학대학교,219,47.5
2016,강남대학교,1723,1.3
2016,강서대학교,295,4.4
2016,강원대학교,3365,10.3
2016,강원대학교 _제2캠퍼스,1461,3.4
2016,건국대학교,3809,8.0
2016,건국대학교(글로컬) _분교,2081,6.0
2016,건양대학교,1127,3.8
2016,건양대학교 _제2캠퍼스,722,4.6
2016,경기대학교,2971,4.6
2016,경기대학교 _제2캠퍼스,476,0.4
2016,경남과학기술대학교,600,2.7
2016,경남대학교,3076,3.1
2016,경동대학교,818,0.6
2016,경동대학교 _제3캠퍼스,80,0.0
2016,경북대학교,5177,10.1
2016,경상국립대학교,3406,7.0
2016,경성대학교,3018,2.9
2016,경운대학교,585,1.7
2016,경인교육대학교 _제2캠퍼스,616,0.0
2016,경일대학교,1265,2.5
2016,경희대학교,5439,9.5
2016,계명대학교,5478,5.0
2016,고려대학교,4393,20.1
2016,고려대학교(세종) _분교,1503,11.4
2016,고신대학교,788,5.6
2016,공주교육대학교,381,1.0
2016,광신대학교,101,29.7
2016,광운대학교,2073,7.7
2016,광주가톨릭대학교,18,38.9
2016,광주과학기술원,84,92.9
2016,광주교육대학교,350,0.3
2016,광주대학교,1651,2.5
2016,광주여자대학교,963,2.1
2016,국립강릉원주대학교,1284,5.8
2016,국립강릉원주대학교 _제2캠퍼스,492,2.2
2016,국립경국대학교,1512,6.9
2016,국립공주대학교,3343,5.6
2016,국립군산대학교,1727,6.1
2016,국립금오공과대학교,1466,9.5
2016,국립목포대학교,1539,3.1
2016,국립목포해양대학교,624,1.9
2016,국립부경대학교,4008,6.1
2016,국립순천대학교,1623,4.4
2016,국립창원대학교,1982,5.2
2016,국립한국교통대학교,1713,3.6
2016,국립한국해양대학교,1629,5.3
2016,국립한밭대학교,704,4.8
2016,국민대학교,3538,8.3
2016,극동대학교,952,0.6
2016,금강대학교,68,4.4
2016,김천대학교,765,1.7
2016,나사렛대학교,1284,2.0
2016,남부대학교,671,1.8
2016,남서울대학교,833,1.4
2016,단국대학교,2845,7.3
2016,단국대학교 _제2캠퍼스,3149,6.1
2016,대구가톨릭대학교,3208,5.9
2016,대구교육대학교,395,1.0
2016,대구대학교,4557,4.2
2016,대구예술대학교,269,7.8
2016,대구한의대학교,1446,5.8
2016,대신대학교,77,32.5
2016,대전가톨릭대학교,16,81.3
2016,대전대학교,2095,3.1
2016,대전신학대학교,36,36.1
2016,대진대학교,1770,4.1
2016,덕성여자대학교,1231,7.8
2016,동국대학교,3140,8.1
2016,동국대학교(WISE) _분교,1695,5.4
2016,동덕여자대학교,1928,5.1
2016,동명대학교,2136,2.2
2016,동서대학교,2376,1.6
2016,동신대학교,1602,1.7
2016,동아대학교,4770,4.9
2016,동양대학교,905,1.7
2016,동의대학교,3755,2.3
2016,루터대학교,91,4.4
2016,명지대학교,1645,9.7
2016,명지대학교 _제2캠퍼스,1781,3.5
2016,목원대학교,1931,7.1
2016,목포가톨릭대학교,124,0.0
2016,배재대학교,2112,6.8
2016,백석대학교,3165,2.3
2016,부산가톨릭대학교,1043,1.1
2016,부산교육대학교,392,0.0
2016,부산대학교,4636,12.4
2016,부산외국어대학교,1838,2.1
2016,부산장신대학교,61,41.0
2016,삼육대학교,1348,5.1
2016,상명대학교,1615,5.8
2016,상명대학교 _제2캠퍼스,1483,2.9
2016,상지대학교,1736,2.4
2016,서강대학교,2276,15.3
2016,서경대학교,1448,3.2
2016,서울과학기술대학교,396,8.6
2016,서울교육대학교,372,0.5
2016,서울기독대학교,155,2.6
2016,서울대학교,3375,32.0
2016,서울시립대학교,2102,7.9
2016,서울신학대학교,597,12.7
2016,서울여자대학교,1825,8.7
2016,서울장신대학교,135,13.3
2016,서울한영대학교,169,10.1
2016,서원대학교,1331,2.6
2016,선문대학교,2240,2.9
2016,성결대학교,1256,4.1
2016,성공회대학교,478,1.9
2016,성균관대학교,4417,15.5
2016,성신여자대학교,2409,7.7
2016,세명대학교,2016,1.6
2016,세종대학교,2502,9.7
2016,세한대학교,643,1.6
2016,송원대학교,441,2.5
2016,수원가톨릭대학교,30,80.0
2016,수원대학교,2433,3.6
2016,숙명여자대학교,2528,9.6
2016,순복음총회신학교,35,17.1
2016,순천향대학교,2581,5.8
2016,숭실대학교,3149,7.5
2016,신경주대학교,658,0.9
2016,신라대학교,2216,3.6
2016,신한대학교 _제2캠퍼스,89,0.0
2016,아신대학교,160,20.6
2016,아주대학교,2453,12.2
2016,안양대학교,1235,4.8
2016,안양대학교 _제2캠퍼스,99,4.0
2016,연세대학교,4414,22.1
2016,연세대학교(미래) _분교,1818,11.2
2016,영남대학교,5385,6.9
2016,영남신학대학교,135,27.4
2016,영산대학교(양산) _제2캠퍼스,3,0.0
2016,영산선학대학교,19,73.7
2016,예수대학교,151,0.0
2016,예원예술대학교,113,6.2
2016,예원예술대학교 _제2캠퍼스,88,3.4
2016,용인대학교,1415,2.8
2016,우석대학교,1696,2.4
2016,우송대학교,2042,1.2
2016,울산과학기술원,509,59.1
2016,울산대학교,3144,4.4
2016,원광대학교,3606,4.3
2016,위덕대학교,705,2.0
2016,유원대학교,731,1.1
2016,을지대학교,226,2.7
2016,을지대학교 _제2캠퍼스,1188,2.0
2016,이화여자대학교,3504,17.9
2016,인제대학교,2150,6.3
2016,인천가톨릭대학교,21,81.0
2016,인천가톨릭대학교 _제2캠퍼스,160,9.4
2016,인천대학교,2980,5.5
2016,인하대학교,3830,10.2
2016,장로회신학대학교,160,31.3
2016,전남대학교,3682,8.7
2016,전남대학교 _제2캠퍼스,645,6.4
2016,전북대학교,4373,8.5
2016,전주교육대학교,308,0.0
2016,전주대학교,2402,3.4
2016,제주국제대학교,181,1.1
2016,제주대학교,2103,3.4
2016,조선대학교,4667,5.8
2016,중부대학교,1605,1.9
2016,중앙대학교,3495,8.4
2016,중앙대학교 _제2캠퍼스,1797,9.3
2016,중앙승가대학교,60,21.7
2016,중원대학교,442,8.4
2016,진주교육대학교,347,0.0
2016,차의과학대학교,263,16.3
2016,청운대학교,1432,1.2
2016,청주교육대학교,318,0.0
2016,청주대학교,2685,3.6
2016,초당대학교,561,0.5
2016,총신대학교,482,13.7
2016,추계예술대학교,288,8.3
2016,춘천교육대학교,354,0.0
2016,충남대학교,3976,12.7
2016,충북대학교,3519,10.3
2016,칼빈대학교,109,19.3
2016,평택대학교,995,2.6
2016,포항공과대학교,322,65.2
2016,한경국립대학교,237,5.5
2016,한국공학대학교,333,4.8
2016,한국과학기술원,867,64.9
2016,한국교원대학교,564,0.9
2016,한국기술교육대학교,853,7.5
2016,한국성서대학교,289,8.3
2016,한국예술종합학교,460,11.5
2016,한국외국어대학교,4177,6.4
2016,한국체육대학교,553,2.7
2016,한국침례신학대학교,364,13.5
2016,한국항공대학교,933,9.5
2016,한남대학교,2589,5.7
2016,한동대학교,845,15.9
2016,한라대학교,889,1.9
2016,한림대학교,2039,7.6
2016,한서대학교,1706,2.6
2016,한성대학교,1593,2.9
2016,한세대학교,592,5.6
2016,한신대학교,1140,5.3
2016,한양대학교,3696,14.6
2016,한양대학교(ERICA) _분교,2343,11.2
2016,한일장신대학교,200,10.5
2016,협성대학교,1046,5.4
2016,호남대학교,1555,2.1
2016,호남신학대학교,116,35.3
2016,호서대학교,2983,4.8
2016,호원대학교,1107,1.4
2016,홍익대학교,2834,6.5
2016,홍익대학교 _제2캠퍼스,1618,3.2
2016,화성의과학대학교,172,4.1
2015,가야대학교(김해),604,2.2
2015,가천대학교,4171,4.3
2015,가톨릭관동대학교,1902,2.7
2015,가톨릭꽃동네대학교,115,0.0
2015,가톨릭대학교,1531,9.8
2015,가톨릭대학교 _제2캠퍼스,115,0.0
2015,가톨릭대학교 _제3캠퍼스,66,39.4
2015,감리교신학대학교,234,41.0
2015,강남대학교,1702,2.2
2015,강서대학교,279,1.8
2015,강원대학교,3263,10.6
2015,강원대학교 _제2캠퍼스,1473,2.9
2015,건국대학교,3749,9.3
2015,건국대학교(글로컬) _분교,2124,5.0
2015,건양대학교,1047,4.0
2015,건양대학교 _제2캠퍼스,693,4.2
2015,경기대학교,2473,3.5
2015,경기대학교 _제2캠퍼스,523,1.9
2015,경남과학기술대학교,491,8.1
2015,경남대학교,3078,3.1
2015,경동대학교,655,0.8
2015,경동대학교 _제3캠퍼스,58,0.0
2015,경북대학교,5180,10.8
2015,경상국립대학교,3280,9.2
2015,경성대학교,3024,2.9
2015,경인교육대학교 _제2캠퍼스,695,0.6
2015,경일대학교,1141,3.2
2015,경희대학교,5569,9.9
2015,계명대학교,5309,4.8
2015,고려대학교,4215,22.0
2015,고려대학교(세종) _분교,1357,12.2
2015,고신대학교,798,7.9
2015,공주교육대학교,458,0.4
2015,광신대학교,111,14.4
2015,광운대학교,2428,7.5
2015,광주가톨릭대학교,19,52.6
2015,광주과학기술원,68,79.4
2015,광주교육대학교,413,1.2
2015,광주대학교,1551,4.1
2015,광주여자대학교,977,4.4
2015,국립강릉원주대학교,1362,7.6
2015,국립강릉원주대학교 _제2캠퍼스,453,3.8
2015,국립경국대학교,1547,7.2
2015,국립공주대학교,3220,6.5
2015,국립군산대학교,1596,6.4
2015,국립금오공과대학교,1339,9.1
2015,국립목포대학교,1673,5.0
2015,국립목포해양대학교,605,1.7
2015,국립부경대학교,3731,7.3
2015,국립순천대학교,1579,5.1
2015,국립창원대학교,1870,7.8
2015,국립한국교통대학교,1308,3.7
2015,국립한국해양대학교,1547,7.0
2015,국립한밭대학교,32,0.0
2015,국민대학교,3329,10.2
2015,극동대학교,924,1.3
2015,금강대학교,66,9.1
2015,김천대학교,578,2.4
2015,나사렛대학교,1282,3.5
2015,남부대학교,706,2.5
2015,남서울대학교,6,0.0
2015,단국대학교,2819,8.7
2015,단국대학교 _제2캠퍼스,2771,8.3
2015,대구가톨릭대학교,2630,6.9
2015,대구교육대학교,475,3.8
2015,대구대학교,4480,4.4
2015,대구예술대학교,289,5.9
2015,대구한의대학교,1332,4.6
2015,대신대학교,89,14.6
2015,대전가톨릭대학교,13,76.9
2015,대전대학교,2158,3.9
2015,대전신학대학교,52,17.3
2015,대진대학교,1721,5.3
2015,덕성여자대학교,1634,5.9
2015,동국대학교,2922,9.6
2015,동국대학교(WISE) _분교,1898,5.3
2015,동덕여자대학교,1724,7.5
2015,동명대학교,1809,2.9
2015,동서대학교,2311,2.3
2015,동신대학교,1351,3.3
2015,동아대학교,4946,6.1
2015,동양대학교,868,1.5
2015,동의대학교,4147,2.5
2015,루터대학교,118,12.7
2015,명지대학교,1695,11.6
2015,명지대학교 _제2캠퍼스,1668,3.3
2015,목원대학교,2041,7.1
2015,목포가톨릭대학교,144,0.0
2015,배재대학교,2190,7.3
2015,백석대학교,3022,3.3
2015,부산가톨릭대학교,1008,3.8
2015,부산교육대학교,435,0.5
2015,부산대학교,4505,14.0
2015,부산외국어대학교,1777,2.3
2015,부산장신대학교,71,28.2
2015,삼육대학교,1393,5.1
2015,상명대학교,1377,8.4
2015,상지대학교,1789,2.9
2015,서강대학교,1881,17.6
2015,서경대학교,1377,5.5
2015,전남대학교 _제2캠퍼스,158,0.6
2015,서울과학기술대학교,99,4.0
2015,서울교육대학교,409,1.0
2015,서울기독대학교,126,13.5
2015,서울대학교,3394,35.4
2015,서울시립대학교,1941,10.6
2015,서울신학대학교,497,17.1
2015,서울여자대학교,1853,7.9
2015,서울장신대학교,101,15.8
2015,서울한영대학교,166,13.9
2015,서원대학교,1420,2.4
2015,선문대학교,2016,3.8
2015,성결대학교,1129,6.3
2015,성공회대학교,512,3.3
2015,성균관대학교,4193,18.0
2015,성신여자대학교,2366,8.0
2015,세명대학교,1743,1.7
2015,세종대학교,2412,10.1
2015,세한대학교,731,4.1
2015,수원가톨릭대학교,36,66.7
2015,수원대학교,2642,4.7
2015,숙명여자대학교,2400,10.4
2015,순복음총회신학교,33,36.4
2015,순천향대학교,2694,6.9
2015,숭실대학교,2970,7.2
2015,신경주대학교,756,1.9
2015,신라대학교,2271,3.6
2015,신한대학교 _제2캠퍼스,29,0.0
2015,아신대학교,155,30.3
2015,아주대학교,2267,13.9
2015,안양대학교,1089,4.4
2015,안양대학교 _제2캠퍼스,125,1.6
2015,연세대학교,4298,20.6
2015,연세대학교(미래) _분교,1768,12.9
2015,영남대학교,5589,7.1
2015,영남신학대학교,115,34.8
2015,영산대학교(양산) _제2캠퍼스,17,0.0
2015,영산선학대학교,12,83.3
2015,예수대학교,158,0.0
2015,예원예술대학교,127,6.3
2015,예원예술대학교 _제2캠퍼스,93,4.3
2015,용인대학교,1497,3.1
2015,우석대학교,1833,2.8
2015,우송대학교,1864,1.8
2015,울산과학기술원,320,65.6
2015,울산대학교,3124,5.3
2015,원광대학교,3607,3.8
2015,위덕대학교,644,3.0
2015,유원대학교,653,2.1
2015,을지대학교,207,1.4
2015,을지대학교 _제2캠퍼스,1164,2.7
2015,이화여자대학교,3322,22.3
2015,인제대학교,2207,7.3
2015,인천가톨릭대학교,21,81.0
2015,인천가톨릭대학교 _제2캠퍼스,159,6.9
2015,인천대학교,2755,5.6
2015,인하대학교,3932,11.0
2015,장로회신학대학교,177,37.3
2015,전남대학교,3787,9.7
2015,전남대학교 _제2캠퍼스,660,7.1
2015,전북대학교,4134,10.1
2015,전주교육대학교,346,0.0
2015,전주대학교,2260,4.5
2015,제주대학교,2201,4.9
2015,조선대학교,4885,7.2
2015,중부대학교,1595,2.7
2015,중앙대학교,3070,10.1
2015,중앙대학교 _제2캠퍼스,1948,10.4
2015,중앙승가대학교,74,32.4
2015,중원대학교,238,14.7
2015,진주교육대학교,403,0.2
2015,차의과학대학교,226,19.0
2015,청운대학교,1480,1.5
2015,청주교육대학교,343,0.0
2015,청주대학교,3006,3.2
2015,초당대학교,106,0.0
2015,총신대학교,441,14.7
2015,추계예술대학교,299,6.4
2015,춘천교육대학교,392,0.3
2015,충남대학교,3904,14.3
2015,충북대학교,3320,11.8
2015,칼빈대학교,108,15.7
2015,평택대학교,897,2.0
2015,포항공과대학교,266,68.8
2015,한국공학대학교,1,100.0
2015,한국과학기술원,915,58.1
2015,한국교원대학교,598,1.3
2015,한국기술교육대학교,764,8.8
2015,한국성서대학교,300,10.3
2015,한국예술종합학교,431,12.1
2015,한국외국어대학교,3849,7.2
2015,한국체육대학교,555,5.8
2015,한국침례신학대학교,317,17.4
2015,한국항공대학교,936,10.7
2015,한남대학교,2884,6.8
2015,한동대학교,846,16.4
2015,한라대학교,760,3.0
2015,한림대학교,1941,8.6
2015,한서대학교,1811,4.0
2015,한성대학교,1616,2.0
2015,한세대학교,592,6.9
2015,한신대학교,1128,6.4
2015,한양대학교,3556,19.3
2015,한양대학교(ERICA) _분교,2115,14.8
2015,한일장신대학교,210,0.0
2015,협성대학교,1097,5.5
2015,호남대학교,1473,2.4
2015,호남신학대학교,137,26.3
2015,호서대학교,2848,5.7
2015,호원대학교,1038,1.7
2015,홍익대학교,2641,9.4
2015,화성의과학대학교,144,6.3
2014,가야대학교(김해),610,2.0
2014,가천대학교,3461,5.0
2014,가톨릭관동대학교,1762,6.0
2014,가톨릭꽃동네대학교,121,1.7
2014,가톨릭대학교,1583,8.5
2014,가톨릭대학교 _제2캠퍼스,166,0.0
2014,가톨릭대학교 _제3캠퍼스,62,50.0
2014,감리교신학대학교,189,39.2
2014,강남대학교,1654,2.1
2014,강서대학교,285,2.1
2014,강원대학교,2933,10.7
2014,강원대학교 _제2캠퍼스,1267,3.6
2014,건국대학교,3644,9.3
2014,건국대학교(글로컬) _분교,1681,6.9
2014,건양대학교,1239,3.6
2014,건양대학교 _제2캠퍼스,480,5.4
2014,경기대학교,2362,4.8
2014,경기대학교 _제2캠퍼스,540,1.7
2014,경남과학기술대학교,3,33.3
2014,경남대학교,2769,2.6
2014,경동대학교,592,3.0
2014,경북대학교,4995,10.5
2014,경상국립대학교,2987,9.1
2014,경성대학교,2611,4.0
2014,경인교육대학교 _제2캠퍼스,387,0.5
2014,경일대학교,1072,2.5
2014,경희대학교,5433,10.8
2014,계명대학교,5032,5.3
2014,고려대학교,4071,23.9
2014,고려대학교(세종) _분교,1250,14.5
2014,고신대학교,791,7.7
2014,공주교육대학교,452,0.0
2014,광신대학교,108,17.6
2014,광운대학교,1845,9.7
2014,광주가톨릭대학교,15,53.3
2014,광주과학기술원,54,94.4
2014,광주교육대학교,433,3.5
2014,광주대학교,1214,4.3
2014,광주여자대학교,970,1.5
2014,국립강릉원주대학교,1333,6.5
2014,국립강릉원주대학교 _제2캠퍼스,453,2.2
2014,국립경국대학교,1431,8.7
2014,국립공주대학교,3290,6.8
2014,국립군산대학교,1652,7.0
2014,국립금오공과대학교,1347,11.1
2014,국립목포대학교,1598,5.4
2014,국립목포해양대학교,590,1.9
2014,국립부경대학교,3834,8.2
2014,국립순천대학교,1462,6.2
2014,국립창원대학교,1662,7.2
2014,국립한국교통대학교,978,7.4
2014,국립한국해양대학교,1400,7.4
2014,국립한밭대학교,72,0.0
2014,국민대학교,3186,9.6
2014,극동대학교,982,1.6
2014,금강대학교,48,6.3
2014,김천대학교,492,1.6
2014,나사렛대학교,1201,2.2
2014,남부대학교,741,4.2
2014,단국대학교,2412,11.1
2014,대구가톨릭대학교,2462,7.0
2014,대구교육대학교,518,2.3
2014,대구대학교,4038,4.7
2014,대구예술대학교,210,5.2
2014,대구한의대학교,1214,4.9
2014,대신대학교,103,8.7
2014,대전가톨릭대학교,26,3.8
2014,대전대학교,2005,4.2
2014,대전신학대학교,31,35.5
2014,대진대학교,1672,4.2
2014,덕성여자대학교,1421,6.4
2014,동국대학교,2852,10.0
2014,동국대학교(WISE) _분교,1822,5.8
2014,동덕여자대학교,1697,5.0
2014,동명대학교,1552,3.4
2014,동서대학교,2174,2.9
2014,동신대학교,1451,2.7
2014,동아대학교,4611,5.8
2014,동양대학교,780,1.8
2014,동의대학교,3467,3.1
2014,루터대학교,116,10.3
2014,명지대학교,1484,12.1
2014,명지대학교 _제2캠퍼스,1575,4.3
2014,목원대학교,1848,7.3
2014,목포가톨릭대학교,139,0.0
2014,배재대학교,1972,6.2
2014,백석대학교,2999,3.0
2014,부산가톨릭대학교,929,2.2
2014,부산교육대학교,478,0.2
2014,부산대학교,4117,14.6
2014,부산외국어대학교,1624,2.6
2014,부산장신대학교,53,30.2
2014,삼육대학교,1225,4.7
2014,상명대학교,1445,8.2
2014,상지대학교,1715,3.7
2014,서강대학교,1777,19.0
2014,서경대학교,1259,7.1
2014,전남대학교 _제2캠퍼스,182,1.6
2014,서울과학기술대학교,124,0.8
2014,서울교육대학교,443,0.5
2014,서울기독대학교,177,11.3
2014,서울대학교,3524,34.7
2014,서울시립대학교,1708,12.1
2014,서울신학대학교,554,14.1
2014,서울여자대학교,1804,9.0
2014,서울장신대학교,133,14.3
2014,서울한영대학교,162,8.6
2014,서원대학교,1267,4.1
2014,선문대학교,1778,3.8
2014,성결대학교,1117,4.8
2014,성공회대학교,480,4.2
2014,성균관대학교,4053,17.3
2014,성신여자대학교,2359,7.4
2014,세명대학교,1751,3.2
2014,세종대학교,2384,10.9
2014,세한대학교,812,4.9
2014,수원가톨릭대학교,47,46.8
2014,수원대학교,2265,5.0
2014,숙명여자대학교,2047,11.0
2014,순복음총회신학교,77,40.3
2014,순천향대학교,2523,5.6
2014,숭실대학교,2980,8.0
2014,신경주대학교,722,1.4
2014,신라대학교,2115,4.6
2014,아신대학교,156,16.0
2014,아주대학교,2184,15.3
2014,안양대학교,942,7.2
2014,안양대학교 _제2캠퍼스,85,7.1
2014,연세대학교,4178,23.0
2014,연세대학교(미래) _분교,1582,13.1
2014,영남대학교,5131,6.9
2014,영남신학대학교,126,39.7
2014,영산대학교(양산) _제2캠퍼스,40,0.0
2014,영산선학대학교,6,66.7
2014,예수대학교,148,0.7
2014,예원예술대학교,221,2.3
2014,용인대학교,1331,2.8
2014,우석대학교,1308,4.9
2014,우송대학교,1711,2.0
2014,울산과학기술원,286,78.7
2014,울산대학교,3115,5.3
2014,원광대학교,3453,4.8
2014,위덕대학교,614,4.2
2014,유원대학교,564,2.3
2014,을지대학교,245,1.2
2014,을지대학교 _제2캠퍼스,1147,1.9
2014,이화여자대학교,3175,22.5
2014,인제대학교,1999,7.7
2014,인천가톨릭대학교,27,88.9
2014,인천가톨릭대학교 _제2캠퍼스,123,4.1
2014,인천대학교,3357,4.7
2014,인하대학교,3705,12.8
2014,장로회신학대학교,152,40.1
2014,전남대학교,3521,11.0
2014,전남대학교 _제2캠퍼스,635,4.6
2014,전북대학교,3821,11.5
2014,전주교육대학교,384,0.8
2014,전주대학교,2041,4.3
2014,제주대학교,2062,5.4
2014,조선대학교,4031,8.4
2014,중부대학교,1574,2.9
2014,중앙대학교,2751,10.9
2014,중앙대학교 _제2캠퍼스,1949,8.0
2014,중앙승가대학교,67,32.8
2014,중원대학교,111,16.2
2014,진주교육대학교,409,0.2
2014,차의과학대학교,139,7.9
2014,청운대학교,1093,0.7
2014,청주교육대학교,389,1.3
2014,청주대학교,3081,3.8
2014,초당대학교,123,0.0
2014,총신대학교,432,13.9
2014,추계예술대학교,271,7.7
2014,춘천교육대학교,426,0.7
2014,충남대학교,3667,14.0
2014,충북대학교,3081,11.3
2014,칼빈대학교,103,12.6
2014,평택대학교,849,2.2
2014,포항공과대학교,294,75.5
2014,한국과학기술원,900,62.0
2014,한국교원대학교,537,1.7
2014,한국기술교육대학교,761,8.8
2014,한국성서대학교,241,13.3
2014,한국예술종합학교,419,14.1
2014,한국외국어대학교,1714,8.5
2014,한국체육대학교,571,6.0
2014,한국침례신학대학교,353,17.8
2014,한국항공대학교,926,12.3
2014,한남대학교,2372,7.1
2014,한동대학교,792,15.5
2014,한라대학교,762,2.4
2014,한림대학교,1881,7.8
2014,한서대학교,1630,3.3
2014,한성대학교,1636,1.9
2014,한세대학교,537,4.3
2014,한신대학교,1042,7.3
2014,한양대학교,3772,15.1
2014,한양대학교(ERICA) _분교,2216,10.2
2014,한일장신대학교,274,14.2
2014,협성대학교,993,6.0
2014,호남대학교,1546,2.9
2014,호남신학대학교,113,38.9
2014,호서대학교,2666,5.0
2014,호원대학교,1109,1.6
2014,홍익대학교,2289,8.4
2014,화성의과학대학교,141,3.5
2013,가천대학교,3249,5.6
2013,가톨릭관동대학교,1455,6.3
2013,가톨릭꽃동네대학교,124,4.0
2013,가톨릭대학교,1439,10.1
2013,가톨릭대학교 _제2캠퍼스,120,0.0
2013,가톨릭대학교 _제3캠퍼스,39,51.3
2013,감리교신학대학교,220,40.5
2013,강남대학교,1697,3.2
2013,강서대학교,432,5.3
2013,강원대학교,2966,12.3
2013,강원대학교 _제2캠퍼스,1149,3.9
2013,건국대학교,3367,9.8
2013,건국대학교(글로컬) _분교,1658,7.7
2013,건양대학교,1316,3.8
2013,건양대학교 _제2캠퍼스,458,3.1
2013,경기대학교,2407,5.6
2013,경기대학교 _제2캠퍼스,479,2.5
2013,경남대학교,2863,3.4
2013,경동대학교,567,1.1
2013,경북대학교,5814,10.5
2013,경상국립대학교,3111,8.6
2013,경성대학교,2926,2.8
2013,경인교육대학교 _제2캠퍼스,401,1.0
2013,경일대학교,814,3.4
2013,경희대학교,5506,10.6
2013,계명대학교,5050,4.8
2013,고려대학교,4043,23.5
2013,고려대학교(세종) _분교,1333,11.3
2013,고신대학교,796,10.4
2013,공주교육대학교,503,0.8
2013,광신대학교,166,27.1
2013,광운대학교,1664,8.8
2013,광주가톨릭대학교,23,34.8
2013,광주교육대학교,440,1.8
2013,광주대학교,1159,4.4
