기준년도,학교명,졸업자 수,진학률
2013,광주여자대학교,988,3.4
2013,국립강릉원주대학교,1245,8.4
2013,국립강릉원주대학교 _제2캠퍼스,413,2.7
2013,국립경국대학교,1335,7.2
2013,국립공주대학교,3253,7.3
2013,국립군산대학교,1565,6.4
2013,국립금오공과대학교,1238,8.4
2013,국립목포대학교,1564,5.2
2013,국립목포해양대학교,520,1.9
2013,국립부경대학교,3566,9.3
2013,국립순천대학교,1407,6.5
2013,국립창원대학교,1739,8.2
2013,국립한국해양대학교,1445,8.1
2013,국민대학교,3099,10.9
2013,극동대학교,829,1.9
2013,금강대학교,67,4.5
2013,나사렛대학교,1207,3.2
2013,남부대학교,699,8.7
2013,단국대학교,2348,10.1
2013,대구가톨릭대학교,2503,6.4
2013,대구교육대학교,531,0.9
2013,대구대학교,4018,3.8
2013,대구예술대학교,212,4.7
2013,대구한의대학교,1325,3.9
2013,대신대학교,124,24.2
2013,대전가톨릭대학교,42,33.3
2013,대전대학교,1980,3.1
2013,대전신학대학교,22,13.6
2013,대진대학교,1777,4.2
2013,덕성여자대학교,1205,7.3
2013,동국대학교,2925,9.1
2013,동국대학교(WISE) _분교,1851,6.1
2013,동덕여자대학교,1538,7.8
2013,동명대학교,1080,3.2
2013,동서대학교,2184,2.4
2013,동신대학교,1342,1.9
2013,동아대학교,4185,6.7
2013,동양대학교,696,1.9
2013,동의대학교,3339,3.3
2013,루터대학교,101,6.9
2013,명지대학교,1549,12.7
2013,명지대학교 _제2캠퍼스,1481,5.6
2013,목원대학교,1731,10.1
2013,목포가톨릭대학교,145,0.0
2013,배재대학교,1814,8.0
2013,백석대학교,2968,3.1
2013,부산가톨릭대학교,1006,2.7
2013,부산교육대학교,512,1.2
2013,부산대학교,4339,14.0
2013,부산외국어대학교,1619,3.0
2013,부산장신대학교,72,25.0
2013,삼육대학교,1134,4.3
2013,상명대학교,1407,7.1
2013,상지대학교,1783,3.1
2013,서강대학교,1781,17.6
2013,서경대학교,1405,5.8
2013,전남대학교 _제2캠퍼스,120,0.8
2013,서울교육대학교,528,0.4
2013,서울기독대학교,146,5.5
2013,서울대학교,3465,33.2
2013,서울시립대학교,1682,10.8
2013,서울신학대학교,518,14.9
2013,서울여자대학교,1688,7.3
2013,서울장신대학교,127,15.0
2013,서울한영대학교,167,13.2
2013,서원대학교,1449,4.6
2013,선문대학교,1806,3.7
2013,성결대학교,1168,5.4
2013,성공회대학교,511,2.5
2013,성균관대학교,4095,17.0
2013,성신여자대학교,2340,6.7
2013,세명대학교,1625,2.9
2013,세종대학교,2398,10.0
2013,세한대학교,708,3.8
2013,수원가톨릭대학교,45,71.1
2013,수원대학교,2296,6.9
2013,숙명여자대학교,2058,10.5
2013,순천향대학교,2519,5.4
2013,숭실대학교,2578,8.2
2013,신경주대학교,733,1.8
2013,신라대학교,2075,2.7
2013,아신대학교,163,25.8
2013,아주대학교,2168,13.9
2013,안양대학교,1005,4.8
2013,안양대학교 _제2캠퍼스,93,5.4
2013,연세대학교,4088,23.0
2013,연세대학교(미래) _분교,1720,12.6
2013,영남대학교,5113,7.1
2013,영남신학대학교,109,39.4
2013,영산대학교(양산) _제2캠퍼스,111,0.9
2013,영산선학대학교,15,60.0
2013,예수대학교,155,0.6
2013,예원예술대학교,198,4.5
2013,용인대학교,1273,3.1
2013,우석대학교,1693,4.2
2013,우송대학교,1424,1.8
2013,울산과학기술원,175,88.0
2013,울산대학교,2909,6.8
2013,원광대학교,3451,6.4
2013,위덕대학교,536,8.2
2013,유원대학교,559,2.5
2013,을지대학교,204,1.5
2013,을지대학교 _제2캠퍼스,1240,1.8
2013,이화여자대학교,3151,19.6
2013,인제대학교,2013,8.9
2013,인천가톨릭대학교,26,80.8
2013,인천가톨릭대학교 _제2캠퍼스,93,2.2
2013,인천대학교,1586,8.5
2013,인하대학교,3941,11.8
2013,장로회신학대학교,162,30.2
2013,전남대학교,3695,10.5
2013,전남대학교 _제2캠퍼스,667,6.3
2013,전북대학교,4021,12.8
2013,전주교육대학교,415,2.2
2013,전주대학교,2231,3.8
2013,제주대학교,1943,5.1
2013,조선대학교,4208,6.6
2013,중부대학교,1466,2.0
2013,중앙대학교,2949,10.9
2013,중앙대학교 _제2캠퍼스,2074,9.0
2013,중앙승가대학교,56,41.1
2013,중원대학교,90,17.8
2013,진주교육대학교,466,0.4
2013,차의과학대학교,116,6.9
2013,청운대학교,1280,2.6
2013,청주교육대학교,420,1.4
2013,청주대학교,3071,3.7
2013,총신대학교,385,20.3
2013,추계예술대학교,305,7.5
2013,춘천교육대학교,433,1.4
2013,충남대학교,3757,14.3
2013,충북대학교,3079,11.5
2013,칼빈대학교,88,23.9
2013,평택대학교,821,2.3
2013,포항공과대학교,287,66.9
2013,한국과학기술원,838,65.6
2013,한국교원대학교,548,2.4
2013,한국기술교육대학교,669,9.7
2013,한국성서대학교,244,8.6
2013,한국예술종합학교,434,12.7
2013,한국외국어대학교,1686,7.4
2013,한국체육대학교,547,5.9
2013,한국침례신학대학교,300,16.3
2013,한국항공대학교,1016,8.2
2013,한남대학교,2358,6.9
2013,한동대학교,752,14.5
2013,한라대학교,632,2.1
2013,한림대학교,1695,7.0
2013,한서대학교,1719,3.7
2013,한성대학교,1617,2.0
2013,한세대학교,559,7.3
2013,한신대학교,1058,6.3
2013,한양대학교,3691,15.8
2013,한양대학교(ERICA) _분교,2211,12.8
2013,한일장신대학교,300,12.3
2013,협성대학교,874,6.5
2013,호남대학교,1421,2.8
2013,호남신학대학교,142,33.1
2013,호서대학교,2853,5.1
2013,호원대학교,1215,2.5
2013,홍익대학교,2404,8.7
2013,화성의과학대학교,76,3.9
2012,가천대학교,2851,4.9
2012,가톨릭관동대학교,1469,8.6
2012,가톨릭꽃동네대학교,102,3.9
2012,가톨릭대학교,1436,9.0
2012,가톨릭대학교 _제2캠퍼스,173,0.0
2012,가톨릭대학교 _제3캠퍼스,57,50.9
2012,감리교신학대학교,201,44.3
2012,강남대학교,1801,2.6
2012,강서대학교,314,7.0
2012,강원대학교,3411,10.3
2012,강원대학교 _제2캠퍼스,1055,4.0
2012,건국대학교,3102,9.6
2012,건국대학교(글로컬) _분교,1660,7.8
2012,건양대학교,1486,3.1
2012,건양대학교 _제2캠퍼스,380,4.7
2012,경기대학교,2622,4.8
2012,경기대학교 _제2캠퍼스,417,5.3
2012,경남대학교,2840,4.0
2012,경동대학교,604,1.5
2012,경북대학교,4291,12.0
2012,경기대학교 _제2캠퍼스,994,4.0
2012,경상국립대학교,3257,9.0
2012,경성대학교,2957,3.2
2012,경인교육대학교 _제2캠퍼스,405,0.7
2012,경일대학교,919,2.7
2012,경희대학교,5357,11.1
2012,계명대학교,5083,5.1
2012,고려대학교,4322,22.2
2012,고려대학교(세종) _분교,1423,11.9
2012,고신대학교,745,9.0
2012,공주교육대학교,502,2.2
2012,광신대학교,149,22.8
2012,광운대학교,1672,10.8
2012,광주가톨릭대학교,23,34.8
2012,광주교육대학교,457,2.6
2012,광주대학교,1116,3.5
2012,광주여자대학교,956,2.8
2012,국립강릉원주대학교,1313,7.4
2012,국립강릉원주대학교 _제2캠퍼스,355,2.0
2012,국립경국대학교,1457,7.3
2012,국립공주대학교,3209,7.9
2012,국립군산대학교,1599,7.8
2012,국립금오공과대학교,1385,9.0
2012,국립목포대학교,1486,4.6
2012,국립목포해양대학교,467,0.9
2012,국립부경대학교,3674,8.2
2012,국립순천대학교,1490,5.5
2012,국립창원대학교,1770,8.1
2012,국립한국해양대학교,1479,6.8
2012,국민대학교,3161,9.8
2012,극동대학교,798,1.9
2012,금강대학교,67,6.0
2012,나사렛대학교,1165,4.8
2012,남부대학교,462,7.8
2012,단국대학교,2375,8.0
2012,대구가톨릭대학교,2709,6.8
2012,대구교육대학교,523,2.3
2012,대구대학교,4143,4.4
2012,대구예술대학교,205,4.9
2012,대구한의대학교,1455,4.7
2012,대신대학교,142,17.6
2012,대전가톨릭대학교,22,95.5
2012,대전대학교,1892,3.4
2012,대진대학교,1749,5.0
2012,덕성여자대학교,1188,6.1
2012,동국대학교,2827,9.6
2012,동국대학교(WISE) _분교,1884,6.1
2012,동덕여자대학교,1597,5.3
2012,동명대학교,796,1.6
2012,동서대학교,2288,2.8
2012,동신대학교,1330,2.0
2012,동아대학교,4487,6.2
2012,동양대학교,672,1.5
2012,동의대학교,3663,3.2
2012,루터대학교,97,11.3
2012,명지대학교,1646,12.1
2012,명지대학교 _제2캠퍼스,1518,6.5
2012,목원대학교,1852,7.9
2012,목포가톨릭대학교,149,0.0
2012,배재대학교,1992,3.7
2012,백석대학교,2681,2.9
2012,부산가톨릭대학교,1066,3.4
2012,부산교육대학교,544,0.7
2012,부산대학교,4566,14.3
2012,부산외국어대학교,1851,2.1
2012,부산장신대학교,49,16.3
2012,삼육대학교,1109,6.0
2012,상명대학교,1478,5.0
2012,상지대학교,1667,3.8
2012,서강대학교,1793,16.7
2012,서경대학교,1374,5.5
2012,전남대학교 _제2캠퍼스,75,1.3
2012,서울교육대학교,498,3.2
2012,서울기독대학교,120,11.7
2012,서울대학교,3466,28.9
2012,서울시립대학교,1846,10.1
2012,서울신학대학교,514,16.0
2012,서울여자대학교,1708,6.8
2012,서울장신대학교,131,13.0
2012,서울한영대학교,152,7.9
2012,서원대학교,1368,2.2
2012,선문대학교,1712,3.5
2012,성결대학교,1225,5.7
2012,성공회대학교,496,2.8
2012,성균관대학교,4283,14.1
2012,성신여자대학교,2250,8.8
2012,세명대학교,1693,3.0
2012,세종대학교,2572,9.7
2012,세한대학교,987,3.3
2012,수원가톨릭대학교,36,69.4
2012,수원대학교,2530,5.3
2012,숙명여자대학교,2230,10.9
2012,순천향대학교,2620,4.8
2012,숭실대학교,2551,7.8
2012,신경주대학교,781,2.9
2012,신라대학교,2085,3.5
2012,아신대학교,199,25.6
2012,아주대학교,2065,14.0
2012,안양대학교,1010,5.1
2012,안양대학교 _제2캠퍼스,118,1.7
2012,연세대학교,4245,21.4
2012,연세대학교(미래) _분교,1757,12.3
2012,영남대학교,5371,7.1
2012,영남신학대학교,139,28.8
2012,영산대학교(양산) _제2캠퍼스,191,0.5
2012,영산선학대학교,12,83.3
2012,예수대학교,124,0.8
2012,예원예술대학교,211,4.3
2012,용인대학교,1403,4.0
2012,우석대학교,1742,3.2
2012,우송대학교,32,9.4
2012,울산과학기술원,1,100.0
2012,울산대학교,2823,6.9
2012,원광대학교,3439,6.6
2012,위덕대학교,565,6.4
2012,유원대학교,514,3.7
2012,을지대학교,244,2.5
2012,을지대학교 _제2캠퍼스,1195,2.3
2012,이화여자대학교,3285,22.7
2012,인제대학교,1990,8.0
2012,인천가톨릭대학교,21,85.7
2012,인천가톨릭대학교 _제2캠퍼스,66,16.7
2012,인천대학교,1475,7.1
2012,인하대학교,3981,11.5
2012,장로회신학대학교,176,32.4
2012,전남대학교,3889,9.4
2012,전남대학교 _제2캠퍼스,689,5.1
2012,전북대학교,3900,10.9
2012,전주교육대학교,392,2.3
2012,전주대학교,1777,5.2
2012,제주대학교,2018,4.0
2012,조선대학교,4803,5.8
2012,중부대학교,1464,3.1
2012,중앙대학교,3011,9.7
2012,중앙대학교 _제2캠퍼스,2158,8.3
2012,중앙승가대학교,68,26.5
2012,진주교육대학교,470,0.4
2012,차의과학대학교,136,4.4
2012,청운대학교,1319,3.6
2012,청주교육대학교,416,1.2
2012,청주대학교,3009,3.8
2012,총신대학교,435,18.6
2012,추계예술대학교,299,8.0
2012,춘천교육대학교,456,1.5
2012,충남대학교,3999,12.8
2012,충북대학교,3478,11.8
2012,칼빈대학교,104,16.3
2012,평택대학교,824,1.5
2012,포항공과대학교,303,63.7
2012,한국과학기술원,828,62.8
2012,한국교원대학교,585,2.2
2012,한국기술교육대학교,709,10.0
2012,한국성서대학교,197,18.3
2012,한국예술종합학교,465,12.7
2012,한국외국어대학교,1665,7.4
2012,한국체육대학교,558,7.2
2012,한국침례신학대학교,386,14.5
2012,한국항공대학교,953,10.8
2012,한남대학교,2519,6.7
2012,한동대학교,778,15.6
2012,한라대학교,586,2.2
2012,한림대학교,1872,6.4
2012,한서대학교,1688,2.7
2012,한성대학교,1440,3.1
2012,한세대학교,517,3.9
2012,한신대학교,1160,6.1
2012,한양대학교,3757,14.5
2012,한양대학교(ERICA) _분교,2193,12.9
2012,한일장신대학교,325,12.9
2012,협성대학교,902,8.0
2012,호남대학교,1527,2.9
2012,호남신학대학교,142,41.5
2012,호서대학교,2706,5.3
2012,호원대학교,1053,1.5
2012,홍익대학교,2328,8.5
2012,화성의과학대학교,37,0.0
2011,가천대학교,2441,5.8
2011,가톨릭관동대학교,1591,3.2
2011,가톨릭꽃동네대학교,113,0.0
2011,가톨릭대학교,1498,7.9
2011,가톨릭대학교 _제2캠퍼스,190,0.5
2011,가톨릭대학교 _제3캠퍼스,62,48.4
2011,감리교신학대학교,194,39.7
2011,강남대학교,1609,2.2
2011,강서대학교,259,4.6
2011,강원대학교,3187,11.3
2011,강원대학교 _제2캠퍼스,1043,2.8
2011,건국대학교,3007,10.6
2011,건국대학교(글로컬) _분교,1624,5.7
2011,건양대학교,1531,3.9
2011,건양대학교 _제2캠퍼스,370,2.2
2011,경기대학교,2570,4.5
2011,경기대학교 _제2캠퍼스,459,2.8
2011,경남대학교,2991,3.3
2011,경동대학교,499,1.6
2011,경북대학교,4360,12.1
2011,경기대학교 _제2캠퍼스,798,2.9
2011,경상국립대학교,3147,7.8
2011,경성대학교,2859,4.7
2011,경인교육대학교 _제2캠퍼스,438,0.2
2011,경일대학교,859,3.0
2011,경희대학교,2749,8.0
2011,계명대학교,4897,5.7
2011,고려대학교,4275,21.7
2011,고려대학교(세종) _분교,1492,11.0
2011,고신대학교,758,8.2
2011,공주교육대학교,503,2.4
2011,광신대학교,114,28.1
2011,광운대학교,1751,10.1
2011,광주가톨릭대학교,34,35.3
2011,광주교육대학교,475,2.9
2011,광주대학교,1038,3.4
2011,광주여자대학교,890,2.8
2011,국립강릉원주대학교,1358,5.5
2011,국립강릉원주대학교 _제2캠퍼스,416,2.4
2011,국립경국대학교,1489,7.1
2011,국립공주대학교,3143,7.1
2011,국립군산대학교,1557,6.9
2011,국립금오공과대학교,1480,9.5
2011,국립목포대학교,1482,4.9
2011,국립목포해양대학교,596,2.5
2011,국립부경대학교,3696,7.8
2011,국립순천대학교,1600,4.6
2011,국립창원대학교,1707,8.4
2011,국립한국해양대학교,1503,7.0
2011,국민대학교,3086,9.5
2011,극동대학교,715,2.5
2011,금강대학교,53,13.2
2011,나사렛대학교,1028,2.4
2011,남부대학교,483,5.4
2011,단국대학교,2379,6.6
2011,대구가톨릭대학교,2502,6.2
2011,대구교육대학교,560,0.9
2011,대구대학교,4045,4.1
2011,대구예술대학교,198,10.1
2011,대구한의대학교,1390,3.5
2011,대신대학교,135,12.6
2011,대전가톨릭대학교,29,79.3
2011,대전대학교,1894,3.1
2011,대진대학교,1589,5.9
2011,덕성여자대학교,1166,5.5
2011,동국대학교,2944,9.4
2011,동국대학교(WISE) _분교,1884,4.5
2011,동덕여자대학교,1582,5.7
2011,동명대학교,667,2.7
2011,동서대학교,2169,2.6
2011,동신대학교,1414,2.8
2011,동아대학교,4397,6.6
2011,동양대학교,678,2.4
2011,동의대학교,3533,3.8
2011,루터대학교,95,8.4
2011,명지대학교,1516,10.5
2011,명지대학교 _제2캠퍼스,1404,5.0
2011,목원대학교,1831,7.5
2011,목포가톨릭대학교,153,0.0
2011,배재대학교,1915,3.7
2011,백석대학교,2627,3.7
2011,부산가톨릭대학교,926,3.5
2011,부산교육대학교,570,0.2
2011,부산대학교,4491,12.8
2011,부산외국어대학교,1835,2.8
2011,부산장신대학교,72,18.1
2011,삼육대학교,1044,5.8
2011,상명대학교,1393,6.2
2011,상지대학교,1643,3.5
2011,서강대학교,1737,17.5
2011,서경대학교,1349,6.1
2011,전남대학교 _제2캠퍼스,123,4.1
2011,서울교육대학교,551,2.2
2011,서울기독대학교,145,11.0
2011,서울대학교,3745,31.1
2011,서울시립대학교,1622,9.6
2011,서울신학대학교,523,17.4
2011,서울여자대학교,1738,8.9
2011,서울장신대학교,103,10.7
2011,서울한영대학교,173,8.1
2011,서원대학교,1367,2.6
2011,선문대학교,1605,4.1
2011,성결대학교,1106,5.7
2011,성공회대학교,492,3.3
2011,성균관대학교,4261,14.2
2011,성신여자대학교,2238,8.5
2011,세명대학교,1640,2.8
2011,세종대학교,2431,10.7
2011,세한대학교,956,1.2
2011,수원가톨릭대학교,41,63.4
2011,수원대학교,2591,6.3
2011,숙명여자대학교,2062,10.4
2011,순천향대학교,2484,6.2
2011,숭실대학교,2546,9.2
2011,신경주대학교,918,1.9
2011,신라대학교,1957,3.5
2011,아신대학교,250,27.2
2011,아주대학교,2005,13.7
2011,안양대학교,1080,4.9
2011,안양대학교 _제2캠퍼스,83,3.6
2011,연세대학교,4212,21.4
2011,연세대학교(미래) _분교,1705,11.8
2011,영남대학교,5245,6.8
2011,영남신학대학교,128,28.1
2011,영산대학교(양산) _제2캠퍼스,312,0.6
2011,영산선학대학교,9,77.8
2011,예수대학교,133,0.8
2011,예원예술대학교,297,2.4
2011,용인대학교,1372,4.7
2011,우석대학교,1722,2.8
2011,우송대학교,22,0.0
2011,울산대학교,2930,7.2
2011,원광대학교,3713,4.6
2011,위덕대학교,501,6.2
2011,유원대학교,558,2.3
2011,을지대학교,214,0.9
2011,을지대학교 _제2캠퍼스,1011,1.6
2011,이화여자대학교,3324,20.7
2011,인제대학교,2017,7.9
2011,인천가톨릭대학교,27,63.0
2011,인천가톨릭대학교 _제2캠퍼스,48,29.2
2011,인천대학교,1460,7.3
2011,인하대학교,3932,11.7
2011,장로회신학대학교,147,40.1
2011,전남대학교,3675,10.6
2011,전남대학교 _제2캠퍼스,701,7.1
2011,전북대학교,3904,9.1
2011,전주교육대학교,416,1.0
2011,전주대학교,2194,3.7
2011,제주대학교,2000,6.0
2011,조선대학교,4770,5.2
2011,중부대학교,1446,2.7
2011,중앙대학교,2996,10.4
2011,중앙승가대학교,89,30.3
2011,진주교육대학교,486,1.0
2011,차의과학대학교,124,7.3
2011,청운대학교,1085,1.8
2011,청주교육대학교,421,0.7
2011,청주대학교,3041,4.0
2011,총신대학교,357,19.0
2011,추계예술대학교,301,11.0
2011,춘천교육대학교,539,3.0
2011,충남대학교,4138,13.2
2011,충북대학교,3350,11.3
2011,칼빈대학교,93,32.3
2011,평택대학교,809,3.0
2011,포항공과대학교,308,65.6
2011,한국과학기술원,771,65.1
2011,한국교원대학교,532,1.5
2011,한국기술교육대학교,773,10.0
2011,한국성서대학교,206,10.7
2011,한국예술종합학교,415,2.4
2011,한국외국어대학교,1628,8.5
2011,한국체육대학교,534,7.7
2011,한국침례신학대학교,365,14.2
2011,한국항공대학교,1034,9.3
2011,한남대학교,2300,6.8
2011,한동대학교,772,16.7
2011,한라대학교,559,2.3
2011,한림대학교,1572,7.1
2011,한서대학교,1573,2.2
2011,한성대학교,1454,2.8
2011,한세대학교,536,8.6
2011,한신대학교,1099,8.7
2011,한양대학교,3712,15.7
2011,한양대학교(ERICA) _분교,2119,12.7
2011,한일장신대학교,338,6.5
2011,협성대학교,848,7.3
2011,호남대학교,1616,3.3
2011,호남신학대학교,156,35.3
2011,호서대학교,2528,6.6
2011,호원대학교,1315,1.4
2011,홍익대학교,2386,8.3
2011,화성의과학대학교,19,0.0
2010,가천대학교,1846,6.5
2010,가톨릭관동대학교,1613,2.3
2010,가톨릭꽃동네대학교,155,1.3
2010,가톨릭대학교,1502,8.6
2010,가톨릭대학교 _제2캠퍼스,182,0.0
2010,가톨릭대학교 _제3캠퍼스,46,63.0
2010,감리교신학대학교,196,26.0
2010,강남대학교,1549,3.2
2010,강서대학교,291,3.8
2010,강원대학교,2847,13.6
2010,강원대학교 _제2캠퍼스,932,3.3
2010,건국대학교,2950,10.5
2010,건국대학교(글로컬) _분교,1705,6.6
2010,건양대학교,1382,3.5
2010,건양대학교 _제2캠퍼스,293,3.1
2010,경기대학교,2487,3.7
2010,경기대학교 _제2캠퍼스,464,1.9
2010,경남대학교,2967,2.6
2010,경동대학교,481,2.5
2010,경북대학교,4061,13.2
2010,경기대학교 _제2캠퍼스,1191,2.5
2010,경상국립대학교,3051,9.0
2010,경성대학교,2631,4.1
2010,경인교육대학교 _제2캠퍼스,462,0.4
2010,경일대학교,837,3.7
2010,경희대학교,2792,10.1
2010,계명대학교,4643,5.3
2010,고려대학교,4013,23.6
2010,고려대학교(세종) _분교,1235,13.4
2010,고신대학교,721,7.6
2010,공주교육대학교,546,2.7
2010,광신대학교,107,15.9
2010,광운대학교,1582,11.1
2010,광주가톨릭대학교,31,61.3
2010,광주교육대학교,516,1.4
2010,광주대학교,907,4.9
2010,광주여자대학교,648,4.0
2010,국립강릉원주대학교,1460,5.3
2010,국립경국대학교,1489,7.1
2010,국립공주대학교,3234,6.8
2010,국립군산대학교,1649,7.4
2010,국립금오공과대학교,1224,12.3
2010,국립목포대학교,1593,4.7
2010,국립목포해양대학교,635,2.2
2010,국립부경대학교,3613,8.6
2010,국립순천대학교,1639,5.3
2010,국립창원대학교,1727,8.7
2010,국립한국교통대학교,2278,3.8
2010,국립한국해양대학교,1362,9.4
2010,국민대학교,2889,9.7
2010,극동대학교,637,2.7
2010,금강대학교,37,8.1
2010,나사렛대학교,1089,3.8
2010,남부대학교,442,7.5
2010,단국대학교,2241,7.7
2010,대구가톨릭대학교,2435,5.9
2010,가톨릭대학교 _제2캠퍼스,19,89.5
2010,가톨릭대학교 _제3캠퍼스,46,0.0
2010,대구교육대학교,615,2.0
2010,대구대학교,3949,4.0
2010,대구예술대학교,212,4.7
2010,대구한의대학교,1287,1.6
2010,대신대학교,154,8.4
2010,대전가톨릭대학교,13,76.9
2010,대전대학교,1866,3.4
2010,대진대학교,1458,6.5
2010,덕성여자대학교,1242,7.4
2010,동국대학교,2425,9.6
2010,동국대학교(WISE) _분교,2009,3.9
2010,동덕여자대학교,1549,7.6
2010,동명대학교,510,2.7
2010,동서대학교,2077,3.7
2010,동신대학교,1317,3.0
2010,동아대학교,4299,7.6
2010,동양대학교,680,2.4
2010,동의대학교,3198,4.2
2010,루터대학교,33,9.1
2010,명지대학교,1369,13.4
2010,명지대학교 _제2캠퍼스,1284,4.3
2010,목원대학교,1837,3.3
2010,목포가톨릭대학교,148,0.7
2010,배재대학교,1793,5.2
2010,백석대학교,2517,3.1
2010,부산가톨릭대학교,932,4.0
2010,부산교육대학교,591,0.0
2010,부산대학교,4344,14.1
2010,부산외국어대학교,1554,2.1
2010,부산장신대학교,77,16.9
2010,삼육대학교,875,7.3
2010,상명대학교,1426,6.2
2010,상지대학교,1567,5.4
2010,서강대학교,1638,19.7
2010,서경대학교,1296,5.7
2010,전남대학교 _제2캠퍼스,84,0.0
2010,서울교육대학교,551,0.0
2010,서울기독대학교,124,15.3
2010,서울대학교,3683,28.7
2010,서울시립대학교,1595,10.7
2010,서울신학대학교,533,10.7
2010,서울여자대학교,1546,9.1
2010,서울장신대학교,115,6.1
2010,서울한영대학교,170,11.8
2010,서원대학교,1382,2.3
2010,선문대학교,1531,5.3
2010,성결대학교,1152,5.7
2010,성공회대학교,444,5.0
2010,성균관대학교,4101,14.9
2010,성신여자대학교,2153,10.7
2010,세명대학교,1732,3.3
2010,세종대학교,2305,10.9
2010,세한대학교,798,1.3
2010,수원가톨릭대학교,33,87.9
2010,수원대학교,2337,7.0
2010,숙명여자대학교,2019,12.4
2010,순천향대학교,2227,6.2
2010,숭실대학교,2336,10.3
2010,신경주대학교,873,1.5
2010,신라대학교,1876,3.4
2010,아신대학교,227,24.7
2010,아주대학교,1803,19.4
2010,안양대학교,996,5.2
2010,안양대학교 _제2캠퍼스,89,4.5
2010,연세대학교,4001,22.2
2010,연세대학교(미래) _분교,1760,11.4
2010,영남대학교,5211,6.5
2010,영남신학대학교,122,23.0
2010,영산대학교(양산) _제2캠퍼스,470,0.4
2010,영산선학대학교,10,50.0
2010,예수대학교,137,0.0
2010,예원예술대학교,157,8.3
2010,용인대학교,1494,3.3
2010,우석대학교,1625,3.7
2010,우송대학교,1439,1.3
2010,울산대학교,2771,8.1
2010,원광대학교,3591,7.5
2010,위덕대학교,572,3.5
2010,유원대학교,450,2.9
2010,을지대학교,244,0.0
2010,을지대학교 _제2캠퍼스,193,0.0
2010,이화여자대학교,3529,18.6
2010,인제대학교,2024,9.9
2010,인천가톨릭대학교,68,63.2
2010,인천대학교,1415,7.9
2010,인하대학교,4011,12.5
2010,장로회신학대학교,152,34.9
2010,전남대학교,3632,9.4
2010,전남대학교 _제2캠퍼스,752,5.6
2010,전북대학교,3597,10.2
2010,전주교육대학교,429,2.1
2010,전주대학교,2110,3.5
2010,제주대학교,2043,5.5
2010,조선대학교,4610,5.9
2010,중부대학교,1298,2.7
2010,중앙대학교,2787,10.3
2010,중앙승가대학교,69,29.0
2010,진주교육대학교,547,2.4
2010,차의과학대학교,131,1.5
2010,청운대학교,1159,1.4
2010,청주교육대학교,463,1.1
2010,청주대학교,2834,3.4
2010,총신대학교,333,21.9
2010,추계예술대학교,265,10.2
2010,춘천교육대학교,551,1.1
2010,충남대학교,4020,13.0
2010,충북대학교,3168,11.2
2010,칼빈대학교,92,29.3
2010,평택대학교,768,3.0
2010,포항공과대학교,327,70.6
2010,한국과학기술원,738,67.5
2010,한국교원대학교,512,0.6
2010,한국기술교육대학교,662,10.7
2010,한국성서대학교,212,14.6
2010,한국예술종합학교,434,13.4
2010,한국외국어대학교,1614,8.9
2010,한국체육대학교,515,8.2
2010,한국침례신학대학교,315,13.0
2010,한국항공대학교,915,12.2
2010,한남대학교,2323,7.9
2010,한동대학교,627,20.1
2010,한라대학교,429,3.3
2010,한림대학교,1487,9.1
2010,한서대학교,1496,3.5
2010,한성대학교,1392,4.0
2010,한세대학교,493,7.1
2010,한신대학교,1010,9.6
2010,한양대학교,3564,16.2
2010,한양대학교(ERICA) _분교,1968,15.4
2010,한일장신대학교,312,13.1
2010,협성대학교,906,8.2
2010,호남대학교,1443,3.4
2010,호남신학대학교,173,28.3
2010,호서대학교,2350,6.9
2010,호원대학교,1482,2.5
2010,홍익대학교,2250,10.3
2010,화성의과학대학교,5,0.0
