기준년도,학교,정원내 신입생 충원율(%),경쟁률
2012,호서대학교 ,99.7,8.2
2012,호원대학교 ,82.6,10.7
2012,홍익대학교 ,99.6,14.4
2012,화성의과학대학교 ,100.0,9.3
2013,가천대학교 ,100.2,18.7
2013,가톨릭관동대학교 ,99.7,5.3
2013,가톨릭꽃동네대학교 ,100.0,3.8
2013,가톨릭대학교 ,99.7,18.7
2013,가톨릭대학교 _제2캠퍼스,100.0,18.6
2013,가톨릭대학교 _제3캠퍼스,71.3,1.2
2013,감리교신학대학교 ,100.0,2.6
2013,강남대학교 ,99.6,11.9
2013,강서대학교 ,100.0,5.7
2013,강원대학교 ,99.8,6.3
2013,강원대학교 _제2캠퍼스,99.8,4.3
2013,건국대학교 ,99.6,14.7
2013,건국대학교(글로컬) _분교,99.6,7.8
2013,건양대학교 ,99.7,5.6
2013,건양대학교 _제2캠퍼스,100.0,7.2
2013,경기대학교 ,99.5,11.7
2013,경기대학교 _제2캠퍼스,98.7,14.9
2013,경남대학교 ,99.6,4.4
2013,경동대학교 ,97.5,4.7
2013,경동대학교 _제3캠퍼스,100.2,6.0
2013,경북대학교 ,99.6,9.1
2013,경상국립대학교 ,100.0,6.1
2013,경성대학교 ,100.3,6.3
2013,경운대학교 ,98.8,5.1
2013,경인교육대학교 ,100.0,3.4
2013,경일대학교 ,98.5,3.6
2013,경희대학교 ,99.8,16.0
2013,계명대학교 ,99.6,7.1
2013,고려대학교 ,99.9,20.0
2013,고려대학교(세종) _분교,98.6,8.9
2013,고신대학교 ,100.0,4.2
2013,공주교육대학교 ,100.0,4.8
2013,광신대학교 ,98.4,1.5
2013,광운대학교 ,99.8,12.3
2013,광주가톨릭대학교 ,60.0,0.6
2013,광주과학기술원 ,98.2,10.3
2013,광주교육대학교 ,100.3,4.0
2013,광주대학교 ,100.0,3.6
2013,광주여자대학교 ,98.8,4.7
2013,국립강릉원주대학교 ,99.8,4.1
2013,국립강릉원주대학교 _제2캠퍼스,99.8,4.9
2013,국립경국대학교 ,99.4,5.3
2013,국립공주대학교 ,99.5,6.1
2013,국립군산대학교 ,100.0,6.3
2013,국립금오공과대학교 ,99.9,6.0
2013,국립목포대학교 ,100.0,5.8
2013,국립목포해양대학교 ,99.7,6.2
2013,국립부경대학교 ,99.9,6.0
2013,국립순천대학교 ,99.9,5.0
2013,국립창원대학교 ,99.9,7.2
2013,국립한국교통대학교 ,99.5,7.2
2013,국립한국해양대학교 ,99.9,7.5
2013,국립한밭대학교 ,99.7,5.6
2013,국민대학교 ,99.8,13.6
2013,극동대학교 ,99.9,9.0
2013,금강대학교 ,86.3,2.2
2013,김천대학교 ,98.7,3.5
2013,나사렛대학교 ,99.8,5.4
2013,남부대학교 ,99.3,5.2
2013,남서울대학교 ,100.0,6.0
2013,단국대학교 ,99.7,11.5
2013,대구가톨릭대학교 ,99.8,6.3
2013,대구교육대학교 ,100.0,4.1
2013,대구대학교 ,99.9,6.6
2013,대구예술대학교 ,96.8,3.4
2013,대구한의대학교 ,99.9,4.5
2013,대신대학교 ,78.4,1.4
2013,대전가톨릭대학교 ,30.0,0.3
2013,대전대학교 ,99.9,6.6
2013,대전신학대학교 ,90.2,1.6
2013,대진대학교 ,99.3,8.4
2013,덕성여자대학교 ,98.9,7.4
2013,동국대학교 ,99.7,13.9
2013,동국대학교(WISE) _분교,100.0,4.8
2013,동덕여자대학교 ,99.4,12.4
2013,동명대학교 ,100.1,5.5
2013,동서대학교 ,100.0,9.0
2013,동신대학교 ,100.0,4.4
2013,동아대학교 ,99.6,6.4
2013,동양대학교 ,100.0,3.8
2013,동의대학교 ,100.0,7.5
2013,디지털서울문화예술대학교 ,75.0,1.6
2013,루터대학교 ,100.0,4.2
2013,명지대학교 ,99.9,12.7
2013,명지대학교 _제2캠퍼스,99.8,16.4
2013,목원대학교 ,99.7,5.0
2013,목포가톨릭대학교 ,100.0,4.2
2013,배재대학교 ,99.4,4.4
2013,백석대학교 ,100.0,7.3
2013,부산가톨릭대학교 ,99.9,6.3
2013,부산교육대학교 ,99.7,5.6
2013,부산대학교 ,100.1,6.3
2013,부산디지털대학교 ,94.3,1.3
2013,부산외국어대학교 ,99.9,5.3
2013,부산장신대학교 ,100.0,3.1
2013,삼육대학교 ,98.9,8.4
2013,상명대학교 ,99.4,13.7
2013,상지대학교 ,99.8,4.9
2013,서강대학교 ,99.8,23.4
2013,서경대학교 ,99.2,11.3
2013,서울과학기술대학교 ,99.9,8.0
2013,서울교육대학교 ,99.7,4.1
2013,서울기독대학교 ,100.0,2.1
2013,서울대학교 ,99.8,7.5
2013,서울디지털대학교 ,70.8,1.5
2013,서울시립대학교 ,99.3,21.0
2013,서울신학대학교 ,99.4,5.4
2013,서울여자대학교 ,99.1,11.2
2013,서울장신대학교 ,100.0,2.6
2013,서울한영대학교 ,100.0,2.3
2013,서원대학교 ,99.9,4.9
2013,선문대학교 ,99.9,6.1
2013,성결대학교 ,100.0,13.6
2013,성공회대학교 ,97.8,6.1
2013,성균관대학교 ,99.9,23.6
2013,성신여자대학교 ,99.7,14.0
2013,세명대학교 ,99.5,5.3
2013,세종대학교 ,99.2,10.4
2013,세한대학교 ,100.0,3.6
2013,송원대학교 ,98.6,4.5
2013,수원가톨릭대학교 ,38.9,0.7
2013,수원대학교 ,100.0,13.6
2013,숙명여자대학교 ,99.8,12.5
2013,순복음총회신학교 ,88.0,1.1
2013,순천향대학교 ,99.9,8.0
2013,숭실대학교 ,99.1,14.2
2013,신경주대학교 ,40.6,1.8
2013,신라대학교 ,100.1,5.8
2013,아신대학교 ,92.1,1.8
2013,아주대학교 ,100.2,12.6
2013,안양대학교 ,99.5,8.5
2013,안양대학교 _제2캠퍼스,98.6,5.3
2013,연세대학교 ,99.8,16.0
2013,연세대학교(미래) _분교,99.3,9.0
2013,영남대학교 ,99.1,6.4
2013,영남신학대학교 ,96.4,1.4
2013,영산대학교 ,100.5,4.3
2013,영산대학교 _제2캠퍼스,99.9,5.3
2013,예수대학교 ,100.0,4.1
2013,예원예술대학교 ,101.6,4.5
2013,용인대학교 ,99.3,11.1
2013,우석대학교 ,99.6,3.9
2013,우송대학교 ,100.0,6.9
2013,울산과학기술원 ,100.0,4.2
2013,울산대학교 ,99.9,6.1
2013,원광대학교 ,99.1,4.2
2013,원광디지털대학교 ,69.4,1.0
2013,위덕대학교 ,87.2,2.5
2013,유원대학교 ,99.5,5.4
2013,을지대학교 ,99.3,8.9
2013,을지대학교 _제2캠퍼스,99.4,16.2
2013,이화여자대학교 ,99.9,8.1
2013,인제대학교 ,99.5,5.7
2013,인천가톨릭대학교 ,66.7,1.0
2013,인천가톨릭대학교 _제2캠퍼스,100.0,5.1
2013,인천대학교 ,99.7,6.2
2013,인하대학교 ,99.6,11.6
2013,장로회신학대학교 ,100.0,3.9
2013,전남대학교 ,99.6,4.9
2013,전남대학교 _제2캠퍼스,99.1,4.5
2013,전북대학교 ,99.9,6.1
2013,전주교육대학교 ,99.7,3.9
2013,전주대학교 ,100.3,4.4
2013,정석대학 ,80.0,0.8
2013,제주국제대학교 ,52.4,1.4
2013,제주대학교 ,100.0,4.1
2013,조선대학교 ,99.9,3.7
2013,중부대학교 ,100.1,6.4
2013,중앙대학교 ,99.4,23.2
2013,중앙대학교 _제2캠퍼스,99.9,10.3
2013,중앙승가대학교 ,48.3,0.6
2013,중원대학교 ,94.0,3.7
2013,진주교육대학교 ,99.7,5.8
2013,차의과학대학교 ,99.0,4.6
2013,창신대학교 ,94.5,4.0
2013,청운대학교 ,99.6,15.3
2013,청주교육대학교 ,100.0,6.0
2013,청주대학교 ,99.7,6.3
2013,초당대학교 ,100.0,4.5
2013,총신대학교 ,99.7,4.2
2013,추계예술대학교 ,100.0,8.5
2013,춘천교육대학교 ,99.7,4.0
2013,충남대학교 ,99.9,6.7
2013,충북대학교 ,99.8,6.8
2013,칼빈대학교 ,89.6,2.5
2013,평택대학교 ,100.8,9.9
2013,포항공과대학교 ,99.1,5.8
2013,한경국립대학교 ,99.1,7.6
2013,한국공학대학교 ,99.6,8.4
2013,한국과학기술원 ,81.2,4.2
2013,한국교원대학교 ,99.3,5.3
2013,한국기술교육대학교 ,100.0,8.3
2013,한국방송통신대학교 ,48.3,0.6
2013,한국성서대학교 ,101.3,7.0
2013,한국예술종합학교 ,91.8,19.9
2013,한국외국어대학교 ,99.9,15.7
2013,한국체육대학교 ,100.0,3.3
2013,한국침례신학대학교 ,100.0,2.1
2013,한국항공대학교 ,100.1,9.2
2013,한남대학교 ,99.7,4.0
2013,한동대학교 ,100.1,5.0
2013,한라대학교 ,100.0,4.8
2013,한림대학교 ,99.9,6.5
2013,한서대학교 ,100.0,9.0
2013,한성대학교 ,98.4,12.5
2013,한세대학교 ,98.3,10.1
2013,한신대학교 ,100.0,11.8
2013,한양대학교 ,99.7,25.7
2013,한양대학교(ERICA) _분교,99.7,12.5
2013,한일장신대학교 ,76.0,1.2
2013,협성대학교 ,99.8,11.1
2013,호남대학교 ,100.0,4.0
2013,호남신학대학교 ,100.0,1.9
2013,호서대학교 ,99.9,6.6
2013,호원대학교 ,97.3,12.2
2013,홍익대학교 ,99.4,9.7
2013,화성의과학대학교 ,100.0,7.3
2014,가야대학교(김해) ,99.7,6.7
2014,가천대학교 ,100.1,15.2
2014,가톨릭관동대학교 ,99.3,4.3
2014,가톨릭꽃동네대학교 ,98.3,3.1
2014,가톨릭대학교 ,99.9,14.4
2014,가톨릭대학교 _제2캠퍼스,98.8,15.7
2014,가톨릭대학교 _제3캠퍼스,60.0,1.4
2014,감리교신학대학교 ,99.0,2.1
2014,강남대학교 ,99.3,13.3
2014,강서대학교 ,94.2,5.3
2014,강원대학교 ,99.6,6.3
2014,강원대학교 _제2캠퍼스,99.6,3.6
2014,건국대학교 ,99.5,17.3
2014,건국대학교(글로컬) _분교,99.8,9.2
2014,건양대학교 ,99.7,6.2
2014,건양대학교 _제2캠퍼스,100.0,7.4
2014,경기대학교 ,99.5,15.6
2014,경기대학교 _제2캠퍼스,98.9,19.1
2014,경남대학교 ,99.0,4.3
2014,경동대학교 ,93.4,4.4
2014,경동대학교 _제3캠퍼스,99.6,4.8
2014,경동대학교 _제4캠퍼스,98.7,7.0
2014,경북대학교 ,99.4,8.5
2014,경상국립대학교 ,100.0,6.0
2014,경성대학교 ,99.8,5.5
2014,경운대학교 ,97.6,5.5
2014,경인교육대학교 ,99.8,4.4
2014,경일대학교 ,91.4,4.1
2014,경희대학교 ,99.5,18.3
2014,계명대학교 ,99.1,6.9
2014,고려대학교 ,99.9,17.4
2014,고려대학교(세종) _분교,98.4,8.0
2014,고신대학교 ,98.2,4.7
2014,공주교육대학교 ,100.0,4.3
2014,광신대학교 ,98.6,1.7
2014,광운대학교 ,99.8,11.5
2014,광주가톨릭대학교 ,75.0,0.8
2014,광주과학기술원 ,94.7,6.8
2014,광주교육대학교 ,100.0,6.3
2014,광주대학교 ,98.6,4.2
2014,광주여자대학교 ,100.0,6.0
2014,국립강릉원주대학교 ,98.9,4.2
2014,국립강릉원주대학교 _제2캠퍼스,99.8,5.4
2014,국립경국대학교 ,99.2,4.5
2014,국립공주대학교 ,99.1,6.0
2014,국립군산대학교 ,99.9,4.9
2014,국립금오공과대학교 ,99.8,6.7
2014,국립목포대학교 ,99.9,7.6
2014,국립목포해양대학교 ,99.7,4.9
2014,국립부경대학교 ,100.0,5.0
2014,국립순천대학교 ,99.4,5.4
2014,국립창원대학교 ,99.7,5.2
2014,국립한국교통대학교 ,99.4,6.3
2014,국립한국해양대학교 ,100.0,6.4
2014,국립한밭대학교 ,99.7,6.2
2014,국민대학교 ,99.7,11.9
2014,극동대학교 ,99.6,8.8
2014,금강대학교 ,83.6,2.2
2014,김천대학교 ,95.2,3.9
2014,나사렛대학교 ,99.6,6.5
2014,남부대학교 ,99.5,5.3
2014,남서울대학교 ,100.0,6.2
2014,단국대학교 ,99.7,16.0
2014,단국대학교 _제2캠퍼스,99.7,13.6
2014,대구가톨릭대학교 ,99.7,7.1
2014,대구경북과학기술원 ,84.0,9.8
2014,대구교육대학교 ,99.7,5.1
2014,대구대학교 ,99.3,7.0
2014,대구예술대학교 ,93.7,2.9
2014,대구한의대학교 ,96.2,4.1
2014,대신대학교 ,74.8,1.6
2014,대전가톨릭대학교 ,52.5,0.6
2014,대전대학교 ,99.7,6.1
2014,대전신학대학교 ,75.0,1.4
2014,대진대학교 ,99.7,7.3
2014,덕성여자대학교 ,99.7,9.1
2014,동국대학교 ,99.1,13.7
2014,동국대학교(WISE) _분교,99.4,4.8
2014,동덕여자대학교 ,99.5,13.0
2014,동명대학교 ,100.0,8.0
2014,동서대학교 ,99.9,8.7
2014,동신대학교 ,99.8,5.0
2014,동아대학교 ,98.6,5.6
2014,동양대학교 ,97.6,3.4
2014,동의대학교 ,100.0,6.6
2014,디지털서울문화예술대학교 ,78.4,1.4
2014,루터대학교 ,100.0,4.7
2014,명지대학교 ,99.8,13.0
2014,명지대학교 _제2캠퍼스,99.9,14.4
2014,목원대학교 ,99.7,5.3
2014,목포가톨릭대학교 ,100.0,4.5
2014,배재대학교 ,99.2,5.2
2014,백석대학교 ,99.9,6.5
2014,부산가톨릭대학교 ,98.8,7.4
2014,부산교육대학교 ,100.0,6.9
2014,부산대학교 ,99.8,7.2
2014,부산디지털대학교 ,90.6,1.4
2014,부산외국어대학교 ,99.8,5.3
2014,부산장신대학교 ,100.0,2.6
2014,삼육대학교 ,99.7,7.4
2014,상명대학교 ,99.6,13.4
2014,상지대학교 ,99.7,3.8
2014,서강대학교 ,99.9,21.0
2014,서경대학교 ,99.4,13.2
2014,서울과학기술대학교 ,99.8,10.5
2014,서울교육대학교 ,99.7,5.8
2014,서울기독대학교 ,100.0,2.5
2014,서울대학교 ,100.0,7.0
2014,서울디지털대학교 ,65.3,1.4
2014,서울시립대학교 ,98.6,9.1
2014,서울신학대학교 ,99.1,4.9
2014,서울여자대학교 ,98.2,10.9
2014,서울장신대학교 ,100.0,2.5
2014,서울한영대학교 ,89.5,2.6
2014,서원대학교 ,99.9,7.2
2014,선문대학교 ,99.8,5.3
2014,성결대학교 ,100.0,10.0
2014,성공회대학교 ,99.4,5.3
2014,성균관대학교 ,99.6,23.4
2014,성신여자대학교 ,99.2,12.4
2014,세명대학교 ,99.4,5.7
2014,세종대학교 ,98.9,9.6
2014,세한대학교 ,100.0,3.9
2014,송원대학교 ,98.1,5.3
2014,수원가톨릭대학교 ,43.3,0.7
2014,수원대학교 ,99.5,13.8
2014,숙명여자대학교 ,99.4,11.9
2014,순복음총회신학교 ,89.0,1.0
2014,순천향대학교 ,99.5,8.1
2014,숭실대학교 ,99.0,13.9
2014,신경주대학교 ,32.8,1.9
2014,신라대학교 ,100.1,4.9
2014,신한대학교 ,99.1,11.9
2014,신한대학교 _제2캠퍼스,99.3,12.5
2014,아신대학교 ,93.5,1.9
2014,아주대학교 ,99.6,12.6
2014,안양대학교 ,98.9,14.4
2014,안양대학교 _제2캠퍼스,100.0,6.3
2014,연세대학교 ,98.6,14.3
2014,연세대학교(미래) _분교,99.1,8.1
2014,영남대학교 ,99.3,6.2
2014,영남신학대학교 ,80.8,1.2
2014,영산대학교 ,96.4,7.0
2014,영산대학교 _제2캠퍼스,98.2,6.0
2014,예수대학교 ,98.5,2.7
2014,예원예술대학교 ,97.5,5.8
2014,예원예술대학교 _제2캠퍼스,101.0,6.4
2014,용인대학교 ,99.3,9.0
2014,우석대학교 ,94.4,3.8
2014,우송대학교 ,99.9,8.5
2014,울산과학기술원 ,99.9,3.5
2014,울산대학교 ,99.8,6.0
2014,원광대학교 ,98.9,4.8
2014,원광디지털대학교 ,66.9,0.9
2014,위덕대학교 ,98.4,2.8
2014,유원대학교 ,97.3,6.2
2014,을지대학교 ,100.0,8.2
2014,을지대학교 _제2캠퍼스,99.5,12.8
2014,이화여자대학교 ,99.7,10.5
2014,인제대학교 ,99.6,4.9
2014,인천가톨릭대학교 ,73.3,1.2
2014,인천가톨릭대학교 _제2캠퍼스,100.0,6.7
2014,인천대학교 ,99.6,6.0
2014,인하대학교 ,99.4,12.9
2014,장로회신학대학교 ,100.0,3.6
2014,전남대학교 ,99.9,4.5
2014,전남대학교 _제2캠퍼스,99.2,3.7
2014,전북대학교 ,99.8,5.2
2014,전주교육대학교 ,100.0,3.5
2014,전주대학교 ,99.5,5.2
2014,정석대학 ,68.0,0.7
2014,제주국제대학교 ,26.5,0.8
2014,제주대학교 ,99.9,3.9
2014,조선대학교 ,99.7,4.0
2014,중부대학교 ,99.7,6.3
2014,중앙대학교 ,99.0,18.7
2014,중앙대학교 _제2캠퍼스,99.9,8.9
2014,중앙승가대학교 ,45.8,0.6
2014,중원대학교 ,97.8,4.6
2014,진주교육대학교 ,99.4,8.0
2014,차의과학대학교 ,99.4,3.7
2014,창신대학교 ,89.1,3.9
2014,청운대학교 ,99.4,10.6
2014,청주교육대학교 ,100.0,5.8
2014,청주대학교 ,99.4,5.9
2014,초당대학교 ,96.2,5.3
2014,총신대학교 ,99.7,4.6
2014,추계예술대학교 ,99.3,9.3
2014,춘천교육대학교 ,100.0,7.9
2014,충남대학교 ,99.8,5.6
2014,충북대학교 ,99.8,7.0
2014,칼빈대학교 ,81.6,2.2
2014,평택대학교 ,100.8,11.8
2014,포항공과대학교 ,99.4,6.2
2014,한경국립대학교 ,99.5,5.5
2014,한국공학대학교 ,99.6,11.0
2014,한국과학기술원 ,77.4,5.5
2014,한국교원대학교 ,100.0,6.4
2014,한국기술교육대학교 ,100.0,11.3
2014,한국방송통신대학교 ,41.5,0.6
2014,한국성서대학교 ,100.8,6.0
2014,한국예술종합학교 ,98.2,20.6
2014,한국외국어대학교 ,98.6,10.6
2014,한국체육대학교 ,99.8,5.0
2014,한국침례신학대학교 ,100.0,2.1
2014,한국항공대학교 ,99.8,9.1
2014,한남대학교 ,99.8,4.7
2014,한동대학교 ,99.9,4.5
2014,한라대학교 ,99.9,4.8
2014,한림대학교 ,99.8,6.0
2014,한서대학교 ,99.9,8.2
2014,한성대학교 ,99.4,12.2
2014,한세대학교 ,98.5,9.0
2014,한신대학교 ,99.8,9.6
2014,한양대학교 ,99.7,26.3
2014,한양대학교(ERICA) _분교,99.2,18.4
2014,한일장신대학교 ,100.4,2.8
2014,협성대학교 ,100.3,8.7
2014,호남대학교 ,97.5,4.7
2014,호남신학대학교 ,90.6,1.9
2014,호서대학교 ,99.5,9.1
2014,호원대학교 ,98.6,14.3
2014,홍익대학교 ,98.3,10.5
2014,화성의과학대학교 ,84.1,5.5
2015,가야대학교(김해) ,99.7,6.7
2015,가천대학교 ,99.8,15.0
2015,가톨릭관동대학교 ,96.6,3.5
2015,가톨릭꽃동네대학교 ,100.0,3.4
2015,가톨릭대학교 ,99.5,10.4
2015,가톨릭대학교 _제2캠퍼스,100.0,32.0
2015,가톨릭대학교 _제3캠퍼스,83.3,1.2
2015,감리교신학대학교 ,96.0,2.1
2015,강남대학교 ,98.8,8.8
2015,강서대학교 ,98.2,5.5
2015,강원대학교 ,99.5,5.5
2015,강원대학교 _제2캠퍼스,99.4,4.1
2015,건국대학교 ,99.5,15.0
2015,건국대학교(글로컬) _분교,99.7,9.8
2015,건양대학교 ,99.8,6.7
2015,건양대학교 _제2캠퍼스,99.9,6.3
2015,경기대학교 ,99.7,8.6
2015,경기대학교 _제2캠퍼스,99.7,22.2
2015,경남대학교 ,98.8,4.4
2015,경동대학교 ,101.1,4.4
2015,경동대학교 _제3캠퍼스,102.3,5.7
2015,경동대학교 _제4캠퍼스,101.3,6.5
2015,경북대학교 ,99.5,9.8
2015,경상국립대학교 ,99.9,7.1
2015,경성대학교 ,99.7,6.2
2015,경운대학교 ,99.8,5.9
2015,경인교육대학교 ,100.0,4.6
2015,경일대학교 ,100.0,4.6
2015,경희대학교 ,99.8,16.9
2015,계명대학교 ,99.2,7.4
2015,고려대학교 ,99.7,19.2
2015,고려대학교(세종) _분교,98.3,9.7
2015,고신대학교 ,100.0,5.4
2015,공주교육대학교 ,99.4,6.7
2015,광신대학교 ,100.0,1.5
2015,광운대학교 ,99.8,15.8
2015,광주가톨릭대학교 ,57.5,0.6
2015,광주과학기술원 ,100.0,10.7
2015,광주교육대학교 ,100.0,5.8
2015,광주대학교 ,99.4,4.5
2015,광주여자대학교 ,100.0,5.1
2015,국립강릉원주대학교 ,99.3,5.2
2015,국립강릉원주대학교 _제2캠퍼스,99.2,8.0
2015,국립경국대학교 ,99.4,4.3
2015,국립공주대학교 ,99.8,9.2
2015,국립군산대학교 ,100.0,4.9
2015,국립금오공과대학교 ,99.8,6.1
2015,국립목포대학교 ,99.8,5.9
2015,국립목포해양대학교 ,100.0,4.1
2015,국립부경대학교 ,99.8,7.2
2015,국립순천대학교 ,99.6,5.2
2015,국립창원대학교 ,99.7,7.2
2015,국립한국교통대학교 ,99.6,6.0
2015,국립한국해양대학교 ,99.9,6.9
2015,국립한밭대학교 ,99.7,5.5
2015,국민대학교 ,99.6,7.9
2015,극동대학교 ,99.5,10.4
2015,금강대학교 ,68.3,2.2
2015,김천대학교 ,98.6,4.2
2015,나사렛대학교 ,99.5,5.8
2015,남부대학교 ,99.1,5.7
2015,남서울대학교 ,100.0,7.5
2015,단국대학교 ,99.6,13.1
2015,단국대학교 _제2캠퍼스,99.7,9.0
2015,대구가톨릭대학교 ,99.8,6.9
2015,대구경북과학기술원 ,101.5,8.4
2015,대구교육대학교 ,100.0,6.5
2015,대구대학교 ,99.7,7.3
2015,대구예술대학교 ,92.4,2.6
2015,대구한의대학교 ,99.4,6.6
2015,대신대학교 ,61.6,1.3
2015,대전가톨릭대학교 ,37.5,0.7
2015,대전대학교 ,99.3,5.9
2015,대전신학대학교 ,62.3,1.1
2015,대진대학교 ,98.9,6.7
2015,덕성여자대학교 ,99.6,12.8
2015,동국대학교 ,99.4,13.3
2015,동국대학교(WISE) _분교,99.4,5.6
2015,동덕여자대학교 ,98.8,14.5
2015,동명대학교 ,100.1,7.4
2015,동서대학교 ,100.3,7.6
2015,동신대학교 ,99.9,4.7
2015,동아대학교 ,99.7,6.1
2015,동양대학교 ,96.4,4.0
2015,동의대학교 ,100.0,6.6
2015,디지털서울문화예술대학교 ,91.3,1.7
2015,루터대학교 ,99.0,4.8
2015,명지대학교 ,99.7,8.6
2015,명지대학교 _제2캠퍼스,99.8,6.9
2015,목원대학교 ,99.6,4.8
2015,목포가톨릭대학교 ,100.0,5.1
2015,배재대학교 ,99.5,4.4
2015,백석대학교 ,99.5,9.9
2015,부산가톨릭대학교 ,99.8,9.3
2015,부산교육대학교 ,100.0,8.1
2015,부산대학교 ,99.4,8.4
2015,부산디지털대학교 ,77.1,1.3
2015,부산외국어대학교 ,100.0,6.2
2015,부산장신대학교 ,94.3,2.0
2015,삼육대학교 ,99.6,8.9
2015,상명대학교 ,99.3,13.5
2015,상지대학교 ,99.0,5.0
2015,서강대학교 ,99.3,24.7
2015,서경대학교 ,99.5,17.3
2015,서울과학기술대학교 ,99.7,9.2
2015,서울교육대학교 ,99.7,6.6
2015,서울기독대학교 ,100.0,2.8
2015,서울대학교 ,99.9,6.9
2015,서울디지털대학교 ,65.8,1.4
2015,서울시립대학교 ,99.5,10.0
2015,서울신학대학교 ,100.0,5.2
2015,서울여자대학교 ,99.9,15.1
2015,서울장신대학교 ,100.0,2.9
2015,서울한영대학교 ,93.5,2.8
2015,서원대학교 ,99.4,8.5
2015,선문대학교 ,99.5,5.9
2015,성결대학교 ,100.2,9.5
2015,성공회대학교 ,99.4,5.6
2015,성균관대학교 ,99.8,24.8
2015,성신여자대학교 ,99.1,8.9
2015,세명대학교 ,99.3,5.2
2015,세종대학교 ,99.2,14.1
2015,세한대학교 ,100.0,4.4
2015,송원대학교 ,99.6,4.2
2015,수원가톨릭대학교 ,35.6,0.5
2015,수원대학교 ,100.0,12.7
2015,숙명여자대학교 ,99.7,9.3
2015,순복음총회신학교 ,100.0,1.3
2015,순천향대학교 ,99.5,8.5
2015,숭실대학교 ,98.9,13.4
2015,신경주대학교 ,88.5,3.5
2015,신라대학교 ,100.2,4.7
2015,신한대학교 ,97.9,9.1
2015,신한대학교 _제2캠퍼스,98.6,11.1
2015,아신대학교 ,100.0,2.1
2015,아주대학교 ,99.2,16.0
2015,안양대학교 ,99.2,10.5
2015,안양대학교 _제2캠퍼스,97.2,4.5
2015,연세대학교 ,99.1,14.9
2015,연세대학교(미래) _분교,99.7,8.2
2015,영남대학교 ,98.8,5.4
2015,영남신학대학교 ,68.8,1.0
2015,영산대학교 ,99.5,6.6
2015,영산대학교 _제2캠퍼스,100.0,6.0
2015,예수대학교 ,98.5,5.9
2015,예원예술대학교 ,98.7,3.2
2015,예원예술대학교 _제2캠퍼스,98.9,6.9
2015,용인대학교 ,99.2,7.6
2015,우석대학교 ,99.4,4.8
2015,우송대학교 ,99.7,7.6
2015,울산과학기술원 ,99.7,5.0
2015,울산대학교 ,99.8,5.7
2015,원광대학교 ,99.5,4.7
2015,원광디지털대학교 ,72.3,1.1
2015,위덕대학교 ,87.3,3.0
2015,유원대학교 ,92.1,5.0
2015,을지대학교 ,100.0,10.9
2015,을지대학교 _제2캠퍼스,99.1,11.7
2015,이화여자대학교 ,99.9,11.9
2015,인제대학교 ,99.8,5.7
2015,인천가톨릭대학교 ,88.0,1.5
2015,인천가톨릭대학교 _제2캠퍼스,100.0,8.4
2015,인천대학교 ,99.6,7.9
2015,인하대학교 ,99.3,13.0
2015,장로회신학대학교 ,100.0,4.1
2015,전남대학교 ,99.7,5.5
2015,전남대학교 _제2캠퍼스,98.6,5.0
2015,전북대학교 ,99.8,5.6
2015,전주교육대학교 ,100.0,5.3
2015,전주대학교 ,99.3,5.6
2015,정석대학 ,46.0,0.5
2015,제주국제대학교 ,52.3,1.1
2015,제주대학교 ,99.7,5.3
2015,조선대학교 ,99.7,4.6
2015,중부대학교 ,99.0,7.9
2015,중앙대학교 ,99.6,24.9
2015,중앙대학교 _제2캠퍼스,99.8,8.5
2015,중앙승가대학교 ,43.4,0.5
