기준년도,학교,정원내 신입생 충원율(%),경쟁률
2018,수원가톨릭대학교 ,43.3,0.6
2018,수원대학교 ,99.9,11.4
2018,숙명여자대학교 ,99.7,9.7
2018,순복음총회신학교 ,45.8,1.2
2018,순천향대학교 ,99.9,8.0
2018,숭실대학교 ,99.6,14.5
2018,신경주대학교 ,32.9,2.0
2018,신라대학교 ,100.0,5.8
2018,신한대학교 ,98.8,11.4
2018,신한대학교 _제2캠퍼스,99.1,10.2
2018,아신대학교 ,90.4,1.7
2018,아주대학교 ,99.7,16.3
2018,안양대학교 ,99.7,8.7
2018,안양대학교 _제2캠퍼스,99.2,5.2
2018,연세대학교 ,99.5,16.7
2018,연세대학교(미래) _분교,99.7,11.3
2018,영남대학교 ,99.8,5.6
2018,영남신학대학교 ,100.0,1.4
2018,영산대학교 ,99.9,7.9
2018,영산대학교 _제2캠퍼스,100.0,5.2
2018,예수대학교 ,99.3,6.8
2018,예원예술대학교 ,97.6,5.2
2018,예원예술대학교 _제2캠퍼스,96.0,10.9
2018,용인대학교 ,99.2,9.1
2018,우석대학교 ,98.3,5.1
2018,우송대학교 ,99.9,7.1
2018,울산과학기술원 ,98.9,9.6
2018,울산대학교 ,99.6,5.5
2018,원광대학교 ,99.4,5.2
2018,원광디지털대학교 ,86.0,1.3
2018,위덕대학교 ,96.2,3.7
2018,유원대학교 ,99.6,4.5
2018,을지대학교 ,99.3,12.0
2018,을지대학교 _제2캠퍼스,100.0,12.9
2018,이화여자대학교 ,99.9,12.2
2018,인제대학교 ,99.8,6.5
2018,인천가톨릭대학교 ,65.2,0.8
2018,인천가톨릭대학교 _제2캠퍼스,100.0,7.8
2018,인천대학교 ,99.8,8.6
2018,인하대학교 ,99.9,17.1
2018,장로회신학대학교 ,100.0,4.1
2018,전남대학교 ,99.9,6.6
2018,전남대학교 _제2캠퍼스,99.2,6.4
2018,전북대학교 ,99.3,6.9
2018,전주교육대학교 ,99.7,3.6
2018,전주대학교 ,99.7,6.2
2018,정석대학 ,42.0,0.4
2018,제주국제대학교 ,62.6,1.6
2018,제주대학교 ,99.7,7.0
2018,조선대학교 ,99.6,5.0
2018,중부대학교 ,100.0,8.7
2018,중앙대학교 ,99.8,26.0
2018,중앙대학교 _제2캠퍼스,99.4,9.3
2018,중앙승가대학교 ,26.7,0.3
2018,중원대학교 ,97.5,6.0
2018,진주교육대학교 ,100.0,7.2
2018,차의과학대학교 ,100.0,5.9
2018,창신대학교 ,100.0,7.2
2018,청운대학교 ,97.0,9.7
2018,청주교육대학교 ,100.0,6.2
2018,청주대학교 ,98.9,5.1
2018,초당대학교 ,100.0,6.7
2018,총신대학교 ,99.4,4.5
2018,추계예술대학교 ,99.6,14.0
2018,춘천교육대학교 ,100.0,8.1
2018,충남대학교 ,99.9,8.4
2018,충북대학교 ,99.9,9.5
2018,칼빈대학교 ,91.4,2.7
2018,평택대학교 ,99.5,11.9
2018,포항공과대학교 ,99.7,7.2
2018,한경국립대학교 ,99.4,6.2
2018,한국공학대학교 ,99.9,12.2
2018,한국과학기술원 ,105.4,7.5
2018,한국교원대학교 ,99.5,6.0
2018,한국기술교육대학교 ,100.0,5.5
2018,한국방송통신대학교 ,27.9,0.3
2018,한국성서대학교 ,100.0,8.6
2018,한국예술종합학교 ,95.7,23.4
2018,한국외국어대학교 ,99.2,11.6
2018,한국전통문화대학교 ,100.0,6.5
2018,한국체육대학교 ,99.6,3.9
2018,한국침례신학대학교 ,86.9,1.9
2018,한국항공대학교 ,99.8,12.1
2018,한남대학교 ,99.9,5.1
2018,한동대학교 ,99.9,4.2
2018,한라대학교 ,99.6,4.7
2018,한림대학교 ,99.7,5.2
2018,한서대학교 ,99.7,11.0
2018,한성대학교 ,99.7,14.1
2018,한세대학교 ,99.8,16.2
2018,한신대학교 ,99.8,8.3
2018,한양대학교 ,99.7,23.2
2018,한양대학교(ERICA) _분교,99.5,19.5
2018,한일장신대학교 ,96.8,3.4
2018,협성대학교 ,99.6,8.6
2018,호남대학교 ,99.9,6.7
2018,호남신학대학교 ,96.1,1.5
2018,호서대학교 ,99.7,7.7
2018,호원대학교 ,99.5,11.7
2018,홍익대학교 ,99.0,12.1
2018,홍익대학교 _제2캠퍼스,98.2,7.9
2018,화성의과학대학교 ,74.4,6.3
2019,가야대학교(김해) ,87.9,5.1
2019,가천대학교 ,99.9,17.9
2019,가톨릭관동대학교 ,99.7,4.8
2019,가톨릭꽃동네대학교 ,99.1,3.9
2019,가톨릭대학교 ,99.7,8.8
2019,가톨릭대학교 _제2캠퍼스,100.0,25.7
2019,가톨릭대학교 _제3캠퍼스,100.0,1.2
2019,감리교신학대학교 ,95.1,1.5
2019,강남대학교 ,99.1,8.7
2019,강서대학교 ,99.6,6.9
2019,강원대학교 ,99.5,7.0
2019,강원대학교 _제2캠퍼스,98.9,6.2
2019,건국대학교 ,98.7,17.2
2019,건국대학교(글로컬) _분교,99.7,10.7
2019,건양대학교 ,99.3,6.3
2019,건양대학교 _제2캠퍼스,99.9,8.3
2019,경기대학교 ,99.9,9.6
2019,경기대학교 _제2캠퍼스,99.7,21.9
2019,경남대학교 ,99.4,4.6
2019,경동대학교 ,100.0,4.2
2019,경동대학교 _제3캠퍼스,99.9,6.1
2019,경동대학교 _제4캠퍼스,99.7,6.5
2019,경북대학교 ,99.7,11.1
2019,경상국립대학교 ,99.8,6.4
2019,경성대학교 ,99.7,8.3
2019,경운대학교 ,100.0,6.8
2019,경인교육대학교 ,99.7,3.9
2019,경일대학교 ,100.0,7.2
2019,경희대학교 ,99.5,18.4
2019,계명대학교 ,99.8,7.2
2019,고려대학교 ,99.8,8.0
2019,고려대학교(세종) _분교,99.8,13.0
2019,고신대학교 ,100.0,5.4
2019,공주교육대학교 ,100.0,3.9
2019,광신대학교 ,98.4,1.5
2019,광운대학교 ,99.8,13.9
2019,광주가톨릭대학교 ,72.5,0.8
2019,광주과학기술원 ,98.0,14.9
2019,광주교육대학교 ,99.7,4.9
2019,광주대학교 ,99.4,6.2
2019,광주여자대학교 ,100.0,5.8
2019,국립강릉원주대학교 ,99.7,5.5
2019,국립강릉원주대학교 _제2캠퍼스,99.4,6.4
2019,국립경국대학교 ,99.1,5.2
2019,국립공주대학교 ,99.9,8.9
2019,국립군산대학교 ,99.8,5.2
2019,국립금오공과대학교 ,99.8,6.5
2019,국립목포대학교 ,99.6,6.5
2019,국립목포해양대학교 ,99.7,4.1
2019,국립부경대학교 ,99.6,6.5
2019,국립순천대학교 ,99.1,5.4
2019,국립창원대학교 ,99.5,7.0
2019,국립한국교통대학교 ,99.8,7.2
2019,국립한국해양대학교 ,100.0,5.6
2019,국립한밭대학교 ,99.6,6.2
2019,국민대학교 ,99.8,9.6
2019,극동대학교 ,100.0,9.2
2019,금강대학교 ,99.1,2.0
2019,김천대학교 ,96.6,3.9
2019,나사렛대학교 ,99.7,6.5
2019,남부대학교 ,99.6,5.9
2019,남서울대학교 ,99.9,7.6
2019,단국대학교 ,99.9,14.8
2019,단국대학교 _제2캠퍼스,99.4,8.7
2019,대구가톨릭대학교 ,99.9,6.6
2019,대구경북과학기술원 ,89.1,14.0
2019,대구교육대학교 ,99.7,4.2
2019,대구대학교 ,99.7,6.9
2019,대구예술대학교 ,74.4,2.9
2019,대구한의대학교 ,100.0,8.8
2019,대신대학교 ,100.0,2.0
2019,대전가톨릭대학교 ,30.0,0.4
2019,대전대학교 ,99.6,8.1
2019,대전신학대학교 ,28.3,0.6
2019,대진대학교 ,100.0,7.1
2019,덕성여자대학교 ,99.7,11.7
2019,동국대학교 ,98.9,15.7
2019,동국대학교(WISE) _분교,99.4,6.8
2019,동덕여자대학교 ,99.5,13.6
2019,동명대학교 ,99.9,7.8
2019,동서대학교 ,100.2,6.8
2019,동신대학교 ,99.9,6.0
2019,동아대학교 ,99.7,6.9
2019,동양대학교 ,100.0,6.2
2019,동의대학교 ,100.0,6.7
2019,디지털서울문화예술대학교 ,77.3,1.1
2019,루터대학교 ,100.0,5.2
2019,명지대학교 ,99.7,12.4
2019,명지대학교 _제2캠퍼스,99.5,9.9
2019,목원대학교 ,99.9,5.4
2019,목포가톨릭대학교 ,100.0,4.7
2019,배재대학교 ,99.7,6.7
2019,백석대학교 ,99.5,9.9
2019,부산가톨릭대학교 ,100.0,7.1
2019,부산교육대학교 ,99.7,5.1
2019,부산대학교 ,99.8,10.8
2019,부산디지털대학교 ,76.3,1.0
2019,부산외국어대학교 ,99.7,6.2
2019,부산장신대학교 ,58.0,1.2
2019,삼육대학교 ,100.1,13.7
2019,상명대학교 ,99.8,10.8
2019,상명대학교 _제2캠퍼스,99.8,11.5
2019,상지대학교 ,98.1,4.9
2019,서강대학교 ,99.2,28.7
2019,서경대학교 ,99.5,21.0
2019,서울과학기술대학교 ,99.6,13.2
2019,서울교육대학교 ,99.4,3.7
2019,서울기독대학교 ,91.9,3.8
2019,서울대학교 ,99.5,6.7
2019,서울디지털대학교 ,57.2,0.9
2019,서울시립대학교 ,98.5,13.5
2019,서울신학대학교 ,100.0,6.6
2019,서울여자대학교 ,99.7,19.7
2019,서울장신대학교 ,100.0,2.7
2019,서울한영대학교 ,98.9,5.2
2019,서원대학교 ,99.7,7.4
2019,선문대학교 ,100.1,6.0
2019,성결대학교 ,99.8,11.8
2019,성공회대학교 ,99.6,5.2
2019,성균관대학교 ,99.7,21.6
2019,성신여자대학교 ,99.9,12.8
2019,세명대학교 ,99.8,6.0
2019,세종대학교 ,99.4,13.2
2019,세한대학교 ,99.9,6.7
2019,송원대학교 ,98.9,5.1
2019,수원가톨릭대학교 ,36.7,0.6
2019,수원대학교 ,99.9,13.2
2019,숙명여자대학교 ,99.5,10.8
2019,순복음총회신학교 ,50.6,1.9
2019,순천향대학교 ,99.7,7.8
2019,숭실대학교 ,99.8,13.3
2019,신경주대학교 ,20.5,1.3
2019,신라대학교 ,100.0,6.8
2019,신한대학교 ,98.8,11.3
2019,신한대학교 _제2캠퍼스,99.7,11.3
2019,아신대학교 ,80.9,1.5
2019,아주대학교 ,99.2,18.0
2019,안양대학교 ,98.5,10.1
2019,안양대학교 _제2캠퍼스,100.0,6.2
2019,연세대학교 ,99.6,16.5
2019,연세대학교(미래) _분교,99.0,9.0
2019,영남대학교 ,99.6,5.7
2019,영남신학대학교 ,100.0,1.8
2019,영산대학교 ,99.3,7.3
2019,영산대학교 _제2캠퍼스,99.8,5.3
2019,예수대학교 ,99.2,4.9
2019,예원예술대학교 ,98.1,4.9
2019,예원예술대학교 _제2캠퍼스,100.0,9.2
2019,용인대학교 ,99.4,9.5
2019,우석대학교 ,99.4,6.4
2019,우송대학교 ,99.6,9.0
2019,울산과학기술원 ,101.7,10.0
2019,울산대학교 ,99.6,6.2
2019,원광대학교 ,99.4,6.0
2019,원광디지털대학교 ,86.3,1.1
2019,위덕대학교 ,94.5,3.4
2019,유원대학교 ,98.3,5.2
2019,을지대학교 ,100.7,14.5
2019,을지대학교 _제2캠퍼스,99.8,15.3
2019,이화여자대학교 ,99.7,10.4
2019,인제대학교 ,100.0,4.6
2019,인천가톨릭대학교 ,93.8,1.3
2019,인천가톨릭대학교 _제2캠퍼스,100.0,9.6
2019,인천대학교 ,99.7,8.8
2019,인하대학교 ,99.8,17.6
2019,장로회신학대학교 ,100.0,3.6
2019,전남대학교 ,99.9,6.6
2019,전남대학교 _제2캠퍼스,99.5,6.6
2019,전북대학교 ,99.6,7.3
2019,전주교육대학교 ,99.0,2.9
2019,전주대학교 ,99.6,6.7
2019,정석대학 ,29.0,0.3
2019,제주국제대학교 ,41.6,1.1
2019,제주대학교 ,99.6,6.2
2019,조선대학교 ,99.5,4.6
2019,중부대학교 ,100.0,9.8
2019,중앙대학교 ,99.5,24.5
2019,중앙대학교 _제2캠퍼스,99.3,8.8
2019,중앙승가대학교 ,29.5,0.3
2019,중원대학교 ,98.9,6.4
2019,진주교육대학교 ,100.0,6.4
2019,차의과학대학교 ,99.8,5.8
2019,창신대학교 ,100.0,6.4
2019,청운대학교 ,99.5,9.1
2019,청주교육대학교 ,99.3,7.1
2019,청주대학교 ,99.2,7.5
2019,초당대학교 ,99.6,6.7
2019,총신대학교 ,100.0,4.4
2019,추계예술대학교 ,99.3,12.8
2019,춘천교육대학교 ,100.0,5.6
2019,충남대학교 ,99.7,8.2
2019,충북대학교 ,99.6,9.0
2019,칼빈대학교 ,95.8,2.9
2019,평택대학교 ,99.2,10.9
2019,포항공과대학교 ,96.3,7.3
2019,한경국립대학교 ,99.2,6.4
2019,한국공학대학교 ,99.4,15.0
2019,한국과학기술원 ,98.7,7.0
2019,한국교원대학교 ,99.5,5.1
2019,한국기술교육대학교 ,100.0,6.5
2019,한국방송통신대학교 ,26.0,0.3
2019,한국성서대학교 ,100.9,6.8
2019,한국예술종합학교 ,96.1,23.4
2019,한국외국어대학교 ,98.6,11.9
2019,한국전통문화대학교 ,100.0,6.7
2019,한국체육대학교 ,100.0,3.6
2019,한국침례신학대학교 ,83.9,0.8
2019,한국항공대학교 ,99.6,10.8
2019,한남대학교 ,100.0,5.3
2019,한동대학교 ,100.0,4.4
2019,한라대학교 ,99.1,4.3
2019,한림대학교 ,99.8,6.0
2019,한서대학교 ,99.9,12.2
2019,한성대학교 ,99.7,12.5
2019,한세대학교 ,99.6,11.1
2019,한신대학교 ,99.8,9.9
2019,한양대학교 ,99.3,21.0
2019,한양대학교(ERICA) _분교,99.0,21.1
2019,한일장신대학교 ,99.1,2.6
2019,협성대학교 ,99.7,8.8
2019,호남대학교 ,99.7,7.4
2019,호남신학대학교 ,100.0,1.6
2019,호서대학교 ,99.8,8.8
2019,호원대학교 ,99.1,12.7
2019,홍익대학교 ,99.8,12.4
2019,홍익대학교 _제2캠퍼스,99.4,7.4
2019,화성의과학대학교 ,89.2,7.9
2020,가야대학교(김해) ,81.8,5.4
2020,가천대학교 ,99.9,15.9
2020,가톨릭관동대학교 ,99.2,4.9
2020,가톨릭꽃동네대학교 ,100.0,4.3
2020,가톨릭대학교 ,99.9,11.3
2020,가톨릭대학교 _제2캠퍼스,100.0,30.1
2020,가톨릭대학교 _제3캠퍼스,100.0,1.3
2020,감리교신학대학교 ,94.6,1.7
2020,강남대학교 ,100.0,7.4
2020,강서대학교 ,100.0,5.9
2020,강원대학교 ,99.7,6.2
2020,강원대학교 _제2캠퍼스,99.5,4.1
2020,건국대학교 ,99.3,19.6
2020,건국대학교(글로컬) _분교,99.9,9.6
2020,건양대학교 ,99.8,6.6
2020,건양대학교 _제2캠퍼스,100.0,9.2
2020,경기대학교 ,99.9,9.8
2020,경기대학교 _제2캠퍼스,99.4,23.1
2020,경남대학교 ,95.8,4.2
2020,경동대학교 ,99.1,6.3
2020,경동대학교 _제3캠퍼스,99.9,7.5
2020,경동대학교 _제4캠퍼스,100.0,6.4
2020,경북대학교 ,99.8,10.5
2020,경상국립대학교 ,99.8,6.3
2020,경성대학교 ,99.9,7.0
2020,경운대학교 ,98.4,6.0
2020,경인교육대학교 ,99.5,3.4
2020,경일대학교 ,99.3,5.9
2020,경희대학교 ,99.5,16.6
2020,계명대학교 ,100.0,6.8
2020,고려대학교 ,99.8,8.0
2020,고려대학교(세종) _분교,99.7,11.6
2020,고신대학교 ,100.0,6.0
2020,공주교육대학교 ,100.0,4.1
2020,광신대학교 ,100.0,1.6
2020,광운대학교 ,99.9,13.3
2020,광주가톨릭대학교 ,60.0,0.6
2020,광주과학기술원 ,99.0,14.8
2020,광주교육대학교 ,100.0,4.8
2020,광주대학교 ,98.6,5.5
2020,광주여자대학교 ,100.0,5.6
2020,국립강릉원주대학교 ,99.9,5.2
2020,국립강릉원주대학교 _제2캠퍼스,99.4,7.4
2020,국립경국대학교 ,99.9,4.9
2020,국립공주대학교 ,99.8,7.2
2020,국립군산대학교 ,99.8,4.7
2020,국립금오공과대학교 ,99.7,5.5
2020,국립목포대학교 ,99.0,5.4
2020,국립목포해양대학교 ,99.7,4.1
2020,국립부경대학교 ,99.8,7.2
2020,국립순천대학교 ,99.4,5.3
2020,국립창원대학교 ,99.5,5.7
2020,국립한국교통대학교 ,99.7,5.7
2020,국립한국해양대학교 ,99.9,5.7
2020,국립한밭대학교 ,99.8,6.4
2020,국민대학교 ,99.8,9.2
2020,극동대학교 ,99.1,9.4
2020,금강대학교 ,81.8,1.3
2020,김천대학교 ,95.4,4.6
2020,나사렛대학교 ,99.9,5.6
2020,남부대학교 ,99.3,5.4
2020,남서울대학교 ,100.0,7.7
2020,단국대학교 ,99.6,14.0
2020,단국대학교 _제2캠퍼스,99.7,8.0
2020,대구가톨릭대학교 ,100.0,6.9
2020,대구경북과학기술원 ,105.0,15.8
2020,대구교육대학교 ,100.0,4.3
2020,대구대학교 ,100.0,6.2
2020,대구예술대학교 ,54.0,2.1
2020,대구한의대학교 ,99.9,7.6
2020,대신대학교 ,100.0,2.3
2020,대전가톨릭대학교 ,35.0,0.4
2020,대전대학교 ,99.9,5.5
2020,대전신학대학교 ,50.0,1.1
2020,대진대학교 ,99.9,6.2
2020,덕성여자대학교 ,99.7,12.5
2020,동국대학교 ,99.8,17.7
2020,동국대학교(WISE) _분교,99.7,6.0
2020,동덕여자대학교 ,99.9,12.7
2020,동명대학교 ,97.1,6.6
2020,동서대학교 ,98.7,6.5
2020,동신대학교 ,90.6,5.3
2020,동아대학교 ,99.8,6.7
2020,동양대학교 ,96.9,5.5
2020,동의대학교 ,99.9,7.4
2020,디지털서울문화예술대학교 ,77.3,1.5
2020,루터대학교 ,100.0,3.8
2020,명지대학교 ,99.9,9.0
2020,명지대학교 _제2캠퍼스,99.4,8.8
2020,목원대학교 ,100.0,5.7
2020,목포가톨릭대학교 ,100.0,3.7
2020,배재대학교 ,99.9,6.3
2020,백석대학교 ,100.0,8.9
2020,부산가톨릭대학교 ,96.2,6.0
2020,부산교육대학교 ,100.0,4.6
2020,부산대학교 ,99.9,10.7
2020,부산디지털대학교 ,78.8,1.1
2020,부산외국어대학교 ,100.1,4.6
2020,부산장신대학교 ,98.0,1.8
2020,삼육대학교 ,99.9,12.7
2020,상명대학교 ,99.9,10.0
2020,상명대학교 _제2캠퍼스,100.0,9.8
2020,상지대학교 ,97.5,5.6
2020,서강대학교 ,99.5,23.2
2020,서경대학교 ,99.8,19.8
2020,서울과학기술대학교 ,100.0,12.2
2020,서울교육대학교 ,100.0,3.4
2020,서울기독대학교 ,92.6,3.3
2020,서울대학교 ,99.8,6.3
2020,서울디지털대학교 ,66.2,1.2
2020,서울시립대학교 ,99.5,13.3
2020,서울신학대학교 ,100.0,6.0
2020,서울여자대학교 ,99.9,14.4
2020,서울장신대학교 ,99.1,2.7
2020,서울한영대학교 ,100.0,5.7
2020,서원대학교 ,100.0,7.2
2020,선문대학교 ,100.0,7.6
2020,성결대학교 ,100.0,10.3
2020,성공회대학교 ,99.8,5.1
2020,성균관대학교 ,99.7,19.4
2020,성신여자대학교 ,100.0,11.1
2020,세명대학교 ,99.8,5.5
2020,세종대학교 ,100.0,15.9
2020,세한대학교 ,100.1,4.8
2020,송원대학교 ,100.0,5.4
2020,수원가톨릭대학교 ,38.9,0.5
2020,수원대학교 ,100.0,11.2
2020,숙명여자대학교 ,99.6,11.7
2020,순복음총회신학교 ,20.0,1.0
2020,순천향대학교 ,99.8,8.6
2020,숭실대학교 ,99.9,12.9
2020,신경주대학교 ,25.1,1.6
2020,신라대학교 ,88.3,5.9
2020,신한대학교 ,100.0,8.7
2020,신한대학교 _제2캠퍼스,100.0,10.0
2020,아신대학교 ,81.7,1.4
2020,아주대학교 ,99.7,15.3
2020,안양대학교 ,99.1,8.1
2020,안양대학교 _제2캠퍼스,100.0,4.7
2020,연세대학교 ,99.8,13.8
2020,연세대학교(미래) _분교,99.6,9.1
2020,영남대학교 ,99.7,5.3
2020,영남신학대학교 ,100.0,2.0
2020,영산대학교 ,99.5,6.3
2020,영산대학교 _제2캠퍼스,100.0,5.2
2020,예수대학교 ,100.0,6.1
2020,예원예술대학교 ,98.1,4.3
2020,예원예술대학교 _제2캠퍼스,98.0,10.6
2020,용인대학교 ,99.6,9.5
2020,우석대학교 ,99.1,6.6
2020,우송대학교 ,100.0,9.0
2020,울산과학기술원 ,99.2,10.0
2020,울산대학교 ,99.5,5.2
2020,원광대학교 ,99.5,5.9
2020,원광디지털대학교 ,86.5,1.0
2020,위덕대학교 ,98.7,3.7
2020,유원대학교 ,93.6,5.3
2020,을지대학교 ,100.0,17.4
2020,을지대학교 _제2캠퍼스,100.0,12.9
2020,이화여자대학교 ,99.8,9.6
2020,인제대학교 ,99.0,5.0
2020,인천가톨릭대학교 ,93.8,1.5
2020,인천가톨릭대학교 _제2캠퍼스,100.0,6.4
2020,인천대학교 ,99.9,6.7
2020,인하대학교 ,99.9,15.8
2020,장로회신학대학교 ,100.0,3.5
2020,전남대학교 ,100.0,6.6
2020,전남대학교 _제2캠퍼스,99.7,5.8
2020,전북대학교 ,99.7,6.4
2020,전주교육대학교 ,98.6,2.6
2020,전주대학교 ,100.0,5.9
2020,정석대학 ,31.0,0.3
2020,제주국제대학교 ,44.3,1.2
2020,제주대학교 ,99.8,5.8
2020,조선대학교 ,99.6,5.4
2020,중부대학교 ,99.5,7.4
2020,중앙대학교 ,99.0,24.4
2020,중앙대학교 _제2캠퍼스,99.1,9.1
2020,중앙승가대학교 ,27.0,0.3
2020,중원대학교 ,97.2,5.6
2020,진주교육대학교 ,100.0,6.2
2020,차의과학대학교 ,100.0,5.4
2020,창신대학교 ,100.0,5.8
2020,청운대학교 ,94.8,9.0
2020,청주교육대학교 ,99.7,5.3
2020,청주대학교 ,99.8,6.9
2020,초당대학교 ,100.0,6.4
2020,총신대학교 ,100.0,5.3
2020,추계예술대학교 ,98.5,12.3
2020,춘천교육대학교 ,100.0,6.5
2020,충남대학교 ,99.8,8.4
2020,충북대학교 ,99.9,9.8
2020,칼빈대학교 ,100.0,3.0
2020,평택대학교 ,99.5,12.7
2020,포항공과대학교 ,100.0,7.0
2020,한경국립대학교 ,99.2,6.0
2020,한국공학대학교 ,99.9,11.0
2020,한국과학기술원 ,99.4,6.3
2020,한국교원대학교 ,100.0,4.6
2020,한국기술교육대학교 ,100.0,7.3
2020,한국방송통신대학교 ,24.0,0.3
2020,한국성서대학교 ,99.6,7.0
2020,한국예술종합학교 ,95.7,21.6
2020,한국외국어대학교 ,99.6,11.2
2020,한국전통문화대학교 ,100.0,7.1
2020,한국체육대학교 ,99.6,3.5
2020,한국침례신학대학교 ,78.8,1.4
2020,한국항공대학교 ,98.8,9.8
2020,한남대학교 ,100.0,5.0
2020,한동대학교 ,100.0,4.0
2020,한라대학교 ,99.0,3.9
2020,한림대학교 ,99.9,5.3
2020,한서대학교 ,100.1,9.7
2020,한성대학교 ,99.5,11.6
2020,한세대학교 ,99.6,9.9
2020,한신대학교 ,100.0,9.6
2020,한양대학교 ,99.5,21.0
2020,한양대학교(ERICA) _분교,99.8,17.2
2020,한일장신대학교 ,100.0,3.1
2020,협성대학교 ,99.8,7.5
2020,호남대학교 ,99.7,6.8
2020,호남신학대학교 ,100.0,1.5
2020,호서대학교 ,99.9,7.5
2020,호원대학교 ,99.5,11.8
2020,홍익대학교 ,100.0,14.1
2020,홍익대학교 _제2캠퍼스,99.7,7.1
2020,화성의과학대학교 ,65.4,6.0
2021,가야대학교(김해) ,80.7,5.2
2021,가천대학교 ,100.0,15.5
2021,가톨릭관동대학교 ,73.7,4.2
2021,가톨릭꽃동네대학교 ,95.4,4.5
2021,가톨릭대학교 ,99.9,9.1
2021,가톨릭대학교 _제2캠퍼스,100.0,36.3
2021,가톨릭대학교 _제3캠퍼스,100.0,1.2
2021,감리교신학대학교 ,70.4,1.1
2021,강남대학교 ,99.9,5.7
2021,강서대학교 ,98.6,4.6
2021,강원대학교 ,99.8,6.0
2021,강원대학교 _제2캠퍼스,97.1,4.3
2021,건국대학교 ,98.9,15.6
2021,건국대학교(글로컬) _분교,99.9,8.4
2021,건양대학교 ,87.0,5.7
2021,건양대학교 _제2캠퍼스,99.8,7.7
2021,경기대학교 ,99.9,7.8
2021,경기대학교 _제2캠퍼스,100.0,18.1
2021,경남대학교 ,70.8,3.7
2021,경동대학교 ,78.6,3.6
2021,경동대학교 _제3캠퍼스,95.0,5.8
2021,경동대학교 _제4캠퍼스,97.3,6.2
2021,경북대학교 ,98.5,9.2
2021,경상국립대학교 ,97.8,6.0
2021,경성대학교 ,98.8,5.8
2021,경운대학교 ,98.4,6.7
2021,경인교육대학교 ,99.7,3.2
2021,경일대학교 ,97.6,5.1
2021,경희대학교 ,99.5,15.2
2021,계명대학교 ,98.4,5.9
2021,고려대학교 ,100.1,8.7
2021,고려대학교(세종) _분교,100.0,9.8
2021,고신대학교 ,97.2,6.6
2021,공주교육대학교 ,100.0,3.7
2021,광신대학교 ,100.0,1.5
2021,광운대학교 ,99.8,11.5
2021,광주가톨릭대학교 ,55.0,0.6
2021,광주과학기술원 ,105.5,16.6
2021,광주교육대학교 ,99.7,4.7
2021,광주대학교 ,90.4,4.9
2021,광주여자대학교 ,96.2,4.9
2021,국립강릉원주대학교 ,90.7,5.2
2021,국립강릉원주대학교 _제2캠퍼스,98.4,5.3
2021,국립경국대학교 ,72.9,4.1
2021,국립공주대학교 ,99.7,7.1
2021,국립군산대학교 ,86.5,3.8
2021,국립금오공과대학교 ,99.6,5.1
2021,국립목포대학교 ,87.1,4.9
2021,국립목포해양대학교 ,95.2,3.8
2021,국립부경대학교 ,99.8,6.7
2021,국립순천대학교 ,89.8,4.2
2021,국립창원대학교 ,98.4,5.3
2021,국립한국교통대학교 ,99.4,5.3
2021,국립한국해양대학교 ,99.9,5.1
2021,국립한밭대학교 ,99.6,4.8
2021,국민대학교 ,99.9,8.8
2021,극동대학교 ,68.5,6.4
2021,금강대학교 ,26.4,0.7
2021,김천대학교 ,97.3,5.5
2021,나사렛대학교 ,96.2,6.7
2021,남부대학교 ,98.8,5.8
2021,남서울대학교 ,98.7,6.7
2021,단국대학교 ,99.6,12.5
2021,단국대학교 _제2캠퍼스,99.7,7.5
