기준년도,학교,정원내 신입생 충원율(%),경쟁률
2021,대구가톨릭대학교 ,83.8,5.4
2021,대구경북과학기술원 ,90.5,14.5
2021,대구교육대학교 ,99.7,4.2
2021,대구대학교 ,80.8,5.1
2021,대구예술대학교 ,31.8,1.7
2021,대구한의대학교 ,96.2,6.3
2021,대신대학교 ,100.0,2.0
2021,대전가톨릭대학교 ,17.5,0.2
2021,대전대학교 ,90.8,7.6
2021,대전신학대학교 ,37.5,0.6
2021,대진대학교 ,99.7,5.0
2021,덕성여자대학교 ,99.9,14.6
2021,동국대학교 ,99.9,17.1
2021,동국대학교(WISE) _분교,93.3,5.5
2021,동덕여자대학교 ,99.9,12.4
2021,동명대학교 ,89.0,5.2
2021,동서대학교 ,80.7,5.6
2021,동신대학교 ,92.3,4.8
2021,동아대학교 ,99.3,6.5
2021,동양대학교 ,81.0,4.5
2021,동의대학교 ,94.4,5.6
2021,디지털서울문화예술대학교 ,63.3,1.9
2021,루터대학교 ,100.0,2.6
2021,명지대학교 ,100.0,10.3
2021,명지대학교 _제2캠퍼스,99.7,9.8
2021,목원대학교 ,88.6,4.6
2021,목포가톨릭대학교 ,100.0,4.5
2021,배재대학교 ,88.1,5.4
2021,백석대학교 ,98.1,6.8
2021,부산가톨릭대학교 ,80.3,4.8
2021,부산교육대학교 ,99.2,4.5
2021,부산대학교 ,99.7,9.1
2021,부산디지털대학교 ,71.4,1.0
2021,부산외국어대학교 ,81.0,4.3
2021,부산장신대학교 ,100.0,2.1
2021,삼육대학교 ,100.0,10.6
2021,상명대학교 ,99.9,8.3
2021,상명대학교 _제2캠퍼스,99.9,7.2
2021,상지대학교 ,70.2,4.9
2021,서강대학교 ,99.3,19.6
2021,서경대학교 ,99.8,17.2
2021,서울과학기술대학교 ,99.7,10.4
2021,서울교육대학교 ,99.7,3.0
2021,서울기독대학교 ,60.9,2.6
2021,서울대학교 ,99.8,5.3
2021,서울디지털대학교 ,58.1,1.0
2021,서울시립대학교 ,99.8,11.9
2021,서울신학대학교 ,100.0,5.6
2021,서울여자대학교 ,100.0,11.8
2021,서울장신대학교 ,53.1,1.8
2021,서울한영대학교 ,89.0,4.6
2021,서원대학교 ,94.7,6.6
2021,선문대학교 ,99.1,5.1
2021,성결대학교 ,99.8,8.3
2021,성공회대학교 ,100.0,5.1
2021,성균관대학교 ,99.6,16.3
2021,성신여자대학교 ,99.9,11.4
2021,세명대학교 ,74.2,4.3
2021,세종대학교 ,100.0,12.6
2021,세한대학교 ,100.0,4.7
2021,송원대학교 ,100.0,5.4
2021,수원가톨릭대학교 ,42.2,0.6
2021,수원대학교 ,99.8,10.1
2021,숙명여자대학교 ,99.3,10.7
2021,순복음총회신학교 ,32.4,0.6
2021,순천향대학교 ,99.9,7.1
2021,숭실대학교 ,99.9,11.8
2021,신경주대학교 ,15.0,1.0
2021,신라대학교 ,79.8,4.8
2021,신한대학교 ,100.0,7.7
2021,신한대학교 _제2캠퍼스,100.0,8.4
2021,아신대학교 ,58.1,1.1
2021,아주대학교 ,99.4,13.5
2021,안양대학교 ,97.5,7.4
2021,안양대학교 _제2캠퍼스,45.9,3.6
2021,연세대학교 ,99.7,13.9
2021,연세대학교(미래) _분교,99.9,10.6
2021,영남대학교 ,99.4,5.0
2021,영남신학대학교 ,100.0,1.5
2021,영산대학교 ,71.4,5.2
2021,영산대학교 _제2캠퍼스,74.2,3.6
2021,예수대학교 ,98.4,5.8
2021,예원예술대학교 ,84.5,3.5
2021,예원예술대학교 _제2캠퍼스,95.5,9.0
2021,용인대학교 ,99.9,7.8
2021,우석대학교 ,84.2,4.5
2021,우송대학교 ,99.4,7.2
2021,울산과학기술원 ,87.8,9.3
2021,울산대학교 ,96.9,4.2
2021,원광대학교 ,80.0,4.8
2021,원광디지털대학교 ,86.0,1.1
2021,위덕대학교 ,98.3,3.2
2021,유원대학교 ,75.8,6.3
2021,을지대학교 ,100.0,27.0
2021,을지대학교 _제2캠퍼스,99.9,10.9
2021,을지대학교 _제3캠퍼스,100.0,14.3
2021,이화여자대학교 ,99.8,8.9
2021,인제대학교 ,79.9,3.8
2021,인천가톨릭대학교 ,100.0,1.3
2021,인천가톨릭대학교 _제2캠퍼스,100.0,5.3
2021,인천대학교 ,99.8,6.6
2021,인하대학교 ,99.9,13.9
2021,장로회신학대학교 ,100.0,2.4
2021,전남대학교 ,99.9,6.3
2021,전남대학교 _제2캠퍼스,83.7,4.1
2021,전북대학교 ,99.6,6.2
2021,전주교육대학교 ,100.0,3.4
2021,전주대학교 ,92.6,4.8
2021,정석대학 ,27.0,0.3
2021,제주국제대학교 ,29.5,0.8
2021,제주대학교 ,100.0,5.9
2021,조선대학교 ,97.1,4.7
2021,중부대학교 ,89.3,6.7
2021,중앙대학교 ,99.5,22.0
2021,중앙대학교 _제2캠퍼스,99.8,8.2
2021,중앙승가대학교 ,23.8,0.2
2021,중원대학교 ,98.3,4.5
2021,진주교육대학교 ,100.0,4.9
2021,차의과학대학교 ,100.0,5.0
2021,창신대학교 ,98.5,6.2
2021,청운대학교 ,77.7,6.8
2021,청주교육대학교 ,99.7,4.9
2021,청주대학교 ,98.7,5.1
2021,초당대학교 ,98.7,5.2
2021,총신대학교 ,99.7,3.8
2021,추계예술대학교 ,99.6,11.3
2021,춘천교육대학교 ,100.0,4.7
2021,충남대학교 ,99.5,7.3
2021,충북대학교 ,99.9,8.0
2021,칼빈대학교 ,93.4,2.4
2021,평택대학교 ,98.2,9.2
2021,포항공과대학교 ,99.7,7.0
2021,한경국립대학교 ,99.0,6.2
2021,한국공학대학교 ,99.7,8.7
2021,한국과학기술원 ,98.0,5.7
2021,한국교원대학교 ,99.8,5.2
2021,한국기술교육대학교 ,100.0,5.8
2021,한국방송통신대학교 ,22.4,0.3
2021,한국성서대학교 ,100.0,5.7
2021,한국예술종합학교 ,97.8,21.9
2021,한국외국어대학교 ,99.6,10.9
2021,한국전통문화대학교 ,100.0,4.8
2021,한국체육대학교 ,99.8,4.4
2021,한국침례신학대학교 ,53.6,1.1
2021,한국항공대학교 ,104.4,7.1
2021,한남대학교 ,98.6,4.9
2021,한동대학교 ,100.0,3.9
2021,한라대학교 ,69.1,2.6
2021,한림대학교 ,99.9,4.6
2021,한서대학교 ,96.6,6.6
2021,한성대학교 ,99.9,9.4
2021,한세대학교 ,99.1,9.7
2021,한신대학교 ,99.3,9.1
2021,한양대학교 ,99.6,17.0
2021,한양대학교(ERICA) _분교,99.8,16.8
2021,한일장신대학교 ,90.0,2.3
2021,협성대학교 ,97.0,7.8
2021,호남대학교 ,90.5,6.0
2021,호남신학대학교 ,95.6,1.4
2021,호서대학교 ,96.8,7.1
2021,호원대학교 ,84.9,11.3
2021,홍익대학교 ,100.0,14.9
2021,홍익대학교 _제2캠퍼스,99.5,5.1
2021,화성의과학대학교 ,28.9,3.8
2022,가야대학교(김해) ,77.1,4.6
2022,가천대학교 ,100.0,15.4
2022,가톨릭관동대학교 ,79.8,3.8
2022,가톨릭꽃동네대학교 ,95.4,4.8
2022,가톨릭대학교 ,99.8,12.7
2022,가톨릭대학교 _제2캠퍼스,100.0,45.5
2022,가톨릭대학교 _제3캠퍼스,98.0,1.1
2022,감리교신학대학교 ,44.2,0.7
2022,강남대학교 ,99.9,7.4
2022,강서대학교 ,100.0,6.1
2022,강원대학교 ,99.9,7.9
2022,강원대학교 _제2캠퍼스,99.4,5.5
2022,건국대학교 ,99.4,18.3
2022,건국대학교(글로컬) _분교,99.9,10.0
2022,건양대학교 ,95.4,5.2
2022,건양대학교 _제2캠퍼스,99.5,6.6
2022,경기대학교 ,99.9,10.2
2022,경기대학교 _제2캠퍼스,100.0,18.1
2022,경남대학교 ,82.9,4.3
2022,경동대학교 ,100.0,8.0
2022,경동대학교 _제3캠퍼스,96.9,7.3
2022,경동대학교 _제4캠퍼스,100.0,7.6
2022,경북대학교 ,99.6,11.3
2022,경상국립대학교 ,99.6,6.6
2022,경성대학교 ,99.7,6.8
2022,경운대학교 ,92.9,6.2
2022,경인교육대학교 ,99.0,3.9
2022,경일대학교 ,94.3,5.7
2022,경희대학교 ,99.7,16.4
2022,계명대학교 ,99.8,6.5
2022,고려대학교 ,99.8,10.8
2022,고려대학교(세종) _분교,99.9,12.2
2022,고신대학교 ,90.4,7.8
2022,공주교육대학교 ,100.0,4.3
2022,광신대학교 ,100.0,1.4
2022,광운대학교 ,99.9,11.4
2022,광주가톨릭대학교 ,30.0,0.3
2022,광주과학기술원 ,109.0,18.5
2022,광주교육대학교 ,100.0,4.7
2022,광주대학교 ,99.7,4.8
2022,광주여자대학교 ,94.7,4.2
2022,국립강릉원주대학교 ,98.0,5.3
2022,국립강릉원주대학교 _제2캠퍼스,99.8,5.8
2022,국립경국대학교 ,79.8,4.2
2022,국립공주대학교 ,99.9,9.0
2022,국립군산대학교 ,83.3,3.4
2022,국립금오공과대학교 ,99.7,5.3
2022,국립목포대학교 ,85.9,4.8
2022,국립목포해양대학교 ,99.1,4.5
2022,국립부경대학교 ,99.8,8.4
2022,국립순천대학교 ,91.4,5.4
2022,국립창원대학교 ,98.7,5.5
2022,국립한국교통대학교 ,99.7,6.5
2022,국립한국해양대학교 ,100.0,5.5
2022,국립한밭대학교 ,99.7,6.5
2022,국민대학교 ,100.0,9.6
2022,극동대학교 ,61.0,4.4
2022,금강대학교 ,30.0,0.6
2022,김천대학교 ,92.6,4.5
2022,나사렛대학교 ,98.3,4.9
2022,남부대학교 ,92.1,5.0
2022,남서울대학교 ,100.0,8.7
2022,단국대학교 ,99.8,13.9
2022,단국대학교 _제2캠퍼스,99.7,8.4
2022,대구가톨릭대학교 ,91.1,5.7
2022,대구경북과학기술원 ,100.9,17.5
2022,대구교육대학교 ,99.7,3.9
2022,대구대학교 ,91.6,5.3
2022,대구예술대학교 ,23.3,1.4
2022,대구한의대학교 ,97.6,5.8
2022,대신대학교 ,100.0,2.2
2022,대전가톨릭대학교 ,27.5,0.3
2022,대전대학교 ,98.9,8.2
2022,대전신학대학교 ,25.0,0.3
2022,대진대학교 ,100.0,6.1
2022,덕성여자대학교 ,99.9,15.8
2022,동국대학교 ,99.9,18.9
2022,동국대학교(WISE) _분교,99.8,7.0
2022,동덕여자대학교 ,99.9,12.4
2022,동명대학교 ,85.7,5.5
2022,동서대학교 ,91.2,6.9
2022,동신대학교 ,92.8,4.7
2022,동아대학교 ,99.9,6.0
2022,동양대학교 ,95.3,4.2
2022,동의대학교 ,96.9,5.6
2022,디지털서울문화예술대학교 ,69.9,1.7
2022,루터대학교 ,100.0,3.3
2022,명지대학교 ,99.9,10.4
2022,명지대학교 _제2캠퍼스,99.8,10.5
2022,목원대학교 ,98.1,4.9
2022,목포가톨릭대학교 ,100.0,5.0
2022,배재대학교 ,93.1,5.1
2022,백석대학교 ,99.9,7.8
2022,부산가톨릭대학교 ,93.7,7.1
2022,부산교육대학교 ,99.2,4.4
2022,부산대학교 ,99.7,12.4
2022,부산디지털대학교 ,68.5,0.9
2022,부산외국어대학교 ,82.3,4.4
2022,부산장신대학교 ,100.0,1.6
2022,삼육대학교 ,100.1,11.1
2022,상명대학교 ,100.0,11.9
2022,상명대학교 _제2캠퍼스,99.9,8.9
2022,상지대학교 ,69.3,3.8
2022,서강대학교 ,99.4,20.1
2022,서경대학교 ,100.0,18.8
2022,서울과학기술대학교 ,99.9,11.5
2022,서울교육대학교 ,99.4,3.9
2022,서울기독대학교 ,46.8,2.1
2022,서울대학교 ,99.8,5.6
2022,서울디지털대학교 ,60.0,1.0
2022,서울시립대학교 ,99.9,14.5
2022,서울신학대학교 ,100.0,5.8
2022,서울여자대학교 ,100.2,12.8
2022,서울장신대학교 ,64.4,1.9
2022,서울한영대학교 ,90.6,4.9
2022,서원대학교 ,99.9,6.6
2022,선문대학교 ,99.8,5.0
2022,성결대학교 ,100.0,8.1
2022,성공회대학교 ,99.8,4.9
2022,성균관대학교 ,99.9,16.7
2022,성신여자대학교 ,99.8,11.0
2022,세명대학교 ,80.2,4.5
2022,세종대학교 ,99.7,14.7
2022,세한대학교 ,99.4,3.7
2022,송원대학교 ,99.9,4.7
2022,수원가톨릭대학교 ,26.7,0.4
2022,수원대학교 ,100.0,12.6
2022,숙명여자대학교 ,100.0,12.7
2022,순복음총회신학교 ,57.8,1.2
2022,순천향대학교 ,99.9,8.2
2022,숭실대학교 ,99.8,13.8
2022,신경주대학교 ,30.7,1.1
2022,신라대학교 ,72.6,4.9
2022,신한대학교 ,100.0,9.1
2022,신한대학교 _제2캠퍼스,100.0,11.4
2022,아신대학교 ,30.6,0.7
2022,아주대학교 ,99.9,17.5
2022,안양대학교 ,99.6,9.5
2022,안양대학교 _제2캠퍼스,96.5,4.7
2022,연세대학교 ,99.7,10.7
2022,연세대학교(미래) _분교,99.8,10.8
2022,영남대학교 ,99.9,6.5
2022,영남신학대학교 ,87.0,1.5
2022,영산대학교 ,77.7,5.1
2022,영산대학교 _제2캠퍼스,87.7,3.6
2022,예수대학교 ,100.0,6.5
2022,예원예술대학교 ,98.9,3.3
2022,예원예술대학교 _제2캠퍼스,94.4,5.6
2022,용인대학교 ,99.8,9.7
2022,우석대학교 ,78.8,4.9
2022,우송대학교 ,99.8,7.7
2022,울산과학기술원 ,102.0,13.9
2022,울산대학교 ,98.8,5.1
2022,원광대학교 ,88.0,5.1
2022,원광디지털대학교 ,86.1,0.9
2022,위덕대학교 ,91.4,2.7
2022,유원대학교 ,99.8,4.7
2022,을지대학교 ,100.0,15.5
2022,을지대학교 _제2캠퍼스,100.0,11.6
2022,을지대학교 _제3캠퍼스,100.0,13.0
2022,이화여자대학교 ,99.6,8.8
2022,인제대학교 ,75.1,4.3
2022,인천가톨릭대학교 ,92.3,1.5
2022,인천가톨릭대학교 _제2캠퍼스,100.0,6.8
2022,인천대학교 ,100.0,9.3
2022,인하대학교 ,99.9,13.7
2022,장로회신학대학교 ,100.0,2.1
2022,전남대학교 ,99.9,8.2
2022,전남대학교 _제2캠퍼스,95.8,4.5
2022,전북대학교 ,99.6,7.9
2022,전주교육대학교 ,99.0,3.7
2022,전주대학교 ,97.7,4.7
2022,정석대학 ,17.0,0.2
2022,제주국제대학교 ,16.2,0.5
2022,제주대학교 ,99.7,7.5
2022,조선대학교 ,99.6,5.3
2022,중부대학교 ,87.8,6.9
2022,중앙대학교 ,99.5,23.4
2022,중앙대학교 _제2캠퍼스,99.8,8.0
2022,중앙승가대학교 ,15.8,0.2
2022,중원대학교 ,84.0,3.0
2022,진주교육대학교 ,100.0,5.4
2022,차의과학대학교 ,100.0,7.8
2022,창신대학교 ,100.0,9.4
2022,청운대학교 ,90.0,6.1
2022,청주교육대학교 ,100.0,6.9
2022,청주대학교 ,99.6,5.3
2022,초당대학교 ,99.7,4.1
2022,총신대학교 ,100.0,3.9
2022,추계예술대학교 ,100.0,10.1
2022,춘천교육대학교 ,99.7,5.3
2022,충남대학교 ,99.8,9.6
2022,충북대학교 ,99.9,11.2
2022,칼빈대학교 ,100.0,1.9
2022,평택대학교 ,99.5,7.3
2022,포항공과대학교 ,99.7,7.1
2022,한경국립대학교 ,99.6,7.5
2022,한국공학대학교 ,100.0,7.2
2022,한국과학기술원 ,107.4,6.3
2022,한국교원대학교 ,100.0,7.4
2022,한국기술교육대학교 ,100.0,5.9
2022,한국방송통신대학교 ,15.9,0.2
2022,한국성서대학교 ,100.0,7.0
2022,한국에너지공과대학교 ,98.0,31.2
2022,한국예술종합학교 ,95.5,22.0
2022,한국외국어대학교 ,99.4,11.8
2022,한국전통문화대학교 ,100.0,6.8
2022,한국체육대학교 ,99.8,5.7
2022,한국침례신학대학교 ,68.7,1.1
2022,한국항공대학교 ,99.8,9.9
2022,한남대학교 ,100.0,4.9
2022,한동대학교 ,100.0,4.1
2022,한라대학교 ,56.5,2.5
2022,한림대학교 ,100.0,4.6
2022,한서대학교 ,94.7,6.2
2022,한성대학교 ,100.0,8.7
2022,한세대학교 ,100.0,10.6
2022,한신대학교 ,99.9,7.1
2022,한양대학교 ,99.9,18.9
2022,한양대학교(ERICA) _분교,99.9,15.3
2022,한일장신대학교 ,99.5,2.2
2022,협성대학교 ,99.7,6.3
2022,호남대학교 ,95.4,5.4
2022,호남신학대학교 ,100.0,1.4
2022,호서대학교 ,99.8,5.7
2022,호원대학교 ,93.7,10.3
2022,홍익대학교 ,99.9,16.2
2022,홍익대학교 _제2캠퍼스,99.6,7.8
2022,화성의과학대학교 ,26.1,4.2
2023,가야대학교(김해) ,82.2,6.8
2023,가천대학교 ,100.0,16.8
2023,가톨릭관동대학교 ,60.4,3.7
2023,가톨릭꽃동네대학교 ,97.3,7.5
2023,가톨릭대학교 ,99.9,13.2
2023,가톨릭대학교 _제2캠퍼스,100.0,34.5
2023,가톨릭대학교 _제3캠퍼스,100.0,1.4
2023,감리교신학대학교 ,73.8,1.2
2023,강남대학교 ,100.0,7.9
2023,강서대학교 ,100.0,13.7
2023,강원대학교 ,100.0,7.9
2023,강원대학교 _제2캠퍼스,99.6,4.6
2023,건국대학교 ,98.9,17.4
2023,건국대학교(글로컬) _분교,99.6,9.7
2023,건양대학교 ,94.0,4.8
2023,건양대학교 _제2캠퍼스,100.0,9.4
2023,경기대학교 ,99.6,9.3
2023,경기대학교 _제2캠퍼스,99.4,18.9
2023,경남대학교 ,86.0,4.4
2023,경동대학교 ,50.0,3.5
2023,경동대학교 _제3캠퍼스,96.5,5.5
2023,경동대학교 _제4캠퍼스,100.0,6.6
2023,경북대학교 ,99.9,12.8
2023,경상국립대학교 ,99.7,6.6
2023,경성대학교 ,99.3,6.3
2023,경운대학교 ,99.1,5.0
2023,경인교육대학교 ,99.3,3.0
2023,경일대학교 ,89.3,4.5
2023,경희대학교 ,99.7,15.6
2023,계명대학교 ,100.0,7.0
2023,고려대학교 ,99.8,10.4
2023,고려대학교(세종) _분교,100.0,10.4
2023,고신대학교 ,83.1,5.8
2023,공주교육대학교 ,99.7,4.0
2023,광신대학교 ,100.0,1.5
2023,광운대학교 ,99.9,13.0
2023,광주가톨릭대학교 ,32.5,0.4
2023,광주과학기술원 ,107.0,19.3
2023,광주교육대학교 ,99.4,3.8
2023,광주대학교 ,86.2,4.6
2023,광주여자대학교 ,96.5,3.6
2023,국립강릉원주대학교 ,99.2,5.5
2023,국립강릉원주대학교 _제2캠퍼스,99.8,6.2
2023,국립경국대학교 ,86.6,4.4
2023,국립공주대학교 ,99.9,7.9
2023,국립군산대학교 ,95.6,4.3
2023,국립금오공과대학교 ,99.8,5.2
2023,국립목포대학교 ,86.7,5.0
2023,국립목포해양대학교 ,96.4,4.5
2023,국립부경대학교 ,99.5,7.8
2023,국립순천대학교 ,96.8,5.7
2023,국립창원대학교 ,98.2,6.4
2023,국립한국교통대학교 ,99.8,5.1
2023,국립한국해양대학교 ,100.1,5.4
2023,국립한밭대학교 ,99.6,7.0
2023,국민대학교 ,100.0,9.8
2023,극동대학교 ,57.9,3.6
2023,금강대학교 ,51.8,0.9
2023,김천대학교 ,85.2,4.6
2023,나사렛대학교 ,96.6,5.5
2023,남부대학교 ,97.6,5.3
2023,남서울대학교 ,100.0,9.5
2023,단국대학교 ,100.0,13.5
2023,단국대학교 _제2캠퍼스,100.0,8.6
2023,대구가톨릭대학교 ,97.8,6.3
2023,대구경북과학기술원 ,96.8,18.7
2023,대구교육대학교 ,99.5,3.6
2023,대구대학교 ,96.3,5.2
2023,대구예술대학교 ,21.4,1.2
2023,대구한의대학교 ,97.3,5.9
2023,대신대학교 ,100.0,2.4
2023,대전가톨릭대학교 ,20.0,0.2
2023,대전대학교 ,98.3,6.8
2023,대전신학대학교 ,18.8,0.3
2023,대진대학교 ,99.9,7.7
2023,덕성여자대학교 ,100.0,15.5
2023,동국대학교 ,100.0,19.0
2023,동국대학교(WISE) _분교,99.8,6.7
2023,동덕여자대학교 ,99.8,12.9
2023,동명대학교 ,87.0,5.1
2023,동서대학교 ,90.2,5.4
2023,동신대학교 ,91.3,3.7
2023,동아대학교 ,99.9,6.5
2023,동양대학교 ,100.0,4.4
2023,동의대학교 ,98.2,5.0
2023,디지털서울문화예술대학교 ,72.6,1.6
2023,루터대학교 ,100.0,3.6
2023,명지대학교 ,99.9,9.1
2023,명지대학교 _제2캠퍼스,99.8,10.3
2023,목원대학교 ,100.0,5.6
2023,목포가톨릭대학교 ,95.8,4.7
2023,배재대학교 ,98.6,5.8
2023,백석대학교 ,100.0,6.9
2023,부산가톨릭대학교 ,95.8,7.2
2023,부산교육대학교 ,99.2,4.1
2023,부산대학교 ,99.8,10.7
2023,부산디지털대학교 ,63.8,0.9
2023,부산외국어대학교 ,99.7,4.4
2023,부산장신대학교 ,100.0,1.7
2023,삼육대학교 ,100.0,13.6
2023,상명대학교 ,99.9,9.7
2023,상명대학교 _제2캠퍼스,100.0,8.2
2023,상지대학교 ,86.0,5.0
2023,서강대학교 ,99.1,18.7
2023,서경대학교 ,100.0,16.8
2023,서울과학기술대학교 ,100.0,12.4
2023,서울교육대학교 ,99.4,2.9
2023,서울기독대학교 ,86.0,3.4
2023,서울대학교 ,100.0,5.4
2023,서울디지털대학교 ,54.4,0.9
2023,서울시립대학교 ,100.0,13.3
2023,서울신학대학교 ,100.0,5.6
2023,서울여자대학교 ,100.1,15.9
2023,서울장신대학교 ,70.2,1.8
2023,서울한영대학교 ,96.2,5.8
2023,서원대학교 ,100.0,6.0
2023,선문대학교 ,100.3,4.7
2023,성결대학교 ,99.9,9.3
2023,성공회대학교 ,100.0,5.9
2023,성균관대학교 ,99.8,18.8
2023,성신여자대학교 ,99.7,11.9
2023,세명대학교 ,84.7,4.9
2023,세종대학교 ,100.0,17.5
2023,세한대학교 ,99.6,3.7
2023,송원대학교 ,99.1,4.2
2023,수원가톨릭대학교 ,33.3,0.3
2023,수원대학교 ,100.0,12.9
2023,숙명여자대학교 ,100.0,12.1
2023,순복음총회신학교 ,31.0,0.9
2023,순천향대학교 ,100.0,7.5
2023,숭실대학교 ,99.4,13.5
2023,신경주대학교 ,57.3,1.3
2023,신라대학교 ,80.1,5.4
2023,신한대학교 ,100.0,13.5
2023,신한대학교 _제2캠퍼스,100.0,11.8
2023,아신대학교 ,47.7,1.0
2023,아주대학교 ,99.9,17.4
2023,안양대학교 ,99.9,10.7
2023,안양대학교 _제2캠퍼스,90.7,5.3
2023,연세대학교 ,99.6,9.1
2023,연세대학교(미래) _분교,100.0,10.5
2023,영남대학교 ,99.8,6.4
2023,영남신학대학교 ,99.1,1.5
2023,영산대학교 ,83.9,5.3
2023,영산대학교 _제2캠퍼스,94.9,3.6
2023,예수대학교 ,100.0,6.9
2023,예원예술대학교 ,78.2,3.0
2023,예원예술대학교 _제2캠퍼스,91.0,5.6
2023,용인대학교 ,100.0,7.4
2023,우석대학교 ,84.5,5.1
2023,우송대학교 ,100.0,8.2
2023,울산과학기술원 ,100.3,15.2
2023,울산대학교 ,99.2,4.6
2023,원광대학교 ,95.4,4.8
2023,원광디지털대학교 ,79.5,1.3
2023,위덕대학교 ,96.0,3.2
2023,유원대학교 ,86.9,4.2
2023,을지대학교 ,100.0,10.9
2023,을지대학교 _제2캠퍼스,100.0,9.9
2023,을지대학교 _제3캠퍼스,100.0,8.3
2023,이화여자대학교 ,99.7,10.0
2023,인제대학교 ,94.6,4.9
2023,인천가톨릭대학교 ,75.0,0.8
2023,인천가톨릭대학교 _제2캠퍼스,100.0,7.2
2023,인천대학교 ,99.8,10.1
2023,인하대학교 ,99.9,15.0
2023,장로회신학대학교 ,96.7,2.0
2023,전남대학교 ,99.9,7.3
2023,전남대학교 _제2캠퍼스,98.9,4.9
2023,전북대학교 ,99.8,8.2
2023,전주교육대학교 ,98.9,3.1
2023,전주대학교 ,93.7,4.4
2023,정석대학 ,11.0,0.1
2023,제주국제대학교 ,8.9,0.4
2023,제주대학교 ,100.0,6.3
2023,조선대학교 ,99.4,5.6
2023,중부대학교 ,97.3,6.6
2023,중앙대학교 ,100.0,23.5
2023,중앙대학교 _제2캠퍼스,100.0,9.4
2023,중앙승가대학교 ,13.3,0.1
2023,중원대학교 ,79.0,3.3
2023,진주교육대학교 ,99.3,5.0
2023,차의과학대학교 ,100.0,7.5
2023,창신대학교 ,100.0,7.9
2023,청운대학교 ,96.0,6.1
2023,청주교육대학교 ,99.3,4.8
2023,청주대학교 ,99.3,6.0
2023,초당대학교 ,94.9,4.0
2023,총신대학교 ,100.0,3.9
2023,추계예술대학교 ,100.0,10.0
2023,춘천교육대학교 ,99.7,5.3
2023,충남대학교 ,99.8,8.0
2023,충북대학교 ,99.7,10.1
2023,칼빈대학교 ,100.0,2.3
2023,평택대학교 ,100.2,6.9
2023,포항공과대학교 ,99.1,6.9
2023,한경국립대학교 ,99.5,6.5
2023,한국공학대학교 ,100.0,7.2
2023,한국과학기술원 ,106.5,5.7
2023,한국교원대학교 ,99.8,6.4
2023,한국기술교육대학교 ,100.0,6.2
2023,한국방송통신대학교 ,15.8,0.2
2023,한국성서대학교 ,100.0,8.1
2023,한국에너지공과대학교 ,101.0,17.4
2023,한국예술종합학교 ,95.7,22.8
2023,한국외국어대학교 ,99.9,12.4
2023,한국전통문화대학교 ,100.0,6.1
2023,한국체육대학교 ,99.8,5.2
2023,한국침례신학대학교 ,67.6,1.2
2023,한국항공대학교 ,101.8,11.0
2023,한남대학교 ,99.9,5.0
2023,한동대학교 ,100.0,4.9
2023,한라대학교 ,71.6,3.1
2023,한림대학교 ,100.0,5.6
2023,한서대학교 ,93.4,6.8
2023,한성대학교 ,100.0,11.9
2023,한세대학교 ,99.8,10.1
2023,한신대학교 ,100.0,6.1
2023,한양대학교 ,100.0,19.6
2023,한양대학교(ERICA) _분교,99.8,17.2
2023,한일장신대학교 ,95.0,2.1
2023,협성대학교 ,98.6,7.5
2023,호남대학교 ,85.8,4.9
2023,호남신학대학교 ,87.4,1.2
2023,호서대학교 ,100.1,5.2
2023,호원대학교 ,96.0,9.4
2023,홍익대학교 ,99.9,18.1
2023,홍익대학교 _제2캠퍼스,99.5,8.5
2023,화성의과학대학교 ,58.3,5.7
